state_ansi,group_desc,zip_5,region_desc,util_practice_desc,location_desc,asd_code,week_ending,agg_level_desc,county_code,sector_desc,state_fips_code,year,asd_desc,country_code,county_ansi,watershed_desc,country_name,prodn_practice_desc,county_name,watershed_code,state_alpha,commodity_desc,domain_desc,load_time,class_desc,reference_period_desc,state_name,short_desc,statisticcat_desc,source_desc,Value,congr_district_code,freq_desc,unit_desc,begin_code,CV (%),end_code,domaincat_desc
26,FIELD CROPS,,,GRAIN,"MICHIGAN, NORTHWEST, WEXFORD",20,,COUNTY,165,CROPS,26,1970,NORTHWEST,9000,165,,UNITED STATES,ALL PRODUCTION PRACTICES,WEXFORD,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,64.4,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, NORTHEAST, ALCONA",30,,COUNTY,001,CROPS,26,1970,NORTHEAST,9000,001,,UNITED STATES,ALL PRODUCTION PRACTICES,ALCONA,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,66.7,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, NORTHEAST, ALPENA",30,,COUNTY,007,CROPS,26,1970,NORTHEAST,9000,007,,UNITED STATES,ALL PRODUCTION PRACTICES,ALPENA,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,75.6,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, NORTHEAST, CHEBOYGAN",30,,COUNTY,031,CROPS,26,1970,NORTHEAST,9000,031,,UNITED STATES,ALL PRODUCTION PRACTICES,CHEBOYGAN,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,60,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, NORTHEAST, IOSCO",30,,COUNTY,069,CROPS,26,1970,NORTHEAST,9000,069,,UNITED STATES,ALL PRODUCTION PRACTICES,IOSCO,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,75.2,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, NORTHEAST, MONTMORENCY",30,,COUNTY,119,CROPS,26,1970,NORTHEAST,9000,119,,UNITED STATES,ALL PRODUCTION PRACTICES,MONTMORENCY,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,80,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, NORTHEAST, OGEMAW",30,,COUNTY,129,CROPS,26,1970,NORTHEAST,9000,129,,UNITED STATES,ALL PRODUCTION PRACTICES,OGEMAW,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,80,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, NORTHEAST, OSCODA",30,,COUNTY,135,CROPS,26,1970,NORTHEAST,9000,135,,UNITED STATES,ALL PRODUCTION PRACTICES,OSCODA,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,83.3,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, NORTHEAST, OTSEGO",30,,COUNTY,137,CROPS,26,1970,NORTHEAST,9000,137,,UNITED STATES,ALL PRODUCTION PRACTICES,OTSEGO,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,80,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, NORTHEAST, PRESQUE ISLE",30,,COUNTY,141,CROPS,26,1970,NORTHEAST,9000,141,,UNITED STATES,ALL PRODUCTION PRACTICES,PRESQUE ISLE,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,60,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, WEST CENTRAL, LAKE",40,,COUNTY,085,CROPS,26,1970,WEST CENTRAL,9000,085,,UNITED STATES,ALL PRODUCTION PRACTICES,LAKE,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,56,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, WEST CENTRAL, MASON",40,,COUNTY,105,CROPS,26,1970,WEST CENTRAL,9000,105,,UNITED STATES,ALL PRODUCTION PRACTICES,MASON,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,65,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, WEST CENTRAL, MUSKEGON",40,,COUNTY,121,CROPS,26,1970,WEST CENTRAL,9000,121,,UNITED STATES,ALL PRODUCTION PRACTICES,MUSKEGON,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,78.2,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, WEST CENTRAL, NEWAYGO",40,,COUNTY,123,CROPS,26,1970,WEST CENTRAL,9000,123,,UNITED STATES,ALL PRODUCTION PRACTICES,NEWAYGO,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,72,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, WEST CENTRAL, OCEANA",40,,COUNTY,127,CROPS,26,1970,WEST CENTRAL,9000,127,,UNITED STATES,ALL PRODUCTION PRACTICES,OCEANA,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,73,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, CENTRAL, CLARE",50,,COUNTY,035,CROPS,26,1970,CENTRAL,9000,035,,UNITED STATES,ALL PRODUCTION PRACTICES,CLARE,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,60,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, CENTRAL, GLADWIN",50,,COUNTY,051,CROPS,26,1970,CENTRAL,9000,051,,UNITED STATES,ALL PRODUCTION PRACTICES,GLADWIN,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,63.8,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, CENTRAL, GRATIOT",50,,COUNTY,057,CROPS,26,1970,CENTRAL,9000,057,,UNITED STATES,ALL PRODUCTION PRACTICES,GRATIOT,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,87,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, CENTRAL, ISABELLA",50,,COUNTY,073,CROPS,26,1970,CENTRAL,9000,073,,UNITED STATES,ALL PRODUCTION PRACTICES,ISABELLA,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,80,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, CENTRAL, MECOSTA",50,,COUNTY,107,CROPS,26,1970,CENTRAL,9000,107,,UNITED STATES,ALL PRODUCTION PRACTICES,MECOSTA,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,63,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, CENTRAL, MIDLAND",50,,COUNTY,111,CROPS,26,1970,CENTRAL,9000,111,,UNITED STATES,ALL PRODUCTION PRACTICES,MIDLAND,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,80,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, CENTRAL, MONTCALM",50,,COUNTY,117,CROPS,26,1970,CENTRAL,9000,117,,UNITED STATES,ALL PRODUCTION PRACTICES,MONTCALM,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,75,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, CENTRAL, OSCEOLA",50,,COUNTY,133,CROPS,26,1970,CENTRAL,9000,133,,UNITED STATES,ALL PRODUCTION PRACTICES,OSCEOLA,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,65,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, EAST CENTRAL, ARENAC",60,,COUNTY,011,CROPS,26,1970,EAST CENTRAL,9000,011,,UNITED STATES,ALL PRODUCTION PRACTICES,ARENAC,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,76,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, EAST CENTRAL, BAY",60,,COUNTY,017,CROPS,26,1970,EAST CENTRAL,9000,017,,UNITED STATES,ALL PRODUCTION PRACTICES,BAY,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,87,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, EAST CENTRAL, HURON",60,,COUNTY,063,CROPS,26,1970,EAST CENTRAL,9000,063,,UNITED STATES,ALL PRODUCTION PRACTICES,HURON,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,92,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, EAST CENTRAL, SAGINAW",60,,COUNTY,145,CROPS,26,1970,EAST CENTRAL,9000,145,,UNITED STATES,ALL PRODUCTION PRACTICES,SAGINAW,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,82,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, EAST CENTRAL, SANILAC",60,,COUNTY,151,CROPS,26,1970,EAST CENTRAL,9000,151,,UNITED STATES,ALL PRODUCTION PRACTICES,SANILAC,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,88.8,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, EAST CENTRAL, TUSCOLA",60,,COUNTY,157,CROPS,26,1970,EAST CENTRAL,9000,157,,UNITED STATES,ALL PRODUCTION PRACTICES,TUSCOLA,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,91,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHWEST, ALLEGAN",70,,COUNTY,005,CROPS,26,1970,SOUTHWEST,9000,005,,UNITED STATES,ALL PRODUCTION PRACTICES,ALLEGAN,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,74,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHWEST, BERRIEN",70,,COUNTY,021,CROPS,26,1970,SOUTHWEST,9000,021,,UNITED STATES,ALL PRODUCTION PRACTICES,BERRIEN,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,76,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHWEST, CASS",70,,COUNTY,027,CROPS,26,1970,SOUTHWEST,9000,027,,UNITED STATES,ALL PRODUCTION PRACTICES,CASS,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,73,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHWEST, KALAMAZOO",70,,COUNTY,077,CROPS,26,1970,SOUTHWEST,9000,077,,UNITED STATES,ALL PRODUCTION PRACTICES,KALAMAZOO,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,77,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHWEST, KENT",70,,COUNTY,081,CROPS,26,1970,SOUTHWEST,9000,081,,UNITED STATES,ALL PRODUCTION PRACTICES,KENT,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,76,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHWEST, OTTAWA",70,,COUNTY,139,CROPS,26,1970,SOUTHWEST,9000,139,,UNITED STATES,ALL PRODUCTION PRACTICES,OTTAWA,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,70,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTHWEST, VAN BUREN",70,,COUNTY,159,CROPS,26,1970,SOUTHWEST,9000,159,,UNITED STATES,ALL PRODUCTION PRACTICES,VAN BUREN,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,71,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTH CENTRAL, BARRY",80,,COUNTY,015,CROPS,26,1970,SOUTH CENTRAL,9000,015,,UNITED STATES,ALL PRODUCTION PRACTICES,BARRY,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,77,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTH CENTRAL, BRANCH",80,,COUNTY,023,CROPS,26,1970,SOUTH CENTRAL,9000,023,,UNITED STATES,ALL PRODUCTION PRACTICES,BRANCH,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,79,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTH CENTRAL, CALHOUN",80,,COUNTY,025,CROPS,26,1970,SOUTH CENTRAL,9000,025,,UNITED STATES,ALL PRODUCTION PRACTICES,CALHOUN,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,80,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTH CENTRAL, CLINTON",80,,COUNTY,037,CROPS,26,1970,SOUTH CENTRAL,9000,037,,UNITED STATES,ALL PRODUCTION PRACTICES,CLINTON,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,86,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTH CENTRAL, EATON",80,,COUNTY,045,CROPS,26,1970,SOUTH CENTRAL,9000,045,,UNITED STATES,ALL PRODUCTION PRACTICES,EATON,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,83,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",80,,COUNTY,059,CROPS,26,1970,SOUTH CENTRAL,9000,059,,UNITED STATES,ALL PRODUCTION PRACTICES,HILLSDALE,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,81,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTH CENTRAL, INGHAM",80,,COUNTY,065,CROPS,26,1970,SOUTH CENTRAL,9000,065,,UNITED STATES,ALL PRODUCTION PRACTICES,INGHAM,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,86,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTH CENTRAL, IONIA",80,,COUNTY,067,CROPS,26,1970,SOUTH CENTRAL,9000,067,,UNITED STATES,ALL PRODUCTION PRACTICES,IONIA,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,85,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
26,FIELD CROPS,,,GRAIN,"MICHIGAN, SOUTH CENTRAL, JACKSON",80,,COUNTY,075,CROPS,26,1970,SOUTH CENTRAL,9000,075,,UNITED STATES,ALL PRODUCTION PRACTICES,JACKSON,00000000,MI,CORN,TOTAL,2012-01-01 00:00:00.000,ALL CLASSES,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YIELD,SURVEY,82,,ANNUAL,BU / ACRE,00,,00,NOT SPECIFIED
