watershed_code,watershed_desc,year,freq_desc,short_desc,begin_code,load_time,country_code,state_alpha,class_desc,country_name,commodity_desc,Value,week_ending,county_ansi,prodn_practice_desc,end_code,asd_code,statisticcat_desc,CV (%),sector_desc,county_name,agg_level_desc,group_desc,region_desc,congr_district_code,asd_desc,unit_desc,reference_period_desc,domaincat_desc,location_desc,county_code,domain_desc,state_name,state_fips_code,source_desc,state_ansi,zip_5,util_practice_desc
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,71.3,,165,ALL PRODUCTION PRACTICES,00,20,YIELD,,CROPS,WEXFORD,COUNTY,FIELD CROPS,,,NORTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, NORTHWEST, WEXFORD",165,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,70,,001,ALL PRODUCTION PRACTICES,00,30,YIELD,,CROPS,ALCONA,COUNTY,FIELD CROPS,,,NORTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, NORTHEAST, ALCONA",001,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,85,,007,ALL PRODUCTION PRACTICES,00,30,YIELD,,CROPS,ALPENA,COUNTY,FIELD CROPS,,,NORTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, NORTHEAST, ALPENA",007,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,63,,031,ALL PRODUCTION PRACTICES,00,30,YIELD,,CROPS,CHEBOYGAN,COUNTY,FIELD CROPS,,,NORTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, NORTHEAST, CHEBOYGAN",031,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,76,,069,ALL PRODUCTION PRACTICES,00,30,YIELD,,CROPS,IOSCO,COUNTY,FIELD CROPS,,,NORTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, NORTHEAST, IOSCO",069,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,82,,119,ALL PRODUCTION PRACTICES,00,30,YIELD,,CROPS,MONTMORENCY,COUNTY,FIELD CROPS,,,NORTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, NORTHEAST, MONTMORENCY",119,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,76.1,,129,ALL PRODUCTION PRACTICES,00,30,YIELD,,CROPS,OGEMAW,COUNTY,FIELD CROPS,,,NORTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, NORTHEAST, OGEMAW",129,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,75,,135,ALL PRODUCTION PRACTICES,00,30,YIELD,,CROPS,OSCODA,COUNTY,FIELD CROPS,,,NORTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, NORTHEAST, OSCODA",135,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,80,,137,ALL PRODUCTION PRACTICES,00,30,YIELD,,CROPS,OTSEGO,COUNTY,FIELD CROPS,,,NORTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, NORTHEAST, OTSEGO",137,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,62,,141,ALL PRODUCTION PRACTICES,00,30,YIELD,,CROPS,PRESQUE ISLE,COUNTY,FIELD CROPS,,,NORTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, NORTHEAST, PRESQUE ISLE",141,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,55,,085,ALL PRODUCTION PRACTICES,00,40,YIELD,,CROPS,LAKE,COUNTY,FIELD CROPS,,,WEST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, WEST CENTRAL, LAKE",085,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,70,,105,ALL PRODUCTION PRACTICES,00,40,YIELD,,CROPS,MASON,COUNTY,FIELD CROPS,,,WEST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, WEST CENTRAL, MASON",105,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,75.8,,121,ALL PRODUCTION PRACTICES,00,40,YIELD,,CROPS,MUSKEGON,COUNTY,FIELD CROPS,,,WEST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, WEST CENTRAL, MUSKEGON",121,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,63,,123,ALL PRODUCTION PRACTICES,00,40,YIELD,,CROPS,NEWAYGO,COUNTY,FIELD CROPS,,,WEST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, WEST CENTRAL, NEWAYGO",123,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,66.9,,127,ALL PRODUCTION PRACTICES,00,40,YIELD,,CROPS,OCEANA,COUNTY,FIELD CROPS,,,WEST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, WEST CENTRAL, OCEANA",127,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,60,,035,ALL PRODUCTION PRACTICES,00,50,YIELD,,CROPS,CLARE,COUNTY,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, CLARE",035,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,73.1,,051,ALL PRODUCTION PRACTICES,00,50,YIELD,,CROPS,GLADWIN,COUNTY,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, GLADWIN",051,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,87,,057,ALL PRODUCTION PRACTICES,00,50,YIELD,,CROPS,GRATIOT,COUNTY,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, GRATIOT",057,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,74.7,,073,ALL PRODUCTION PRACTICES,00,50,YIELD,,CROPS,ISABELLA,COUNTY,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, ISABELLA",073,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,65,,107,ALL PRODUCTION PRACTICES,00,50,YIELD,,CROPS,MECOSTA,COUNTY,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, MECOSTA",107,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,78,,111,ALL PRODUCTION PRACTICES,00,50,YIELD,,CROPS,MIDLAND,COUNTY,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, MIDLAND",111,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,62,,117,ALL PRODUCTION PRACTICES,00,50,YIELD,,CROPS,MONTCALM,COUNTY,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, MONTCALM",117,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,50,,133,ALL PRODUCTION PRACTICES,00,50,YIELD,,CROPS,OSCEOLA,COUNTY,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, OSCEOLA",133,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,84.1,,011,ALL PRODUCTION PRACTICES,00,60,YIELD,,CROPS,ARENAC,COUNTY,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, ARENAC",011,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,73,,017,ALL PRODUCTION PRACTICES,00,60,YIELD,,CROPS,BAY,COUNTY,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, BAY",017,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,71,,063,ALL PRODUCTION PRACTICES,00,60,YIELD,,CROPS,HURON,COUNTY,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, HURON",063,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,77.5,,145,ALL PRODUCTION PRACTICES,00,60,YIELD,,CROPS,SAGINAW,COUNTY,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, SAGINAW",145,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,67,,151,ALL PRODUCTION PRACTICES,00,60,YIELD,,CROPS,SANILAC,COUNTY,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, SANILAC",151,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,78,,157,ALL PRODUCTION PRACTICES,00,60,YIELD,,CROPS,TUSCOLA,COUNTY,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, TUSCOLA",157,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,81,,005,ALL PRODUCTION PRACTICES,00,70,YIELD,,CROPS,ALLEGAN,COUNTY,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, ALLEGAN",005,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,80,,021,ALL PRODUCTION PRACTICES,00,70,YIELD,,CROPS,BERRIEN,COUNTY,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, BERRIEN",021,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,73,,027,ALL PRODUCTION PRACTICES,00,70,YIELD,,CROPS,CASS,COUNTY,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, CASS",027,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,71,,077,ALL PRODUCTION PRACTICES,00,70,YIELD,,CROPS,KALAMAZOO,COUNTY,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, KALAMAZOO",077,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,72,,081,ALL PRODUCTION PRACTICES,00,70,YIELD,,CROPS,KENT,COUNTY,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, KENT",081,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,71,,139,ALL PRODUCTION PRACTICES,00,70,YIELD,,CROPS,OTTAWA,COUNTY,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, OTTAWA",139,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,84,,159,ALL PRODUCTION PRACTICES,00,70,YIELD,,CROPS,VAN BUREN,COUNTY,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, VAN BUREN",159,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,80,,015,ALL PRODUCTION PRACTICES,00,80,YIELD,,CROPS,BARRY,COUNTY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, BARRY",015,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,77,,023,ALL PRODUCTION PRACTICES,00,80,YIELD,,CROPS,BRANCH,COUNTY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, BRANCH",023,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,81,,025,ALL PRODUCTION PRACTICES,00,80,YIELD,,CROPS,CALHOUN,COUNTY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, CALHOUN",025,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,90,,037,ALL PRODUCTION PRACTICES,00,80,YIELD,,CROPS,CLINTON,COUNTY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, CLINTON",037,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,77,,045,ALL PRODUCTION PRACTICES,00,80,YIELD,,CROPS,EATON,COUNTY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, EATON",045,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,79,,059,ALL PRODUCTION PRACTICES,00,80,YIELD,,CROPS,HILLSDALE,COUNTY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",059,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,79.9,,065,ALL PRODUCTION PRACTICES,00,80,YIELD,,CROPS,INGHAM,COUNTY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, INGHAM",065,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,83,,067,ALL PRODUCTION PRACTICES,00,80,YIELD,,CROPS,IONIA,COUNTY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, IONIA",067,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
00000000,,1968,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,2012-01-01 00:00:00.000,9000,MI,ALL CLASSES,UNITED STATES,CORN,75,,075,ALL PRODUCTION PRACTICES,00,80,YIELD,,CROPS,JACKSON,COUNTY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, JACKSON",075,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
