watershed_desc,watershed_code,year,short_desc,freq_desc,load_time,begin_code,country_code,state_alpha,class_desc,country_name,commodity_desc,Value,week_ending,prodn_practice_desc,county_ansi,end_code,asd_code,statisticcat_desc,CV (%),sector_desc,agg_level_desc,county_name,group_desc,region_desc,congr_district_code,asd_desc,unit_desc,reference_period_desc,domaincat_desc,location_desc,county_code,domain_desc,state_name,state_fips_code,source_desc,state_ansi,zip_5,util_practice_desc
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,128.3,,ALL PRODUCTION PRACTICES,121,00,40,YIELD,,CROPS,COUNTY,MUSKEGON,FIELD CROPS,,,WEST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, WEST CENTRAL, MUSKEGON",121,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,115.7,,ALL PRODUCTION PRACTICES,123,00,40,YIELD,,CROPS,COUNTY,NEWAYGO,FIELD CROPS,,,WEST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, WEST CENTRAL, NEWAYGO",123,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,130.3,,ALL PRODUCTION PRACTICES,127,00,40,YIELD,,CROPS,COUNTY,OCEANA,FIELD CROPS,,,WEST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, WEST CENTRAL, OCEANA",127,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,117.5,,ALL PRODUCTION PRACTICES,,00,50,YIELD,,CROPS,COUNTY,OTHER (COMBINED) COUNTIES,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",998,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,123.2,,ALL PRODUCTION PRACTICES,051,00,50,YIELD,,CROPS,COUNTY,GLADWIN,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, GLADWIN",051,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,146.9,,ALL PRODUCTION PRACTICES,057,00,50,YIELD,,CROPS,COUNTY,GRATIOT,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, GRATIOT",057,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,145.2,,ALL PRODUCTION PRACTICES,073,00,50,YIELD,,CROPS,COUNTY,ISABELLA,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, ISABELLA",073,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,133.9,,ALL PRODUCTION PRACTICES,107,00,50,YIELD,,CROPS,COUNTY,MECOSTA,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, MECOSTA",107,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,151,,ALL PRODUCTION PRACTICES,111,00,50,YIELD,,CROPS,COUNTY,MIDLAND,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, MIDLAND",111,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,143.1,,ALL PRODUCTION PRACTICES,117,00,50,YIELD,,CROPS,COUNTY,MONTCALM,FIELD CROPS,,,CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, CENTRAL, MONTCALM",117,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,127.7,,ALL PRODUCTION PRACTICES,011,00,60,YIELD,,CROPS,COUNTY,ARENAC,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, ARENAC",011,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,145.6,,ALL PRODUCTION PRACTICES,017,00,60,YIELD,,CROPS,COUNTY,BAY,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, BAY",017,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,172.4,,ALL PRODUCTION PRACTICES,063,00,60,YIELD,,CROPS,COUNTY,HURON,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, HURON",063,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,147.4,,ALL PRODUCTION PRACTICES,145,00,60,YIELD,,CROPS,COUNTY,SAGINAW,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, SAGINAW",145,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,172.2,,ALL PRODUCTION PRACTICES,151,00,60,YIELD,,CROPS,COUNTY,SANILAC,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, SANILAC",151,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,157.1,,ALL PRODUCTION PRACTICES,157,00,60,YIELD,,CROPS,COUNTY,TUSCOLA,FIELD CROPS,,,EAST CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, EAST CENTRAL, TUSCOLA",157,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,156.7,,ALL PRODUCTION PRACTICES,005,00,70,YIELD,,CROPS,COUNTY,ALLEGAN,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, ALLEGAN",005,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,151.5,,ALL PRODUCTION PRACTICES,021,00,70,YIELD,,CROPS,COUNTY,BERRIEN,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, BERRIEN",021,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,160.8,,ALL PRODUCTION PRACTICES,027,00,70,YIELD,,CROPS,COUNTY,CASS,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, CASS",027,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,178.8,,ALL PRODUCTION PRACTICES,077,00,70,YIELD,,CROPS,COUNTY,KALAMAZOO,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, KALAMAZOO",077,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,154.2,,ALL PRODUCTION PRACTICES,081,00,70,YIELD,,CROPS,COUNTY,KENT,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, KENT",081,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,145.9,,ALL PRODUCTION PRACTICES,139,00,70,YIELD,,CROPS,COUNTY,OTTAWA,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, OTTAWA",139,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,156.5,,ALL PRODUCTION PRACTICES,159,00,70,YIELD,,CROPS,COUNTY,VAN BUREN,FIELD CROPS,,,SOUTHWEST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHWEST, VAN BUREN",159,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,165,,ALL PRODUCTION PRACTICES,015,00,80,YIELD,,CROPS,COUNTY,BARRY,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, BARRY",015,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,164.1,,ALL PRODUCTION PRACTICES,023,00,80,YIELD,,CROPS,COUNTY,BRANCH,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, BRANCH",023,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,155.8,,ALL PRODUCTION PRACTICES,025,00,80,YIELD,,CROPS,COUNTY,CALHOUN,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, CALHOUN",025,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,140.2,,ALL PRODUCTION PRACTICES,037,00,80,YIELD,,CROPS,COUNTY,CLINTON,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, CLINTON",037,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,170.8,,ALL PRODUCTION PRACTICES,045,00,80,YIELD,,CROPS,COUNTY,EATON,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, EATON",045,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,168.7,,ALL PRODUCTION PRACTICES,059,00,80,YIELD,,CROPS,COUNTY,HILLSDALE,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",059,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,161.5,,ALL PRODUCTION PRACTICES,065,00,80,YIELD,,CROPS,COUNTY,INGHAM,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, INGHAM",065,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,163,,ALL PRODUCTION PRACTICES,067,00,80,YIELD,,CROPS,COUNTY,IONIA,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, IONIA",067,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,156.4,,ALL PRODUCTION PRACTICES,075,00,80,YIELD,,CROPS,COUNTY,JACKSON,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, JACKSON",075,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,157,,ALL PRODUCTION PRACTICES,149,00,80,YIELD,,CROPS,COUNTY,ST JOSEPH,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",149,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,155.5,,ALL PRODUCTION PRACTICES,155,00,80,YIELD,,CROPS,COUNTY,SHIAWASSEE,FIELD CROPS,,,SOUTH CENTRAL,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",155,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,141.3,,ALL PRODUCTION PRACTICES,049,00,90,YIELD,,CROPS,COUNTY,GENESEE,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, GENESEE",049,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,150.7,,ALL PRODUCTION PRACTICES,087,00,90,YIELD,,CROPS,COUNTY,LAPEER,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, LAPEER",087,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,181.5,,ALL PRODUCTION PRACTICES,091,00,90,YIELD,,CROPS,COUNTY,LENAWEE,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, LENAWEE",091,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,153.2,,ALL PRODUCTION PRACTICES,093,00,90,YIELD,,CROPS,COUNTY,LIVINGSTON,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, LIVINGSTON",093,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,152.5,,ALL PRODUCTION PRACTICES,099,00,90,YIELD,,CROPS,COUNTY,MACOMB,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, MACOMB",099,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,152.8,,ALL PRODUCTION PRACTICES,115,00,90,YIELD,,CROPS,COUNTY,MONROE,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, MONROE",115,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,153.3,,ALL PRODUCTION PRACTICES,125,00,90,YIELD,,CROPS,COUNTY,OAKLAND,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, OAKLAND",125,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,151.5,,ALL PRODUCTION PRACTICES,147,00,90,YIELD,,CROPS,COUNTY,ST CLAIR,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, ST CLAIR",147,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,155.7,,ALL PRODUCTION PRACTICES,161,00,90,YIELD,,CROPS,COUNTY,WASHTENAW,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, WASHTENAW",161,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
,00000000,2013,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,2015-02-19 15:38:52.000,00,9000,MI,ALL CLASSES,UNITED STATES,CORN,130,,ALL PRODUCTION PRACTICES,163,00,90,YIELD,,CROPS,COUNTY,WAYNE,FIELD CROPS,,,SOUTHEAST,BU / ACRE,YEAR,NOT SPECIFIED,"MICHIGAN, SOUTHEAST, WAYNE",163,TOTAL,MICHIGAN,26,SURVEY,26,,GRAIN
