zip_5,group_desc,region_desc,state_ansi,util_practice_desc,location_desc,asd_code,country_code,state_fips_code,sector_desc,year,county_code,week_ending,agg_level_desc,asd_desc,country_name,watershed_desc,county_name,prodn_practice_desc,county_ansi,class_desc,load_time,short_desc,state_name,reference_period_desc,state_alpha,watershed_code,commodity_desc,domain_desc,congr_district_code,freq_desc,unit_desc,statisticcat_desc,Value,source_desc,CV (%),end_code,domaincat_desc,begin_code
,FIELD CROPS,,26,GRAIN,"MICHIGAN, UPPER PENINSULA, MACKINAC",10,9000,26,CROPS,1975,097,,COUNTY,UPPER PENINSULA,UNITED STATES,,MACKINAC,ALL PRODUCTION PRACTICES,097,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,48.2,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, UPPER PENINSULA, MARQUETTE",10,9000,26,CROPS,1975,103,,COUNTY,UPPER PENINSULA,UNITED STATES,,MARQUETTE,ALL PRODUCTION PRACTICES,103,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,48.4,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, UPPER PENINSULA, MENOMINEE",10,9000,26,CROPS,1975,109,,COUNTY,UPPER PENINSULA,UNITED STATES,,MENOMINEE,ALL PRODUCTION PRACTICES,109,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,46.7,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, UPPER PENINSULA, ONTONAGON",10,9000,26,CROPS,1975,131,,COUNTY,UPPER PENINSULA,UNITED STATES,,ONTONAGON,ALL PRODUCTION PRACTICES,131,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,48.3,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, UPPER PENINSULA, SCHOOLCRAFT",10,9000,26,CROPS,1975,153,,COUNTY,UPPER PENINSULA,UNITED STATES,,SCHOOLCRAFT,ALL PRODUCTION PRACTICES,153,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,60,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHWEST, ANTRIM",20,9000,26,CROPS,1975,009,,COUNTY,NORTHWEST,UNITED STATES,,ANTRIM,ALL PRODUCTION PRACTICES,009,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,69.7,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHWEST, BENZIE",20,9000,26,CROPS,1975,019,,COUNTY,NORTHWEST,UNITED STATES,,BENZIE,ALL PRODUCTION PRACTICES,019,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,69,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHWEST, CHARLEVOIX",20,9000,26,CROPS,1975,029,,COUNTY,NORTHWEST,UNITED STATES,,CHARLEVOIX,ALL PRODUCTION PRACTICES,029,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,72.1,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHWEST, EMMET",20,9000,26,CROPS,1975,047,,COUNTY,NORTHWEST,UNITED STATES,,EMMET,ALL PRODUCTION PRACTICES,047,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,76.5,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHWEST, GRAND TRAVERSE",20,9000,26,CROPS,1975,055,,COUNTY,NORTHWEST,UNITED STATES,,GRAND TRAVERSE,ALL PRODUCTION PRACTICES,055,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,78.1,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHWEST, KALKASKA",20,9000,26,CROPS,1975,079,,COUNTY,NORTHWEST,UNITED STATES,,KALKASKA,ALL PRODUCTION PRACTICES,079,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,71,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHWEST, LEELANAU",20,9000,26,CROPS,1975,089,,COUNTY,NORTHWEST,UNITED STATES,,LEELANAU,ALL PRODUCTION PRACTICES,089,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,63.6,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHWEST, MANISTEE",20,9000,26,CROPS,1975,101,,COUNTY,NORTHWEST,UNITED STATES,,MANISTEE,ALL PRODUCTION PRACTICES,101,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,54.8,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHWEST, MISSAUKEE",20,9000,26,CROPS,1975,113,,COUNTY,NORTHWEST,UNITED STATES,,MISSAUKEE,ALL PRODUCTION PRACTICES,113,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,81.3,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHWEST, WEXFORD",20,9000,26,CROPS,1975,165,,COUNTY,NORTHWEST,UNITED STATES,,WEXFORD,ALL PRODUCTION PRACTICES,165,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,67,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHEAST, ALCONA",30,9000,26,CROPS,1975,001,,COUNTY,NORTHEAST,UNITED STATES,,ALCONA,ALL PRODUCTION PRACTICES,001,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,83,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHEAST, ALPENA",30,9000,26,CROPS,1975,007,,COUNTY,NORTHEAST,UNITED STATES,,ALPENA,ALL PRODUCTION PRACTICES,007,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,73.1,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHEAST, CHEBOYGAN",30,9000,26,CROPS,1975,031,,COUNTY,NORTHEAST,UNITED STATES,,CHEBOYGAN,ALL PRODUCTION PRACTICES,031,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,66.4,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHEAST, IOSCO",30,9000,26,CROPS,1975,069,,COUNTY,NORTHEAST,UNITED STATES,,IOSCO,ALL PRODUCTION PRACTICES,069,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,81.5,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHEAST, MONTMORENCY",30,9000,26,CROPS,1975,119,,COUNTY,NORTHEAST,UNITED STATES,,MONTMORENCY,ALL PRODUCTION PRACTICES,119,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,56.5,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHEAST, OGEMAW",30,9000,26,CROPS,1975,129,,COUNTY,NORTHEAST,UNITED STATES,,OGEMAW,ALL PRODUCTION PRACTICES,129,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,80.7,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHEAST, OSCODA",30,9000,26,CROPS,1975,135,,COUNTY,NORTHEAST,UNITED STATES,,OSCODA,ALL PRODUCTION PRACTICES,135,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,70.4,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHEAST, OTSEGO",30,9000,26,CROPS,1975,137,,COUNTY,NORTHEAST,UNITED STATES,,OTSEGO,ALL PRODUCTION PRACTICES,137,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,75.9,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, NORTHEAST, PRESQUE ISLE",30,9000,26,CROPS,1975,141,,COUNTY,NORTHEAST,UNITED STATES,,PRESQUE ISLE,ALL PRODUCTION PRACTICES,141,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,70.5,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, WEST CENTRAL, LAKE",40,9000,26,CROPS,1975,085,,COUNTY,WEST CENTRAL,UNITED STATES,,LAKE,ALL PRODUCTION PRACTICES,085,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,51.2,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, WEST CENTRAL, MASON",40,9000,26,CROPS,1975,105,,COUNTY,WEST CENTRAL,UNITED STATES,,MASON,ALL PRODUCTION PRACTICES,105,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,61.8,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, WEST CENTRAL, MUSKEGON",40,9000,26,CROPS,1975,121,,COUNTY,WEST CENTRAL,UNITED STATES,,MUSKEGON,ALL PRODUCTION PRACTICES,121,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,65.8,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, WEST CENTRAL, NEWAYGO",40,9000,26,CROPS,1975,123,,COUNTY,WEST CENTRAL,UNITED STATES,,NEWAYGO,ALL PRODUCTION PRACTICES,123,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,50.5,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, WEST CENTRAL, OCEANA",40,9000,26,CROPS,1975,127,,COUNTY,WEST CENTRAL,UNITED STATES,,OCEANA,ALL PRODUCTION PRACTICES,127,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,64.1,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, CENTRAL, CLARE",50,9000,26,CROPS,1975,035,,COUNTY,CENTRAL,UNITED STATES,,CLARE,ALL PRODUCTION PRACTICES,035,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,64.2,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, CENTRAL, GLADWIN",50,9000,26,CROPS,1975,051,,COUNTY,CENTRAL,UNITED STATES,,GLADWIN,ALL PRODUCTION PRACTICES,051,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,69.7,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, CENTRAL, GRATIOT",50,9000,26,CROPS,1975,057,,COUNTY,CENTRAL,UNITED STATES,,GRATIOT,ALL PRODUCTION PRACTICES,057,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,84.2,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, CENTRAL, ISABELLA",50,9000,26,CROPS,1975,073,,COUNTY,CENTRAL,UNITED STATES,,ISABELLA,ALL PRODUCTION PRACTICES,073,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,74.3,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, CENTRAL, MECOSTA",50,9000,26,CROPS,1975,107,,COUNTY,CENTRAL,UNITED STATES,,MECOSTA,ALL PRODUCTION PRACTICES,107,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,61.8,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, CENTRAL, MIDLAND",50,9000,26,CROPS,1975,111,,COUNTY,CENTRAL,UNITED STATES,,MIDLAND,ALL PRODUCTION PRACTICES,111,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,80.7,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, CENTRAL, MONTCALM",50,9000,26,CROPS,1975,117,,COUNTY,CENTRAL,UNITED STATES,,MONTCALM,ALL PRODUCTION PRACTICES,117,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,76.4,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, CENTRAL, OSCEOLA",50,9000,26,CROPS,1975,133,,COUNTY,CENTRAL,UNITED STATES,,OSCEOLA,ALL PRODUCTION PRACTICES,133,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,77.6,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, EAST CENTRAL, ARENAC",60,9000,26,CROPS,1975,011,,COUNTY,EAST CENTRAL,UNITED STATES,,ARENAC,ALL PRODUCTION PRACTICES,011,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,88,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, EAST CENTRAL, BAY",60,9000,26,CROPS,1975,017,,COUNTY,EAST CENTRAL,UNITED STATES,,BAY,ALL PRODUCTION PRACTICES,017,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,87.5,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, EAST CENTRAL, HURON",60,9000,26,CROPS,1975,063,,COUNTY,EAST CENTRAL,UNITED STATES,,HURON,ALL PRODUCTION PRACTICES,063,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,87.5,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, EAST CENTRAL, SAGINAW",60,9000,26,CROPS,1975,145,,COUNTY,EAST CENTRAL,UNITED STATES,,SAGINAW,ALL PRODUCTION PRACTICES,145,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,81.1,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, EAST CENTRAL, SANILAC",60,9000,26,CROPS,1975,151,,COUNTY,EAST CENTRAL,UNITED STATES,,SANILAC,ALL PRODUCTION PRACTICES,151,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,87.2,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, EAST CENTRAL, TUSCOLA",60,9000,26,CROPS,1975,157,,COUNTY,EAST CENTRAL,UNITED STATES,,TUSCOLA,ALL PRODUCTION PRACTICES,157,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,86.3,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHWEST, ALLEGAN",70,9000,26,CROPS,1975,005,,COUNTY,SOUTHWEST,UNITED STATES,,ALLEGAN,ALL PRODUCTION PRACTICES,005,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,85.1,SURVEY,,00,NOT SPECIFIED,00
,FIELD CROPS,,26,GRAIN,"MICHIGAN, SOUTHWEST, BERRIEN",70,9000,26,CROPS,1975,021,,COUNTY,SOUTHWEST,UNITED STATES,,BERRIEN,ALL PRODUCTION PRACTICES,021,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,MI,00000000,CORN,TOTAL,,ANNUAL,BU / ACRE,YIELD,80.6,SURVEY,,00,NOT SPECIFIED,00
