commodity_desc,domain_desc,watershed_code,state_alpha,reference_period_desc,state_name,short_desc,load_time,class_desc,county_ansi,prodn_practice_desc,county_name,watershed_desc,country_name,begin_code,domaincat_desc,end_code,CV (%),Value,source_desc,statisticcat_desc,unit_desc,freq_desc,congr_district_code,location_desc,util_practice_desc,state_ansi,region_desc,zip_5,group_desc,asd_desc,county_code,week_ending,agg_level_desc,year,sector_desc,state_fips_code,country_code,asd_code
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,109,ALL PRODUCTION PRACTICES,MENOMINEE,,UNITED STATES,00,NOT SPECIFIED,00,,83.1,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, UPPER PENINSULA, MENOMINEE",GRAIN,26,,,FIELD CROPS,UPPER PENINSULA,109,,COUNTY,1982,CROPS,26,9000,10
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,131,ALL PRODUCTION PRACTICES,ONTONAGON,,UNITED STATES,00,NOT SPECIFIED,00,,80,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, UPPER PENINSULA, ONTONAGON",GRAIN,26,,,FIELD CROPS,UPPER PENINSULA,131,,COUNTY,1982,CROPS,26,9000,10
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,153,ALL PRODUCTION PRACTICES,SCHOOLCRAFT,,UNITED STATES,00,NOT SPECIFIED,00,,81.4,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, UPPER PENINSULA, SCHOOLCRAFT",GRAIN,26,,,FIELD CROPS,UPPER PENINSULA,153,,COUNTY,1982,CROPS,26,9000,10
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,009,ALL PRODUCTION PRACTICES,ANTRIM,,UNITED STATES,00,NOT SPECIFIED,00,,88.8,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHWEST, ANTRIM",GRAIN,26,,,FIELD CROPS,NORTHWEST,009,,COUNTY,1982,CROPS,26,9000,20
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,019,ALL PRODUCTION PRACTICES,BENZIE,,UNITED STATES,00,NOT SPECIFIED,00,,90.4,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHWEST, BENZIE",GRAIN,26,,,FIELD CROPS,NORTHWEST,019,,COUNTY,1982,CROPS,26,9000,20
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,029,ALL PRODUCTION PRACTICES,CHARLEVOIX,,UNITED STATES,00,NOT SPECIFIED,00,,80.3,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHWEST, CHARLEVOIX",GRAIN,26,,,FIELD CROPS,NORTHWEST,029,,COUNTY,1982,CROPS,26,9000,20
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,047,ALL PRODUCTION PRACTICES,EMMET,,UNITED STATES,00,NOT SPECIFIED,00,,82.9,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHWEST, EMMET",GRAIN,26,,,FIELD CROPS,NORTHWEST,047,,COUNTY,1982,CROPS,26,9000,20
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,055,ALL PRODUCTION PRACTICES,GRAND TRAVERSE,,UNITED STATES,00,NOT SPECIFIED,00,,75.1,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHWEST, GRAND TRAVERSE",GRAIN,26,,,FIELD CROPS,NORTHWEST,055,,COUNTY,1982,CROPS,26,9000,20
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,079,ALL PRODUCTION PRACTICES,KALKASKA,,UNITED STATES,00,NOT SPECIFIED,00,,70.3,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHWEST, KALKASKA",GRAIN,26,,,FIELD CROPS,NORTHWEST,079,,COUNTY,1982,CROPS,26,9000,20
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,089,ALL PRODUCTION PRACTICES,LEELANAU,,UNITED STATES,00,NOT SPECIFIED,00,,91,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHWEST, LEELANAU",GRAIN,26,,,FIELD CROPS,NORTHWEST,089,,COUNTY,1982,CROPS,26,9000,20
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,101,ALL PRODUCTION PRACTICES,MANISTEE,,UNITED STATES,00,NOT SPECIFIED,00,,72.2,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHWEST, MANISTEE",GRAIN,26,,,FIELD CROPS,NORTHWEST,101,,COUNTY,1982,CROPS,26,9000,20
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,113,ALL PRODUCTION PRACTICES,MISSAUKEE,,UNITED STATES,00,NOT SPECIFIED,00,,90.1,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHWEST, MISSAUKEE",GRAIN,26,,,FIELD CROPS,NORTHWEST,113,,COUNTY,1982,CROPS,26,9000,20
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,165,ALL PRODUCTION PRACTICES,WEXFORD,,UNITED STATES,00,NOT SPECIFIED,00,,75.1,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHWEST, WEXFORD",GRAIN,26,,,FIELD CROPS,NORTHWEST,165,,COUNTY,1982,CROPS,26,9000,20
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,001,ALL PRODUCTION PRACTICES,ALCONA,,UNITED STATES,00,NOT SPECIFIED,00,,80,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHEAST, ALCONA",GRAIN,26,,,FIELD CROPS,NORTHEAST,001,,COUNTY,1982,CROPS,26,9000,30
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,007,ALL PRODUCTION PRACTICES,ALPENA,,UNITED STATES,00,NOT SPECIFIED,00,,72.9,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHEAST, ALPENA",GRAIN,26,,,FIELD CROPS,NORTHEAST,007,,COUNTY,1982,CROPS,26,9000,30
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,031,ALL PRODUCTION PRACTICES,CHEBOYGAN,,UNITED STATES,00,NOT SPECIFIED,00,,80.5,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHEAST, CHEBOYGAN",GRAIN,26,,,FIELD CROPS,NORTHEAST,031,,COUNTY,1982,CROPS,26,9000,30
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,069,ALL PRODUCTION PRACTICES,IOSCO,,UNITED STATES,00,NOT SPECIFIED,00,,77.3,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHEAST, IOSCO",GRAIN,26,,,FIELD CROPS,NORTHEAST,069,,COUNTY,1982,CROPS,26,9000,30
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,119,ALL PRODUCTION PRACTICES,MONTMORENCY,,UNITED STATES,00,NOT SPECIFIED,00,,69.3,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHEAST, MONTMORENCY",GRAIN,26,,,FIELD CROPS,NORTHEAST,119,,COUNTY,1982,CROPS,26,9000,30
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,129,ALL PRODUCTION PRACTICES,OGEMAW,,UNITED STATES,00,NOT SPECIFIED,00,,76.8,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHEAST, OGEMAW",GRAIN,26,,,FIELD CROPS,NORTHEAST,129,,COUNTY,1982,CROPS,26,9000,30
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,135,ALL PRODUCTION PRACTICES,OSCODA,,UNITED STATES,00,NOT SPECIFIED,00,,85.3,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHEAST, OSCODA",GRAIN,26,,,FIELD CROPS,NORTHEAST,135,,COUNTY,1982,CROPS,26,9000,30
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,137,ALL PRODUCTION PRACTICES,OTSEGO,,UNITED STATES,00,NOT SPECIFIED,00,,70.7,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHEAST, OTSEGO",GRAIN,26,,,FIELD CROPS,NORTHEAST,137,,COUNTY,1982,CROPS,26,9000,30
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,141,ALL PRODUCTION PRACTICES,PRESQUE ISLE,,UNITED STATES,00,NOT SPECIFIED,00,,77,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHEAST, PRESQUE ISLE",GRAIN,26,,,FIELD CROPS,NORTHEAST,141,,COUNTY,1982,CROPS,26,9000,30
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,143,ALL PRODUCTION PRACTICES,ROSCOMMON,,UNITED STATES,00,NOT SPECIFIED,00,,74,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, NORTHEAST, ROSCOMMON",GRAIN,26,,,FIELD CROPS,NORTHEAST,143,,COUNTY,1982,CROPS,26,9000,30
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,085,ALL PRODUCTION PRACTICES,LAKE,,UNITED STATES,00,NOT SPECIFIED,00,,80,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, WEST CENTRAL, LAKE",GRAIN,26,,,FIELD CROPS,WEST CENTRAL,085,,COUNTY,1982,CROPS,26,9000,40
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,105,ALL PRODUCTION PRACTICES,MASON,,UNITED STATES,00,NOT SPECIFIED,00,,90.1,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, WEST CENTRAL, MASON",GRAIN,26,,,FIELD CROPS,WEST CENTRAL,105,,COUNTY,1982,CROPS,26,9000,40
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,121,ALL PRODUCTION PRACTICES,MUSKEGON,,UNITED STATES,00,NOT SPECIFIED,00,,82.5,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, WEST CENTRAL, MUSKEGON",GRAIN,26,,,FIELD CROPS,WEST CENTRAL,121,,COUNTY,1982,CROPS,26,9000,40
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,123,ALL PRODUCTION PRACTICES,NEWAYGO,,UNITED STATES,00,NOT SPECIFIED,00,,95.2,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, WEST CENTRAL, NEWAYGO",GRAIN,26,,,FIELD CROPS,WEST CENTRAL,123,,COUNTY,1982,CROPS,26,9000,40
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,127,ALL PRODUCTION PRACTICES,OCEANA,,UNITED STATES,00,NOT SPECIFIED,00,,88.8,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, WEST CENTRAL, OCEANA",GRAIN,26,,,FIELD CROPS,WEST CENTRAL,127,,COUNTY,1982,CROPS,26,9000,40
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,035,ALL PRODUCTION PRACTICES,CLARE,,UNITED STATES,00,NOT SPECIFIED,00,,81.6,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, CENTRAL, CLARE",GRAIN,26,,,FIELD CROPS,CENTRAL,035,,COUNTY,1982,CROPS,26,9000,50
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,051,ALL PRODUCTION PRACTICES,GLADWIN,,UNITED STATES,00,NOT SPECIFIED,00,,80.1,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, CENTRAL, GLADWIN",GRAIN,26,,,FIELD CROPS,CENTRAL,051,,COUNTY,1982,CROPS,26,9000,50
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,057,ALL PRODUCTION PRACTICES,GRATIOT,,UNITED STATES,00,NOT SPECIFIED,00,,125.3,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, CENTRAL, GRATIOT",GRAIN,26,,,FIELD CROPS,CENTRAL,057,,COUNTY,1982,CROPS,26,9000,50
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,073,ALL PRODUCTION PRACTICES,ISABELLA,,UNITED STATES,00,NOT SPECIFIED,00,,90.1,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, CENTRAL, ISABELLA",GRAIN,26,,,FIELD CROPS,CENTRAL,073,,COUNTY,1982,CROPS,26,9000,50
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,107,ALL PRODUCTION PRACTICES,MECOSTA,,UNITED STATES,00,NOT SPECIFIED,00,,90.3,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, CENTRAL, MECOSTA",GRAIN,26,,,FIELD CROPS,CENTRAL,107,,COUNTY,1982,CROPS,26,9000,50
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,111,ALL PRODUCTION PRACTICES,MIDLAND,,UNITED STATES,00,NOT SPECIFIED,00,,112.1,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, CENTRAL, MIDLAND",GRAIN,26,,,FIELD CROPS,CENTRAL,111,,COUNTY,1982,CROPS,26,9000,50
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,117,ALL PRODUCTION PRACTICES,MONTCALM,,UNITED STATES,00,NOT SPECIFIED,00,,98.2,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, CENTRAL, MONTCALM",GRAIN,26,,,FIELD CROPS,CENTRAL,117,,COUNTY,1982,CROPS,26,9000,50
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,133,ALL PRODUCTION PRACTICES,OSCEOLA,,UNITED STATES,00,NOT SPECIFIED,00,,85.2,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, CENTRAL, OSCEOLA",GRAIN,26,,,FIELD CROPS,CENTRAL,133,,COUNTY,1982,CROPS,26,9000,50
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,011,ALL PRODUCTION PRACTICES,ARENAC,,UNITED STATES,00,NOT SPECIFIED,00,,98.4,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, EAST CENTRAL, ARENAC",GRAIN,26,,,FIELD CROPS,EAST CENTRAL,011,,COUNTY,1982,CROPS,26,9000,60
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,017,ALL PRODUCTION PRACTICES,BAY,,UNITED STATES,00,NOT SPECIFIED,00,,115.8,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, EAST CENTRAL, BAY",GRAIN,26,,,FIELD CROPS,EAST CENTRAL,017,,COUNTY,1982,CROPS,26,9000,60
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,063,ALL PRODUCTION PRACTICES,HURON,,UNITED STATES,00,NOT SPECIFIED,00,,113.2,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, EAST CENTRAL, HURON",GRAIN,26,,,FIELD CROPS,EAST CENTRAL,063,,COUNTY,1982,CROPS,26,9000,60
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,145,ALL PRODUCTION PRACTICES,SAGINAW,,UNITED STATES,00,NOT SPECIFIED,00,,123.7,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, EAST CENTRAL, SAGINAW",GRAIN,26,,,FIELD CROPS,EAST CENTRAL,145,,COUNTY,1982,CROPS,26,9000,60
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,151,ALL PRODUCTION PRACTICES,SANILAC,,UNITED STATES,00,NOT SPECIFIED,00,,103.6,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, EAST CENTRAL, SANILAC",GRAIN,26,,,FIELD CROPS,EAST CENTRAL,151,,COUNTY,1982,CROPS,26,9000,60
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,157,ALL PRODUCTION PRACTICES,TUSCOLA,,UNITED STATES,00,NOT SPECIFIED,00,,118.1,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, EAST CENTRAL, TUSCOLA",GRAIN,26,,,FIELD CROPS,EAST CENTRAL,157,,COUNTY,1982,CROPS,26,9000,60
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,005,ALL PRODUCTION PRACTICES,ALLEGAN,,UNITED STATES,00,NOT SPECIFIED,00,,111.6,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHWEST, ALLEGAN",GRAIN,26,,,FIELD CROPS,SOUTHWEST,005,,COUNTY,1982,CROPS,26,9000,70
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,021,ALL PRODUCTION PRACTICES,BERRIEN,,UNITED STATES,00,NOT SPECIFIED,00,,98.4,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHWEST, BERRIEN",GRAIN,26,,,FIELD CROPS,SOUTHWEST,021,,COUNTY,1982,CROPS,26,9000,70
CORN,TOTAL,00000000,MI,YEAR,MICHIGAN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,027,ALL PRODUCTION PRACTICES,CASS,,UNITED STATES,00,NOT SPECIFIED,00,,112,SURVEY,YIELD,BU / ACRE,ANNUAL,,"MICHIGAN, SOUTHWEST, CASS",GRAIN,26,,,FIELD CROPS,SOUTHWEST,027,,COUNTY,1982,CROPS,26,9000,70
