CV (%),end_code,domaincat_desc,begin_code,freq_desc,congr_district_code,unit_desc,statisticcat_desc,Value,source_desc,class_desc,load_time,short_desc,reference_period_desc,state_name,state_alpha,watershed_code,commodity_desc,domain_desc,country_name,watershed_desc,county_name,prodn_practice_desc,county_ansi,country_code,state_fips_code,year,sector_desc,week_ending,agg_level_desc,county_code,asd_desc,asd_code,util_practice_desc,location_desc,zip_5,group_desc,region_desc,state_ansi
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,84,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MARQUETTE,ALL PRODUCTION PRACTICES,103,9000,26,1985,CROPS,,COUNTY,103,UPPER PENINSULA,10,GRAIN,"MICHIGAN, UPPER PENINSULA, MARQUETTE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,87.8,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MENOMINEE,ALL PRODUCTION PRACTICES,109,9000,26,1985,CROPS,,COUNTY,109,UPPER PENINSULA,10,GRAIN,"MICHIGAN, UPPER PENINSULA, MENOMINEE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,86,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,ONTONAGON,ALL PRODUCTION PRACTICES,131,9000,26,1985,CROPS,,COUNTY,131,UPPER PENINSULA,10,GRAIN,"MICHIGAN, UPPER PENINSULA, ONTONAGON",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,85,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,SCHOOLCRAFT,ALL PRODUCTION PRACTICES,153,9000,26,1985,CROPS,,COUNTY,153,UPPER PENINSULA,10,GRAIN,"MICHIGAN, UPPER PENINSULA, SCHOOLCRAFT",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,80.5,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,ANTRIM,ALL PRODUCTION PRACTICES,009,9000,26,1985,CROPS,,COUNTY,009,NORTHWEST,20,GRAIN,"MICHIGAN, NORTHWEST, ANTRIM",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,78.3,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,BENZIE,ALL PRODUCTION PRACTICES,019,9000,26,1985,CROPS,,COUNTY,019,NORTHWEST,20,GRAIN,"MICHIGAN, NORTHWEST, BENZIE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,82.9,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,CHARLEVOIX,ALL PRODUCTION PRACTICES,029,9000,26,1985,CROPS,,COUNTY,029,NORTHWEST,20,GRAIN,"MICHIGAN, NORTHWEST, CHARLEVOIX",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,80.8,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,EMMET,ALL PRODUCTION PRACTICES,047,9000,26,1985,CROPS,,COUNTY,047,NORTHWEST,20,GRAIN,"MICHIGAN, NORTHWEST, EMMET",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,80,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,GRAND TRAVERSE,ALL PRODUCTION PRACTICES,055,9000,26,1985,CROPS,,COUNTY,055,NORTHWEST,20,GRAIN,"MICHIGAN, NORTHWEST, GRAND TRAVERSE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,80.6,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,KALKASKA,ALL PRODUCTION PRACTICES,079,9000,26,1985,CROPS,,COUNTY,079,NORTHWEST,20,GRAIN,"MICHIGAN, NORTHWEST, KALKASKA",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,82.4,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,LEELANAU,ALL PRODUCTION PRACTICES,089,9000,26,1985,CROPS,,COUNTY,089,NORTHWEST,20,GRAIN,"MICHIGAN, NORTHWEST, LEELANAU",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,66.8,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MANISTEE,ALL PRODUCTION PRACTICES,101,9000,26,1985,CROPS,,COUNTY,101,NORTHWEST,20,GRAIN,"MICHIGAN, NORTHWEST, MANISTEE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,87.7,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MISSAUKEE,ALL PRODUCTION PRACTICES,113,9000,26,1985,CROPS,,COUNTY,113,NORTHWEST,20,GRAIN,"MICHIGAN, NORTHWEST, MISSAUKEE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,78.4,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,WEXFORD,ALL PRODUCTION PRACTICES,165,9000,26,1985,CROPS,,COUNTY,165,NORTHWEST,20,GRAIN,"MICHIGAN, NORTHWEST, WEXFORD",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,71,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,ALCONA,ALL PRODUCTION PRACTICES,001,9000,26,1985,CROPS,,COUNTY,001,NORTHEAST,30,GRAIN,"MICHIGAN, NORTHEAST, ALCONA",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,71.6,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,ALPENA,ALL PRODUCTION PRACTICES,007,9000,26,1985,CROPS,,COUNTY,007,NORTHEAST,30,GRAIN,"MICHIGAN, NORTHEAST, ALPENA",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,77.8,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,CHEBOYGAN,ALL PRODUCTION PRACTICES,031,9000,26,1985,CROPS,,COUNTY,031,NORTHEAST,30,GRAIN,"MICHIGAN, NORTHEAST, CHEBOYGAN",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,90.8,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,IOSCO,ALL PRODUCTION PRACTICES,069,9000,26,1985,CROPS,,COUNTY,069,NORTHEAST,30,GRAIN,"MICHIGAN, NORTHEAST, IOSCO",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,73.7,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MONTMORENCY,ALL PRODUCTION PRACTICES,119,9000,26,1985,CROPS,,COUNTY,119,NORTHEAST,30,GRAIN,"MICHIGAN, NORTHEAST, MONTMORENCY",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,80.6,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,OGEMAW,ALL PRODUCTION PRACTICES,129,9000,26,1985,CROPS,,COUNTY,129,NORTHEAST,30,GRAIN,"MICHIGAN, NORTHEAST, OGEMAW",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,74.4,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,OSCODA,ALL PRODUCTION PRACTICES,135,9000,26,1985,CROPS,,COUNTY,135,NORTHEAST,30,GRAIN,"MICHIGAN, NORTHEAST, OSCODA",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,75.3,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,OTSEGO,ALL PRODUCTION PRACTICES,137,9000,26,1985,CROPS,,COUNTY,137,NORTHEAST,30,GRAIN,"MICHIGAN, NORTHEAST, OTSEGO",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,70.6,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,PRESQUE ISLE,ALL PRODUCTION PRACTICES,141,9000,26,1985,CROPS,,COUNTY,141,NORTHEAST,30,GRAIN,"MICHIGAN, NORTHEAST, PRESQUE ISLE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,73.3,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,ROSCOMMON,ALL PRODUCTION PRACTICES,143,9000,26,1985,CROPS,,COUNTY,143,NORTHEAST,30,GRAIN,"MICHIGAN, NORTHEAST, ROSCOMMON",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,77.8,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,LAKE,ALL PRODUCTION PRACTICES,085,9000,26,1985,CROPS,,COUNTY,085,WEST CENTRAL,40,GRAIN,"MICHIGAN, WEST CENTRAL, LAKE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,83.8,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MASON,ALL PRODUCTION PRACTICES,105,9000,26,1985,CROPS,,COUNTY,105,WEST CENTRAL,40,GRAIN,"MICHIGAN, WEST CENTRAL, MASON",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,98,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MUSKEGON,ALL PRODUCTION PRACTICES,121,9000,26,1985,CROPS,,COUNTY,121,WEST CENTRAL,40,GRAIN,"MICHIGAN, WEST CENTRAL, MUSKEGON",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,85,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,NEWAYGO,ALL PRODUCTION PRACTICES,123,9000,26,1985,CROPS,,COUNTY,123,WEST CENTRAL,40,GRAIN,"MICHIGAN, WEST CENTRAL, NEWAYGO",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,87.5,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,OCEANA,ALL PRODUCTION PRACTICES,127,9000,26,1985,CROPS,,COUNTY,127,WEST CENTRAL,40,GRAIN,"MICHIGAN, WEST CENTRAL, OCEANA",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,80.2,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,CLARE,ALL PRODUCTION PRACTICES,035,9000,26,1985,CROPS,,COUNTY,035,CENTRAL,50,GRAIN,"MICHIGAN, CENTRAL, CLARE",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,85,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,GLADWIN,ALL PRODUCTION PRACTICES,051,9000,26,1985,CROPS,,COUNTY,051,CENTRAL,50,GRAIN,"MICHIGAN, CENTRAL, GLADWIN",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,127,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,GRATIOT,ALL PRODUCTION PRACTICES,057,9000,26,1985,CROPS,,COUNTY,057,CENTRAL,50,GRAIN,"MICHIGAN, CENTRAL, GRATIOT",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,99,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,ISABELLA,ALL PRODUCTION PRACTICES,073,9000,26,1985,CROPS,,COUNTY,073,CENTRAL,50,GRAIN,"MICHIGAN, CENTRAL, ISABELLA",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,83,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MECOSTA,ALL PRODUCTION PRACTICES,107,9000,26,1985,CROPS,,COUNTY,107,CENTRAL,50,GRAIN,"MICHIGAN, CENTRAL, MECOSTA",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,115,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MIDLAND,ALL PRODUCTION PRACTICES,111,9000,26,1985,CROPS,,COUNTY,111,CENTRAL,50,GRAIN,"MICHIGAN, CENTRAL, MIDLAND",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,97,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,MONTCALM,ALL PRODUCTION PRACTICES,117,9000,26,1985,CROPS,,COUNTY,117,CENTRAL,50,GRAIN,"MICHIGAN, CENTRAL, MONTCALM",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,80,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,OSCEOLA,ALL PRODUCTION PRACTICES,133,9000,26,1985,CROPS,,COUNTY,133,CENTRAL,50,GRAIN,"MICHIGAN, CENTRAL, OSCEOLA",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,97.3,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,ARENAC,ALL PRODUCTION PRACTICES,011,9000,26,1985,CROPS,,COUNTY,011,EAST CENTRAL,60,GRAIN,"MICHIGAN, EAST CENTRAL, ARENAC",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,117.8,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,BAY,ALL PRODUCTION PRACTICES,017,9000,26,1985,CROPS,,COUNTY,017,EAST CENTRAL,60,GRAIN,"MICHIGAN, EAST CENTRAL, BAY",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,113.1,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,HURON,ALL PRODUCTION PRACTICES,063,9000,26,1985,CROPS,,COUNTY,063,EAST CENTRAL,60,GRAIN,"MICHIGAN, EAST CENTRAL, HURON",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,107.7,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,SAGINAW,ALL PRODUCTION PRACTICES,145,9000,26,1985,CROPS,,COUNTY,145,EAST CENTRAL,60,GRAIN,"MICHIGAN, EAST CENTRAL, SAGINAW",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,96.3,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,SANILAC,ALL PRODUCTION PRACTICES,151,9000,26,1985,CROPS,,COUNTY,151,EAST CENTRAL,60,GRAIN,"MICHIGAN, EAST CENTRAL, SANILAC",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,105,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,TUSCOLA,ALL PRODUCTION PRACTICES,157,9000,26,1985,CROPS,,COUNTY,157,EAST CENTRAL,60,GRAIN,"MICHIGAN, EAST CENTRAL, TUSCOLA",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,98.1,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,ALLEGAN,ALL PRODUCTION PRACTICES,005,9000,26,1985,CROPS,,COUNTY,005,SOUTHWEST,70,GRAIN,"MICHIGAN, SOUTHWEST, ALLEGAN",,FIELD CROPS,,26
,00,NOT SPECIFIED,00,ANNUAL,,BU / ACRE,YIELD,102.2,SURVEY,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,MI,00000000,CORN,TOTAL,UNITED STATES,,BERRIEN,ALL PRODUCTION PRACTICES,021,9000,26,1985,CROPS,,COUNTY,021,SOUTHWEST,70,GRAIN,"MICHIGAN, SOUTHWEST, BERRIEN",,FIELD CROPS,,26
