begin_code,util_practice_desc,asd_desc,sector_desc,asd_code,state_ansi,state_alpha,agg_level_desc,statisticcat_desc,reference_period_desc,country_name,county_name,county_code,prodn_practice_desc,zip_5,year,watershed_code,domain_desc,watershed_desc,week_ending,short_desc,region_desc,congr_district_code,source_desc,county_ansi,end_code,class_desc,CV (%),commodity_desc,country_code,state_fips_code,group_desc,Value,location_desc,state_name,unit_desc,domaincat_desc,load_time,freq_desc
00,GRAIN,CENTRAL,CROPS,50,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,CLARE,035,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,035,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,109,"MICHIGAN, CENTRAL, CLARE",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,CENTRAL,CROPS,50,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GLADWIN,051,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,051,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,119,"MICHIGAN, CENTRAL, GLADWIN",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,CENTRAL,CROPS,50,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,GRATIOT,057,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,057,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,158,"MICHIGAN, CENTRAL, GRATIOT",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,CENTRAL,CROPS,50,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,ISABELLA,073,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,073,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,138,"MICHIGAN, CENTRAL, ISABELLA",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,CENTRAL,CROPS,50,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,MECOSTA,107,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,107,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,126,"MICHIGAN, CENTRAL, MECOSTA",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,CENTRAL,CROPS,50,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,MIDLAND,111,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,111,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,156,"MICHIGAN, CENTRAL, MIDLAND",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,CENTRAL,CROPS,50,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,MONTCALM,117,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,117,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,136,"MICHIGAN, CENTRAL, MONTCALM",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,CENTRAL,CROPS,50,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,OSCEOLA,133,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,133,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,123,"MICHIGAN, CENTRAL, OSCEOLA",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,EAST CENTRAL,CROPS,60,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,ARENAC,011,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,011,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,145,"MICHIGAN, EAST CENTRAL, ARENAC",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,EAST CENTRAL,CROPS,60,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,BAY,017,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,017,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,163,"MICHIGAN, EAST CENTRAL, BAY",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,EAST CENTRAL,CROPS,60,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,HURON,063,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,063,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,168,"MICHIGAN, EAST CENTRAL, HURON",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,EAST CENTRAL,CROPS,60,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,SAGINAW,145,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,145,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,159,"MICHIGAN, EAST CENTRAL, SAGINAW",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,EAST CENTRAL,CROPS,60,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,SANILAC,151,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,151,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,154,"MICHIGAN, EAST CENTRAL, SANILAC",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,EAST CENTRAL,CROPS,60,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,TUSCOLA,157,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,157,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,164,"MICHIGAN, EAST CENTRAL, TUSCOLA",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHWEST,CROPS,70,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,ALLEGAN,005,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,005,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,165,"MICHIGAN, SOUTHWEST, ALLEGAN",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHWEST,CROPS,70,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,BERRIEN,021,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,021,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,150,"MICHIGAN, SOUTHWEST, BERRIEN",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHWEST,CROPS,70,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,CASS,027,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,027,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,163,"MICHIGAN, SOUTHWEST, CASS",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHWEST,CROPS,70,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,KALAMAZOO,077,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,077,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,150,"MICHIGAN, SOUTHWEST, KALAMAZOO",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHWEST,CROPS,70,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,KENT,081,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,081,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,143,"MICHIGAN, SOUTHWEST, KENT",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHWEST,CROPS,70,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,OTTAWA,139,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,139,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,156,"MICHIGAN, SOUTHWEST, OTTAWA",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTHWEST,CROPS,70,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,VAN BUREN,159,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,159,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,153,"MICHIGAN, SOUTHWEST, VAN BUREN",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTH CENTRAL,CROPS,80,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,BARRY,015,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,015,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,144,"MICHIGAN, SOUTH CENTRAL, BARRY",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTH CENTRAL,CROPS,80,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,BRANCH,023,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,023,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,135,"MICHIGAN, SOUTH CENTRAL, BRANCH",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTH CENTRAL,CROPS,80,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,CALHOUN,025,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,025,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,139,"MICHIGAN, SOUTH CENTRAL, CALHOUN",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTH CENTRAL,CROPS,80,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,CLINTON,037,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,037,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,148,"MICHIGAN, SOUTH CENTRAL, CLINTON",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTH CENTRAL,CROPS,80,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,EATON,045,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,045,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,152,"MICHIGAN, SOUTH CENTRAL, EATON",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTH CENTRAL,CROPS,80,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,HILLSDALE,059,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,059,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,136,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTH CENTRAL,CROPS,80,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,INGHAM,065,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,065,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,151,"MICHIGAN, SOUTH CENTRAL, INGHAM",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTH CENTRAL,CROPS,80,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,IONIA,067,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,067,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,154,"MICHIGAN, SOUTH CENTRAL, IONIA",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
00,GRAIN,SOUTH CENTRAL,CROPS,80,26,MI,COUNTY,YIELD,YEAR,UNITED STATES,JACKSON,075,ALL PRODUCTION PRACTICES,,2009,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,SURVEY,075,00,ALL CLASSES,,CORN,9000,26,FIELD CROPS,125,"MICHIGAN, SOUTH CENTRAL, JACKSON",MICHIGAN,BU / ACRE,NOT SPECIFIED,2015-06-03 15:08:31.000,ANNUAL
