state_ansi,state_alpha,commodity_desc,watershed_code,watershed_desc,country_name,county_code,unit_desc,state_fips_code,domaincat_desc,reference_period_desc,county_name,class_desc,source_desc,prodn_practice_desc,end_code,group_desc,location_desc,zip_5,begin_code,freq_desc,congr_district_code,asd_desc,year,sector_desc,region_desc,domain_desc,short_desc,country_code,CV (%),week_ending,agg_level_desc,statisticcat_desc,state_name,county_ansi,asd_code,Value,load_time,util_practice_desc
26,MI,CORN,00000000,,UNITED STATES,007,BU / ACRE,26,NOT SPECIFIED,YEAR,ALPENA,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, NORTHEAST, ALPENA",,00,ANNUAL,,NORTHEAST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,007,30,83,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,069,BU / ACRE,26,NOT SPECIFIED,YEAR,IOSCO,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, NORTHEAST, IOSCO",,00,ANNUAL,,NORTHEAST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,069,30,95,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,129,BU / ACRE,26,NOT SPECIFIED,YEAR,OGEMAW,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, NORTHEAST, OGEMAW",,00,ANNUAL,,NORTHEAST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,129,30,105,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,141,BU / ACRE,26,NOT SPECIFIED,YEAR,PRESQUE ISLE,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, NORTHEAST, PRESQUE ISLE",,00,ANNUAL,,NORTHEAST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,141,30,86,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,998,BU / ACRE,26,NOT SPECIFIED,YEAR,OTHER (COMBINED) COUNTIES,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, WEST CENTRAL, OTHER (COMBINED) COUNTIES",,00,ANNUAL,,WEST CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,,40,93,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,105,BU / ACRE,26,NOT SPECIFIED,YEAR,MASON,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, WEST CENTRAL, MASON",,00,ANNUAL,,WEST CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,105,40,98,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,121,BU / ACRE,26,NOT SPECIFIED,YEAR,MUSKEGON,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, WEST CENTRAL, MUSKEGON",,00,ANNUAL,,WEST CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,121,40,105,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,123,BU / ACRE,26,NOT SPECIFIED,YEAR,NEWAYGO,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, WEST CENTRAL, NEWAYGO",,00,ANNUAL,,WEST CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,123,40,109,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,035,BU / ACRE,26,NOT SPECIFIED,YEAR,CLARE,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, CENTRAL, CLARE",,00,ANNUAL,,CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,035,50,106,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,051,BU / ACRE,26,NOT SPECIFIED,YEAR,GLADWIN,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, CENTRAL, GLADWIN",,00,ANNUAL,,CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,051,50,104,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,057,BU / ACRE,26,NOT SPECIFIED,YEAR,GRATIOT,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, CENTRAL, GRATIOT",,00,ANNUAL,,CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,057,50,129,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,073,BU / ACRE,26,NOT SPECIFIED,YEAR,ISABELLA,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, CENTRAL, ISABELLA",,00,ANNUAL,,CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,073,50,109,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,107,BU / ACRE,26,NOT SPECIFIED,YEAR,MECOSTA,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, CENTRAL, MECOSTA",,00,ANNUAL,,CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,107,50,98,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,111,BU / ACRE,26,NOT SPECIFIED,YEAR,MIDLAND,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, CENTRAL, MIDLAND",,00,ANNUAL,,CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,111,50,116,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,117,BU / ACRE,26,NOT SPECIFIED,YEAR,MONTCALM,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, CENTRAL, MONTCALM",,00,ANNUAL,,CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,117,50,119,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,133,BU / ACRE,26,NOT SPECIFIED,YEAR,OSCEOLA,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, CENTRAL, OSCEOLA",,00,ANNUAL,,CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,133,50,100,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,011,BU / ACRE,26,NOT SPECIFIED,YEAR,ARENAC,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, EAST CENTRAL, ARENAC",,00,ANNUAL,,EAST CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,011,60,121,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,017,BU / ACRE,26,NOT SPECIFIED,YEAR,BAY,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, EAST CENTRAL, BAY",,00,ANNUAL,,EAST CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,017,60,134,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,063,BU / ACRE,26,NOT SPECIFIED,YEAR,HURON,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, EAST CENTRAL, HURON",,00,ANNUAL,,EAST CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,063,60,131,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,145,BU / ACRE,26,NOT SPECIFIED,YEAR,SAGINAW,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, EAST CENTRAL, SAGINAW",,00,ANNUAL,,EAST CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,145,60,127,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,151,BU / ACRE,26,NOT SPECIFIED,YEAR,SANILAC,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, EAST CENTRAL, SANILAC",,00,ANNUAL,,EAST CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,151,60,120,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,157,BU / ACRE,26,NOT SPECIFIED,YEAR,TUSCOLA,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, EAST CENTRAL, TUSCOLA",,00,ANNUAL,,EAST CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,157,60,127,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,005,BU / ACRE,26,NOT SPECIFIED,YEAR,ALLEGAN,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHWEST, ALLEGAN",,00,ANNUAL,,SOUTHWEST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,005,70,112,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,021,BU / ACRE,26,NOT SPECIFIED,YEAR,BERRIEN,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHWEST, BERRIEN",,00,ANNUAL,,SOUTHWEST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,021,70,117,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,027,BU / ACRE,26,NOT SPECIFIED,YEAR,CASS,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHWEST, CASS",,00,ANNUAL,,SOUTHWEST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,027,70,109,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,077,BU / ACRE,26,NOT SPECIFIED,YEAR,KALAMAZOO,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHWEST, KALAMAZOO",,00,ANNUAL,,SOUTHWEST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,077,70,111,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,081,BU / ACRE,26,NOT SPECIFIED,YEAR,KENT,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHWEST, KENT",,00,ANNUAL,,SOUTHWEST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,081,70,112,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,139,BU / ACRE,26,NOT SPECIFIED,YEAR,OTTAWA,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHWEST, OTTAWA",,00,ANNUAL,,SOUTHWEST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,139,70,119,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,159,BU / ACRE,26,NOT SPECIFIED,YEAR,VAN BUREN,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHWEST, VAN BUREN",,00,ANNUAL,,SOUTHWEST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,159,70,96,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,015,BU / ACRE,26,NOT SPECIFIED,YEAR,BARRY,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, BARRY",,00,ANNUAL,,SOUTH CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,015,80,102,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,023,BU / ACRE,26,NOT SPECIFIED,YEAR,BRANCH,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, BRANCH",,00,ANNUAL,,SOUTH CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,023,80,124,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,025,BU / ACRE,26,NOT SPECIFIED,YEAR,CALHOUN,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, CALHOUN",,00,ANNUAL,,SOUTH CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,025,80,104,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,037,BU / ACRE,26,NOT SPECIFIED,YEAR,CLINTON,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, CLINTON",,00,ANNUAL,,SOUTH CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,037,80,124,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,045,BU / ACRE,26,NOT SPECIFIED,YEAR,EATON,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, EATON",,00,ANNUAL,,SOUTH CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,045,80,120,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,059,BU / ACRE,26,NOT SPECIFIED,YEAR,HILLSDALE,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",,00,ANNUAL,,SOUTH CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,059,80,117,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,065,BU / ACRE,26,NOT SPECIFIED,YEAR,INGHAM,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, INGHAM",,00,ANNUAL,,SOUTH CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,065,80,114,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,067,BU / ACRE,26,NOT SPECIFIED,YEAR,IONIA,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, IONIA",,00,ANNUAL,,SOUTH CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,067,80,119,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,075,BU / ACRE,26,NOT SPECIFIED,YEAR,JACKSON,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, JACKSON",,00,ANNUAL,,SOUTH CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,075,80,102,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,149,BU / ACRE,26,NOT SPECIFIED,YEAR,ST JOSEPH,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",,00,ANNUAL,,SOUTH CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,149,80,126,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,155,BU / ACRE,26,NOT SPECIFIED,YEAR,SHIAWASSEE,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",,00,ANNUAL,,SOUTH CENTRAL,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,155,80,107,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,049,BU / ACRE,26,NOT SPECIFIED,YEAR,GENESEE,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, GENESEE",,00,ANNUAL,,SOUTHEAST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,049,90,106,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,087,BU / ACRE,26,NOT SPECIFIED,YEAR,LAPEER,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, LAPEER",,00,ANNUAL,,SOUTHEAST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,087,90,111,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,091,BU / ACRE,26,NOT SPECIFIED,YEAR,LENAWEE,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, LENAWEE",,00,ANNUAL,,SOUTHEAST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,091,90,133,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,093,BU / ACRE,26,NOT SPECIFIED,YEAR,LIVINGSTON,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, LIVINGSTON",,00,ANNUAL,,SOUTHEAST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,093,90,106,2012-01-01 00:00:00.000,GRAIN
26,MI,CORN,00000000,,UNITED STATES,099,BU / ACRE,26,NOT SPECIFIED,YEAR,MACOMB,ALL CLASSES,SURVEY,ALL PRODUCTION PRACTICES,00,FIELD CROPS,"MICHIGAN, SOUTHEAST, MACOMB",,00,ANNUAL,,SOUTHEAST,1997,CROPS,,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,,,COUNTY,YIELD,MICHIGAN,099,90,114,2012-01-01 00:00:00.000,GRAIN
