country_code,CV (%),commodity_desc,class_desc,end_code,freq_desc,load_time,domaincat_desc,state_name,unit_desc,Value,location_desc,state_fips_code,group_desc,short_desc,week_ending,watershed_desc,county_ansi,source_desc,congr_district_code,region_desc,prodn_practice_desc,county_code,county_name,domain_desc,year,watershed_code,zip_5,asd_code,sector_desc,asd_desc,begin_code,util_practice_desc,country_name,reference_period_desc,statisticcat_desc,agg_level_desc,state_alpha,state_ansi
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,82,"MICHIGAN, NORTHEAST, ALPENA",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,007,SURVEY,,,ALL PRODUCTION PRACTICES,007,ALPENA,TOTAL,2007,00000000,,30,CROPS,NORTHEAST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,110,"MICHIGAN, NORTHEAST, IOSCO",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,069,SURVEY,,,ALL PRODUCTION PRACTICES,069,IOSCO,TOTAL,2007,00000000,,30,CROPS,NORTHEAST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,83,"MICHIGAN, NORTHEAST, MONTMORENCY",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,119,SURVEY,,,ALL PRODUCTION PRACTICES,119,MONTMORENCY,TOTAL,2007,00000000,,30,CROPS,NORTHEAST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,116,"MICHIGAN, NORTHEAST, OGEMAW",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,129,SURVEY,,,ALL PRODUCTION PRACTICES,129,OGEMAW,TOTAL,2007,00000000,,30,CROPS,NORTHEAST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,56,"MICHIGAN, NORTHEAST, OTSEGO",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,137,SURVEY,,,ALL PRODUCTION PRACTICES,137,OTSEGO,TOTAL,2007,00000000,,30,CROPS,NORTHEAST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,81,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,141,SURVEY,,,ALL PRODUCTION PRACTICES,141,PRESQUE ISLE,TOTAL,2007,00000000,,30,CROPS,NORTHEAST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,89,"MICHIGAN, WEST CENTRAL, OTHER (COMBINED) COUNTIES",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,,SURVEY,,,ALL PRODUCTION PRACTICES,998,OTHER (COMBINED) COUNTIES,TOTAL,2007,00000000,,40,CROPS,WEST CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,109,"MICHIGAN, WEST CENTRAL, MASON",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,105,SURVEY,,,ALL PRODUCTION PRACTICES,105,MASON,TOTAL,2007,00000000,,40,CROPS,WEST CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,106,"MICHIGAN, WEST CENTRAL, MUSKEGON",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,121,SURVEY,,,ALL PRODUCTION PRACTICES,121,MUSKEGON,TOTAL,2007,00000000,,40,CROPS,WEST CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,102,"MICHIGAN, WEST CENTRAL, NEWAYGO",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,123,SURVEY,,,ALL PRODUCTION PRACTICES,123,NEWAYGO,TOTAL,2007,00000000,,40,CROPS,WEST CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,108,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,,SURVEY,,,ALL PRODUCTION PRACTICES,998,OTHER (COMBINED) COUNTIES,TOTAL,2007,00000000,,50,CROPS,CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,125,"MICHIGAN, CENTRAL, GRATIOT",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,057,SURVEY,,,ALL PRODUCTION PRACTICES,057,GRATIOT,TOTAL,2007,00000000,,50,CROPS,CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,117,"MICHIGAN, CENTRAL, ISABELLA",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,073,SURVEY,,,ALL PRODUCTION PRACTICES,073,ISABELLA,TOTAL,2007,00000000,,50,CROPS,CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,100,"MICHIGAN, CENTRAL, MECOSTA",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,107,SURVEY,,,ALL PRODUCTION PRACTICES,107,MECOSTA,TOTAL,2007,00000000,,50,CROPS,CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,134,"MICHIGAN, CENTRAL, MIDLAND",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,111,SURVEY,,,ALL PRODUCTION PRACTICES,111,MIDLAND,TOTAL,2007,00000000,,50,CROPS,CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,110,"MICHIGAN, CENTRAL, MONTCALM",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,117,SURVEY,,,ALL PRODUCTION PRACTICES,117,MONTCALM,TOTAL,2007,00000000,,50,CROPS,CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,98,"MICHIGAN, CENTRAL, OSCEOLA",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,133,SURVEY,,,ALL PRODUCTION PRACTICES,133,OSCEOLA,TOTAL,2007,00000000,,50,CROPS,CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,115,"MICHIGAN, EAST CENTRAL, ARENAC",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,011,SURVEY,,,ALL PRODUCTION PRACTICES,011,ARENAC,TOTAL,2007,00000000,,60,CROPS,EAST CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,122,"MICHIGAN, EAST CENTRAL, BAY",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,017,SURVEY,,,ALL PRODUCTION PRACTICES,017,BAY,TOTAL,2007,00000000,,60,CROPS,EAST CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,147,"MICHIGAN, EAST CENTRAL, HURON",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,063,SURVEY,,,ALL PRODUCTION PRACTICES,063,HURON,TOTAL,2007,00000000,,60,CROPS,EAST CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,144,"MICHIGAN, EAST CENTRAL, SAGINAW",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,145,SURVEY,,,ALL PRODUCTION PRACTICES,145,SAGINAW,TOTAL,2007,00000000,,60,CROPS,EAST CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,133,"MICHIGAN, EAST CENTRAL, SANILAC",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,151,SURVEY,,,ALL PRODUCTION PRACTICES,151,SANILAC,TOTAL,2007,00000000,,60,CROPS,EAST CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,134,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,157,SURVEY,,,ALL PRODUCTION PRACTICES,157,TUSCOLA,TOTAL,2007,00000000,,60,CROPS,EAST CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,110,"MICHIGAN, SOUTHWEST, ALLEGAN",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,005,SURVEY,,,ALL PRODUCTION PRACTICES,005,ALLEGAN,TOTAL,2007,00000000,,70,CROPS,SOUTHWEST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,137,"MICHIGAN, SOUTHWEST, BERRIEN",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,021,SURVEY,,,ALL PRODUCTION PRACTICES,021,BERRIEN,TOTAL,2007,00000000,,70,CROPS,SOUTHWEST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,124,"MICHIGAN, SOUTHWEST, CASS",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,027,SURVEY,,,ALL PRODUCTION PRACTICES,027,CASS,TOTAL,2007,00000000,,70,CROPS,SOUTHWEST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,109,"MICHIGAN, SOUTHWEST, KALAMAZOO",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,077,SURVEY,,,ALL PRODUCTION PRACTICES,077,KALAMAZOO,TOTAL,2007,00000000,,70,CROPS,SOUTHWEST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,115,"MICHIGAN, SOUTHWEST, KENT",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,081,SURVEY,,,ALL PRODUCTION PRACTICES,081,KENT,TOTAL,2007,00000000,,70,CROPS,SOUTHWEST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,118,"MICHIGAN, SOUTHWEST, OTTAWA",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,139,SURVEY,,,ALL PRODUCTION PRACTICES,139,OTTAWA,TOTAL,2007,00000000,,70,CROPS,SOUTHWEST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,113,"MICHIGAN, SOUTHWEST, VAN BUREN",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,159,SURVEY,,,ALL PRODUCTION PRACTICES,159,VAN BUREN,TOTAL,2007,00000000,,70,CROPS,SOUTHWEST,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,115,"MICHIGAN, SOUTH CENTRAL, BARRY",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,015,SURVEY,,,ALL PRODUCTION PRACTICES,015,BARRY,TOTAL,2007,00000000,,80,CROPS,SOUTH CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,114,"MICHIGAN, SOUTH CENTRAL, BRANCH",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,023,SURVEY,,,ALL PRODUCTION PRACTICES,023,BRANCH,TOTAL,2007,00000000,,80,CROPS,SOUTH CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,109,"MICHIGAN, SOUTH CENTRAL, CALHOUN",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,025,SURVEY,,,ALL PRODUCTION PRACTICES,025,CALHOUN,TOTAL,2007,00000000,,80,CROPS,SOUTH CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,124,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,037,SURVEY,,,ALL PRODUCTION PRACTICES,037,CLINTON,TOTAL,2007,00000000,,80,CROPS,SOUTH CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,118,"MICHIGAN, SOUTH CENTRAL, EATON",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,045,SURVEY,,,ALL PRODUCTION PRACTICES,045,EATON,TOTAL,2007,00000000,,80,CROPS,SOUTH CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,113,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,059,SURVEY,,,ALL PRODUCTION PRACTICES,059,HILLSDALE,TOTAL,2007,00000000,,80,CROPS,SOUTH CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,118,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,065,SURVEY,,,ALL PRODUCTION PRACTICES,065,INGHAM,TOTAL,2007,00000000,,80,CROPS,SOUTH CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,132,"MICHIGAN, SOUTH CENTRAL, IONIA",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,067,SURVEY,,,ALL PRODUCTION PRACTICES,067,IONIA,TOTAL,2007,00000000,,80,CROPS,SOUTH CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,103,"MICHIGAN, SOUTH CENTRAL, JACKSON",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,075,SURVEY,,,ALL PRODUCTION PRACTICES,075,JACKSON,TOTAL,2007,00000000,,80,CROPS,SOUTH CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,138,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,149,SURVEY,,,ALL PRODUCTION PRACTICES,149,ST JOSEPH,TOTAL,2007,00000000,,80,CROPS,SOUTH CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
9000,,CORN,ALL CLASSES,00,ANNUAL,2012-01-01 00:00:00.000,NOT SPECIFIED,MICHIGAN,BU / ACRE,130,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,FIELD CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,155,SURVEY,,,ALL PRODUCTION PRACTICES,155,SHIAWASSEE,TOTAL,2007,00000000,,80,CROPS,SOUTH CENTRAL,00,GRAIN,UNITED STATES,YEAR,YIELD,COUNTY,MI,26
