CV (%),country_name,state_ansi,asd_code,unit_desc,freq_desc,agg_level_desc,county_ansi,asd_desc,location_desc,region_desc,year,sector_desc,Value,source_desc,county_name,watershed_desc,week_ending,statisticcat_desc,domain_desc,load_time,domaincat_desc,group_desc,reference_period_desc,commodity_desc,watershed_code,class_desc,begin_code,state_fips_code,state_name,country_code,county_code,state_alpha,util_practice_desc,prodn_practice_desc,end_code,short_desc,zip_5,congr_district_code
,UNITED STATES,26,20,BU / ACRE,ANNUAL,COUNTY,113,NORTHWEST,"MICHIGAN, NORTHWEST, MISSAUKEE",,2005,CROPS,136,SURVEY,MISSAUKEE,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,113,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,20,BU / ACRE,ANNUAL,COUNTY,165,NORTHWEST,"MICHIGAN, NORTHWEST, WEXFORD",,2005,CROPS,112,SURVEY,WEXFORD,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,165,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,30,BU / ACRE,ANNUAL,COUNTY,,NORTHEAST,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",,2005,CROPS,112,SURVEY,OTHER (COMBINED) COUNTIES,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,998,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,30,BU / ACRE,ANNUAL,COUNTY,001,NORTHEAST,"MICHIGAN, NORTHEAST, ALCONA",,2005,CROPS,147,SURVEY,ALCONA,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,001,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,30,BU / ACRE,ANNUAL,COUNTY,007,NORTHEAST,"MICHIGAN, NORTHEAST, ALPENA",,2005,CROPS,119,SURVEY,ALPENA,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,007,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,30,BU / ACRE,ANNUAL,COUNTY,069,NORTHEAST,"MICHIGAN, NORTHEAST, IOSCO",,2005,CROPS,142,SURVEY,IOSCO,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,069,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,30,BU / ACRE,ANNUAL,COUNTY,119,NORTHEAST,"MICHIGAN, NORTHEAST, MONTMORENCY",,2005,CROPS,124,SURVEY,MONTMORENCY,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,119,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,30,BU / ACRE,ANNUAL,COUNTY,129,NORTHEAST,"MICHIGAN, NORTHEAST, OGEMAW",,2005,CROPS,152,SURVEY,OGEMAW,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,129,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,30,BU / ACRE,ANNUAL,COUNTY,141,NORTHEAST,"MICHIGAN, NORTHEAST, PRESQUE ISLE",,2005,CROPS,112,SURVEY,PRESQUE ISLE,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,141,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,40,BU / ACRE,ANNUAL,COUNTY,,WEST CENTRAL,"MICHIGAN, WEST CENTRAL, OTHER (COMBINED) COUNTIES",,2005,CROPS,120,SURVEY,OTHER (COMBINED) COUNTIES,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,998,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,40,BU / ACRE,ANNUAL,COUNTY,105,WEST CENTRAL,"MICHIGAN, WEST CENTRAL, MASON",,2005,CROPS,132,SURVEY,MASON,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,105,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,40,BU / ACRE,ANNUAL,COUNTY,121,WEST CENTRAL,"MICHIGAN, WEST CENTRAL, MUSKEGON",,2005,CROPS,112,SURVEY,MUSKEGON,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,121,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,40,BU / ACRE,ANNUAL,COUNTY,123,WEST CENTRAL,"MICHIGAN, WEST CENTRAL, NEWAYGO",,2005,CROPS,106,SURVEY,NEWAYGO,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,123,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,50,BU / ACRE,ANNUAL,COUNTY,035,CENTRAL,"MICHIGAN, CENTRAL, CLARE",,2005,CROPS,140,SURVEY,CLARE,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,035,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,50,BU / ACRE,ANNUAL,COUNTY,051,CENTRAL,"MICHIGAN, CENTRAL, GLADWIN",,2005,CROPS,162,SURVEY,GLADWIN,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,051,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,50,BU / ACRE,ANNUAL,COUNTY,057,CENTRAL,"MICHIGAN, CENTRAL, GRATIOT",,2005,CROPS,145,SURVEY,GRATIOT,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,057,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,50,BU / ACRE,ANNUAL,COUNTY,073,CENTRAL,"MICHIGAN, CENTRAL, ISABELLA",,2005,CROPS,158,SURVEY,ISABELLA,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,073,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,50,BU / ACRE,ANNUAL,COUNTY,107,CENTRAL,"MICHIGAN, CENTRAL, MECOSTA",,2005,CROPS,139,SURVEY,MECOSTA,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,107,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,50,BU / ACRE,ANNUAL,COUNTY,111,CENTRAL,"MICHIGAN, CENTRAL, MIDLAND",,2005,CROPS,152,SURVEY,MIDLAND,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,111,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,50,BU / ACRE,ANNUAL,COUNTY,117,CENTRAL,"MICHIGAN, CENTRAL, MONTCALM",,2005,CROPS,135,SURVEY,MONTCALM,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,117,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,50,BU / ACRE,ANNUAL,COUNTY,133,CENTRAL,"MICHIGAN, CENTRAL, OSCEOLA",,2005,CROPS,136,SURVEY,OSCEOLA,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,133,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,60,BU / ACRE,ANNUAL,COUNTY,011,EAST CENTRAL,"MICHIGAN, EAST CENTRAL, ARENAC",,2005,CROPS,148,SURVEY,ARENAC,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,011,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,60,BU / ACRE,ANNUAL,COUNTY,017,EAST CENTRAL,"MICHIGAN, EAST CENTRAL, BAY",,2005,CROPS,148,SURVEY,BAY,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,017,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,60,BU / ACRE,ANNUAL,COUNTY,063,EAST CENTRAL,"MICHIGAN, EAST CENTRAL, HURON",,2005,CROPS,160,SURVEY,HURON,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,063,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,60,BU / ACRE,ANNUAL,COUNTY,145,EAST CENTRAL,"MICHIGAN, EAST CENTRAL, SAGINAW",,2005,CROPS,139,SURVEY,SAGINAW,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,145,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,60,BU / ACRE,ANNUAL,COUNTY,151,EAST CENTRAL,"MICHIGAN, EAST CENTRAL, SANILAC",,2005,CROPS,160,SURVEY,SANILAC,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,151,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,60,BU / ACRE,ANNUAL,COUNTY,157,EAST CENTRAL,"MICHIGAN, EAST CENTRAL, TUSCOLA",,2005,CROPS,148,SURVEY,TUSCOLA,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,157,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,70,BU / ACRE,ANNUAL,COUNTY,005,SOUTHWEST,"MICHIGAN, SOUTHWEST, ALLEGAN",,2005,CROPS,146,SURVEY,ALLEGAN,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,005,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,70,BU / ACRE,ANNUAL,COUNTY,021,SOUTHWEST,"MICHIGAN, SOUTHWEST, BERRIEN",,2005,CROPS,123,SURVEY,BERRIEN,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,021,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,70,BU / ACRE,ANNUAL,COUNTY,027,SOUTHWEST,"MICHIGAN, SOUTHWEST, CASS",,2005,CROPS,129,SURVEY,CASS,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,027,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,70,BU / ACRE,ANNUAL,COUNTY,077,SOUTHWEST,"MICHIGAN, SOUTHWEST, KALAMAZOO",,2005,CROPS,135,SURVEY,KALAMAZOO,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,077,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,70,BU / ACRE,ANNUAL,COUNTY,081,SOUTHWEST,"MICHIGAN, SOUTHWEST, KENT",,2005,CROPS,138,SURVEY,KENT,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,081,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,70,BU / ACRE,ANNUAL,COUNTY,139,SOUTHWEST,"MICHIGAN, SOUTHWEST, OTTAWA",,2005,CROPS,113,SURVEY,OTTAWA,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,139,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,70,BU / ACRE,ANNUAL,COUNTY,159,SOUTHWEST,"MICHIGAN, SOUTHWEST, VAN BUREN",,2005,CROPS,134,SURVEY,VAN BUREN,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,159,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,80,BU / ACRE,ANNUAL,COUNTY,015,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, BARRY",,2005,CROPS,135,SURVEY,BARRY,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,015,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,80,BU / ACRE,ANNUAL,COUNTY,023,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, BRANCH",,2005,CROPS,141,SURVEY,BRANCH,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,023,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,80,BU / ACRE,ANNUAL,COUNTY,025,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, CALHOUN",,2005,CROPS,135,SURVEY,CALHOUN,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,025,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,80,BU / ACRE,ANNUAL,COUNTY,037,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, CLINTON",,2005,CROPS,139,SURVEY,CLINTON,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,037,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,80,BU / ACRE,ANNUAL,COUNTY,045,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, EATON",,2005,CROPS,145,SURVEY,EATON,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,045,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,80,BU / ACRE,ANNUAL,COUNTY,059,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",,2005,CROPS,151,SURVEY,HILLSDALE,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,059,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,80,BU / ACRE,ANNUAL,COUNTY,065,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, INGHAM",,2005,CROPS,145,SURVEY,INGHAM,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,065,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,80,BU / ACRE,ANNUAL,COUNTY,067,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, IONIA",,2005,CROPS,142,SURVEY,IONIA,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,067,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,80,BU / ACRE,ANNUAL,COUNTY,075,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, JACKSON",,2005,CROPS,143,SURVEY,JACKSON,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,075,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,80,BU / ACRE,ANNUAL,COUNTY,149,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",,2005,CROPS,146,SURVEY,ST JOSEPH,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,149,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
,UNITED STATES,26,80,BU / ACRE,ANNUAL,COUNTY,155,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",,2005,CROPS,147,SURVEY,SHIAWASSEE,,,YIELD,TOTAL,2012-01-01 00:00:00.000,NOT SPECIFIED,FIELD CROPS,YEAR,CORN,00000000,ALL CLASSES,00,26,MICHIGAN,9000,155,MI,GRAIN,ALL PRODUCTION PRACTICES,00,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,
