asd_desc,asd_code,sector_desc,util_practice_desc,begin_code,agg_level_desc,country_name,statisticcat_desc,reference_period_desc,state_ansi,state_alpha,prodn_practice_desc,county_code,county_name,domain_desc,watershed_code,year,zip_5,watershed_desc,short_desc,week_ending,source_desc,county_ansi,region_desc,congr_district_code,country_code,class_desc,end_code,commodity_desc,CV (%),domaincat_desc,freq_desc,load_time,Value,location_desc,state_fips_code,group_desc,unit_desc,state_name
NORTHEAST,30,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,998,OTHER (COMBINED) COUNTIES,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,85.6,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,FIELD CROPS,BU / ACRE,MICHIGAN
NORTHEAST,30,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,001,ALCONA,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,001,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,85.8,"MICHIGAN, NORTHEAST, ALCONA",26,FIELD CROPS,BU / ACRE,MICHIGAN
NORTHEAST,30,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,007,ALPENA,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,007,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,106.9,"MICHIGAN, NORTHEAST, ALPENA",26,FIELD CROPS,BU / ACRE,MICHIGAN
NORTHEAST,30,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,069,IOSCO,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,069,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,132.7,"MICHIGAN, NORTHEAST, IOSCO",26,FIELD CROPS,BU / ACRE,MICHIGAN
NORTHEAST,30,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,119,MONTMORENCY,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,119,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,111,"MICHIGAN, NORTHEAST, MONTMORENCY",26,FIELD CROPS,BU / ACRE,MICHIGAN
NORTHEAST,30,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,129,OGEMAW,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,129,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,122.5,"MICHIGAN, NORTHEAST, OGEMAW",26,FIELD CROPS,BU / ACRE,MICHIGAN
NORTHEAST,30,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,137,OTSEGO,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,137,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,86.1,"MICHIGAN, NORTHEAST, OTSEGO",26,FIELD CROPS,BU / ACRE,MICHIGAN
NORTHEAST,30,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,141,PRESQUE ISLE,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,141,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,137.6,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,FIELD CROPS,BU / ACRE,MICHIGAN
WEST CENTRAL,40,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,085,LAKE,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,085,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,122.9,"MICHIGAN, WEST CENTRAL, LAKE",26,FIELD CROPS,BU / ACRE,MICHIGAN
WEST CENTRAL,40,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,105,MASON,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,105,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,137,"MICHIGAN, WEST CENTRAL, MASON",26,FIELD CROPS,BU / ACRE,MICHIGAN
WEST CENTRAL,40,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,121,MUSKEGON,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,121,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,115.2,"MICHIGAN, WEST CENTRAL, MUSKEGON",26,FIELD CROPS,BU / ACRE,MICHIGAN
WEST CENTRAL,40,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,123,NEWAYGO,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,123,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,135.8,"MICHIGAN, WEST CENTRAL, NEWAYGO",26,FIELD CROPS,BU / ACRE,MICHIGAN
WEST CENTRAL,40,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,127,OCEANA,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,127,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,124.9,"MICHIGAN, WEST CENTRAL, OCEANA",26,FIELD CROPS,BU / ACRE,MICHIGAN
CENTRAL,50,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,035,CLARE,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,035,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,128,"MICHIGAN, CENTRAL, CLARE",26,FIELD CROPS,BU / ACRE,MICHIGAN
CENTRAL,50,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,051,GLADWIN,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,051,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,150.8,"MICHIGAN, CENTRAL, GLADWIN",26,FIELD CROPS,BU / ACRE,MICHIGAN
CENTRAL,50,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,057,GRATIOT,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,057,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,171.8,"MICHIGAN, CENTRAL, GRATIOT",26,FIELD CROPS,BU / ACRE,MICHIGAN
CENTRAL,50,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,073,ISABELLA,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,073,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,155.3,"MICHIGAN, CENTRAL, ISABELLA",26,FIELD CROPS,BU / ACRE,MICHIGAN
CENTRAL,50,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,107,MECOSTA,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,107,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,145.8,"MICHIGAN, CENTRAL, MECOSTA",26,FIELD CROPS,BU / ACRE,MICHIGAN
CENTRAL,50,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,111,MIDLAND,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,111,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,163.1,"MICHIGAN, CENTRAL, MIDLAND",26,FIELD CROPS,BU / ACRE,MICHIGAN
CENTRAL,50,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,117,MONTCALM,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,117,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,141.4,"MICHIGAN, CENTRAL, MONTCALM",26,FIELD CROPS,BU / ACRE,MICHIGAN
CENTRAL,50,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,133,OSCEOLA,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,133,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,134.9,"MICHIGAN, CENTRAL, OSCEOLA",26,FIELD CROPS,BU / ACRE,MICHIGAN
EAST CENTRAL,60,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,011,ARENAC,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,011,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,146.2,"MICHIGAN, EAST CENTRAL, ARENAC",26,FIELD CROPS,BU / ACRE,MICHIGAN
EAST CENTRAL,60,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,017,BAY,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,017,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,161.2,"MICHIGAN, EAST CENTRAL, BAY",26,FIELD CROPS,BU / ACRE,MICHIGAN
EAST CENTRAL,60,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,063,HURON,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,063,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,144.6,"MICHIGAN, EAST CENTRAL, HURON",26,FIELD CROPS,BU / ACRE,MICHIGAN
EAST CENTRAL,60,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,145,SAGINAW,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,145,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,155.8,"MICHIGAN, EAST CENTRAL, SAGINAW",26,FIELD CROPS,BU / ACRE,MICHIGAN
EAST CENTRAL,60,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,151,SANILAC,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,151,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,158.7,"MICHIGAN, EAST CENTRAL, SANILAC",26,FIELD CROPS,BU / ACRE,MICHIGAN
EAST CENTRAL,60,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,157,TUSCOLA,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,157,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,160.3,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHWEST,70,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,005,ALLEGAN,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,005,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,119.1,"MICHIGAN, SOUTHWEST, ALLEGAN",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHWEST,70,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,021,BERRIEN,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,021,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,143.3,"MICHIGAN, SOUTHWEST, BERRIEN",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHWEST,70,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,027,CASS,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,027,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,138.4,"MICHIGAN, SOUTHWEST, CASS",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHWEST,70,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,077,KALAMAZOO,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,077,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,138.2,"MICHIGAN, SOUTHWEST, KALAMAZOO",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHWEST,70,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,081,KENT,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,081,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,129.9,"MICHIGAN, SOUTHWEST, KENT",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHWEST,70,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,139,OTTAWA,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,139,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,111.2,"MICHIGAN, SOUTHWEST, OTTAWA",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTHWEST,70,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,159,VAN BUREN,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,159,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,133.7,"MICHIGAN, SOUTHWEST, VAN BUREN",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTH CENTRAL,80,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,015,BARRY,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,015,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,121,"MICHIGAN, SOUTH CENTRAL, BARRY",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTH CENTRAL,80,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,023,BRANCH,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,023,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,112.8,"MICHIGAN, SOUTH CENTRAL, BRANCH",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTH CENTRAL,80,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,025,CALHOUN,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,025,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,87.1,"MICHIGAN, SOUTH CENTRAL, CALHOUN",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTH CENTRAL,80,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,037,CLINTON,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,037,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,149,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTH CENTRAL,80,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,045,EATON,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,045,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,124.2,"MICHIGAN, SOUTH CENTRAL, EATON",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTH CENTRAL,80,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,059,HILLSDALE,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,059,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,112.5,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTH CENTRAL,80,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,065,INGHAM,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,065,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,120.5,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTH CENTRAL,80,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,067,IONIA,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,067,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,140.5,"MICHIGAN, SOUTH CENTRAL, IONIA",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTH CENTRAL,80,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,075,JACKSON,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,075,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,78.7,"MICHIGAN, SOUTH CENTRAL, JACKSON",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTH CENTRAL,80,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,149,ST JOSEPH,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,149,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,139.7,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",26,FIELD CROPS,BU / ACRE,MICHIGAN
SOUTH CENTRAL,80,CROPS,GRAIN,00,COUNTY,UNITED STATES,YIELD,YEAR,26,MI,ALL PRODUCTION PRACTICES,155,SHIAWASSEE,TOTAL,00000000,2012,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,155,,,9000,ALL CLASSES,00,CORN,,NOT SPECIFIED,ANNUAL,2015-06-03 15:08:31.000,139.2,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,FIELD CROPS,BU / ACRE,MICHIGAN
