util_practice_desc,location_desc,state_ansi,region_desc,group_desc,zip_5,asd_desc,week_ending,agg_level_desc,county_code,year,state_fips_code,sector_desc,country_code,asd_code,commodity_desc,domain_desc,watershed_code,state_alpha,state_name,reference_period_desc,short_desc,load_time,class_desc,county_ansi,prodn_practice_desc,county_name,watershed_desc,country_name,begin_code,end_code,domaincat_desc,CV (%),source_desc,Value,statisticcat_desc,unit_desc,congr_district_code,freq_desc
GRAIN,"MICHIGAN, NORTHWEST, LEELANAU",26,,FIELD CROPS,,NORTHWEST,,COUNTY,089,1964,26,CROPS,9000,20,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,089,ALL PRODUCTION PRACTICES,LEELANAU,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,51.6,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHWEST, MANISTEE",26,,FIELD CROPS,,NORTHWEST,,COUNTY,101,1964,26,CROPS,9000,20,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,101,ALL PRODUCTION PRACTICES,MANISTEE,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,42.1,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHWEST, MISSAUKEE",26,,FIELD CROPS,,NORTHWEST,,COUNTY,113,1964,26,CROPS,9000,20,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,113,ALL PRODUCTION PRACTICES,MISSAUKEE,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,62.7,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHWEST, WEXFORD",26,,FIELD CROPS,,NORTHWEST,,COUNTY,165,1964,26,CROPS,9000,20,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,165,ALL PRODUCTION PRACTICES,WEXFORD,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,42.5,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHEAST, ALCONA",26,,FIELD CROPS,,NORTHEAST,,COUNTY,001,1964,26,CROPS,9000,30,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,001,ALL PRODUCTION PRACTICES,ALCONA,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,40.8,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHEAST, ALPENA",26,,FIELD CROPS,,NORTHEAST,,COUNTY,007,1964,26,CROPS,9000,30,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,007,ALL PRODUCTION PRACTICES,ALPENA,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,58.3,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHEAST, CHEBOYGAN",26,,FIELD CROPS,,NORTHEAST,,COUNTY,031,1964,26,CROPS,9000,30,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,031,ALL PRODUCTION PRACTICES,CHEBOYGAN,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,37.6,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHEAST, CRAWFORD",26,,FIELD CROPS,,NORTHEAST,,COUNTY,039,1964,26,CROPS,9000,30,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,039,ALL PRODUCTION PRACTICES,CRAWFORD,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,60,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHEAST, IOSCO",26,,FIELD CROPS,,NORTHEAST,,COUNTY,069,1964,26,CROPS,9000,30,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,069,ALL PRODUCTION PRACTICES,IOSCO,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,59,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHEAST, MONTMORENCY",26,,FIELD CROPS,,NORTHEAST,,COUNTY,119,1964,26,CROPS,9000,30,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,119,ALL PRODUCTION PRACTICES,MONTMORENCY,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,60,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHEAST, OGEMAW",26,,FIELD CROPS,,NORTHEAST,,COUNTY,129,1964,26,CROPS,9000,30,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,129,ALL PRODUCTION PRACTICES,OGEMAW,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,49.7,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHEAST, OSCODA",26,,FIELD CROPS,,NORTHEAST,,COUNTY,135,1964,26,CROPS,9000,30,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,135,ALL PRODUCTION PRACTICES,OSCODA,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,37.7,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHEAST, OTSEGO",26,,FIELD CROPS,,NORTHEAST,,COUNTY,137,1964,26,CROPS,9000,30,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,137,ALL PRODUCTION PRACTICES,OTSEGO,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,35.7,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,,FIELD CROPS,,NORTHEAST,,COUNTY,141,1964,26,CROPS,9000,30,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,141,ALL PRODUCTION PRACTICES,PRESQUE ISLE,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,43.3,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, NORTHEAST, ROSCOMMON",26,,FIELD CROPS,,NORTHEAST,,COUNTY,143,1964,26,CROPS,9000,30,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,143,ALL PRODUCTION PRACTICES,ROSCOMMON,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,20,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, WEST CENTRAL, LAKE",26,,FIELD CROPS,,WEST CENTRAL,,COUNTY,085,1964,26,CROPS,9000,40,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,085,ALL PRODUCTION PRACTICES,LAKE,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,43.3,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, WEST CENTRAL, MASON",26,,FIELD CROPS,,WEST CENTRAL,,COUNTY,105,1964,26,CROPS,9000,40,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,105,ALL PRODUCTION PRACTICES,MASON,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,45.4,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, WEST CENTRAL, MUSKEGON",26,,FIELD CROPS,,WEST CENTRAL,,COUNTY,121,1964,26,CROPS,9000,40,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,121,ALL PRODUCTION PRACTICES,MUSKEGON,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,47.8,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, WEST CENTRAL, NEWAYGO",26,,FIELD CROPS,,WEST CENTRAL,,COUNTY,123,1964,26,CROPS,9000,40,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,123,ALL PRODUCTION PRACTICES,NEWAYGO,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,41.8,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, WEST CENTRAL, OCEANA",26,,FIELD CROPS,,WEST CENTRAL,,COUNTY,127,1964,26,CROPS,9000,40,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,127,ALL PRODUCTION PRACTICES,OCEANA,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,54.8,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, CENTRAL, CLARE",26,,FIELD CROPS,,CENTRAL,,COUNTY,035,1964,26,CROPS,9000,50,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,035,ALL PRODUCTION PRACTICES,CLARE,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,60.2,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, CENTRAL, GLADWIN",26,,FIELD CROPS,,CENTRAL,,COUNTY,051,1964,26,CROPS,9000,50,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,051,ALL PRODUCTION PRACTICES,GLADWIN,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,56.2,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, CENTRAL, GRATIOT",26,,FIELD CROPS,,CENTRAL,,COUNTY,057,1964,26,CROPS,9000,50,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,057,ALL PRODUCTION PRACTICES,GRATIOT,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,78.3,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, CENTRAL, ISABELLA",26,,FIELD CROPS,,CENTRAL,,COUNTY,073,1964,26,CROPS,9000,50,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,073,ALL PRODUCTION PRACTICES,ISABELLA,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,69.9,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, CENTRAL, MECOSTA",26,,FIELD CROPS,,CENTRAL,,COUNTY,107,1964,26,CROPS,9000,50,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,107,ALL PRODUCTION PRACTICES,MECOSTA,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,58.1,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, CENTRAL, MIDLAND",26,,FIELD CROPS,,CENTRAL,,COUNTY,111,1964,26,CROPS,9000,50,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,111,ALL PRODUCTION PRACTICES,MIDLAND,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,68.8,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, CENTRAL, MONTCALM",26,,FIELD CROPS,,CENTRAL,,COUNTY,117,1964,26,CROPS,9000,50,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,117,ALL PRODUCTION PRACTICES,MONTCALM,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,65.2,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, CENTRAL, OSCEOLA",26,,FIELD CROPS,,CENTRAL,,COUNTY,133,1964,26,CROPS,9000,50,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,133,ALL PRODUCTION PRACTICES,OSCEOLA,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,54.2,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, EAST CENTRAL, ARENAC",26,,FIELD CROPS,,EAST CENTRAL,,COUNTY,011,1964,26,CROPS,9000,60,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,011,ALL PRODUCTION PRACTICES,ARENAC,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,63.9,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, EAST CENTRAL, BAY",26,,FIELD CROPS,,EAST CENTRAL,,COUNTY,017,1964,26,CROPS,9000,60,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,017,ALL PRODUCTION PRACTICES,BAY,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,71.3,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, EAST CENTRAL, HURON",26,,FIELD CROPS,,EAST CENTRAL,,COUNTY,063,1964,26,CROPS,9000,60,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,063,ALL PRODUCTION PRACTICES,HURON,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,73.9,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, EAST CENTRAL, SAGINAW",26,,FIELD CROPS,,EAST CENTRAL,,COUNTY,145,1964,26,CROPS,9000,60,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,145,ALL PRODUCTION PRACTICES,SAGINAW,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,72.6,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, EAST CENTRAL, SANILAC",26,,FIELD CROPS,,EAST CENTRAL,,COUNTY,151,1964,26,CROPS,9000,60,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,151,ALL PRODUCTION PRACTICES,SANILAC,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,64.7,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,,FIELD CROPS,,EAST CENTRAL,,COUNTY,157,1964,26,CROPS,9000,60,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,157,ALL PRODUCTION PRACTICES,TUSCOLA,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,61.1,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHWEST, ALLEGAN",26,,FIELD CROPS,,SOUTHWEST,,COUNTY,005,1964,26,CROPS,9000,70,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,005,ALL PRODUCTION PRACTICES,ALLEGAN,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,52.4,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHWEST, BERRIEN",26,,FIELD CROPS,,SOUTHWEST,,COUNTY,021,1964,26,CROPS,9000,70,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,021,ALL PRODUCTION PRACTICES,BERRIEN,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,58.6,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHWEST, CASS",26,,FIELD CROPS,,SOUTHWEST,,COUNTY,027,1964,26,CROPS,9000,70,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,027,ALL PRODUCTION PRACTICES,CASS,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,49.5,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHWEST, KALAMAZOO",26,,FIELD CROPS,,SOUTHWEST,,COUNTY,077,1964,26,CROPS,9000,70,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,077,ALL PRODUCTION PRACTICES,KALAMAZOO,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,42.3,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHWEST, KENT",26,,FIELD CROPS,,SOUTHWEST,,COUNTY,081,1964,26,CROPS,9000,70,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,081,ALL PRODUCTION PRACTICES,KENT,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,57,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHWEST, OTTAWA",26,,FIELD CROPS,,SOUTHWEST,,COUNTY,139,1964,26,CROPS,9000,70,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,139,ALL PRODUCTION PRACTICES,OTTAWA,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,56.9,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTHWEST, VAN BUREN",26,,FIELD CROPS,,SOUTHWEST,,COUNTY,159,1964,26,CROPS,9000,70,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,159,ALL PRODUCTION PRACTICES,VAN BUREN,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,42.4,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTH CENTRAL, BARRY",26,,FIELD CROPS,,SOUTH CENTRAL,,COUNTY,015,1964,26,CROPS,9000,80,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,015,ALL PRODUCTION PRACTICES,BARRY,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,47.2,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTH CENTRAL, BRANCH",26,,FIELD CROPS,,SOUTH CENTRAL,,COUNTY,023,1964,26,CROPS,9000,80,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,023,ALL PRODUCTION PRACTICES,BRANCH,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,44.6,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTH CENTRAL, CALHOUN",26,,FIELD CROPS,,SOUTH CENTRAL,,COUNTY,025,1964,26,CROPS,9000,80,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,025,ALL PRODUCTION PRACTICES,CALHOUN,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,46.3,YIELD,BU / ACRE,,ANNUAL
GRAIN,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,,FIELD CROPS,,SOUTH CENTRAL,,COUNTY,037,1964,26,CROPS,9000,80,CORN,TOTAL,00000000,MI,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,037,ALL PRODUCTION PRACTICES,CLINTON,,UNITED STATES,00,00,NOT SPECIFIED,,SURVEY,73.8,YIELD,BU / ACRE,,ANNUAL
