domaincat_desc,unit_desc,state_fips_code,reference_period_desc,county_name,class_desc,source_desc,group_desc,end_code,prodn_practice_desc,location_desc,state_alpha,commodity_desc,state_ansi,watershed_desc,watershed_code,county_code,country_name,CV (%),week_ending,agg_level_desc,country_code,state_name,county_ansi,statisticcat_desc,asd_code,Value,util_practice_desc,load_time,freq_desc,zip_5,begin_code,congr_district_code,asd_desc,year,sector_desc,domain_desc,short_desc,region_desc
NOT SPECIFIED,BU / ACRE,26,YEAR,MANISTEE,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, NORTHWEST, MANISTEE",MI,CORN,26,,00000000,101,UNITED STATES,,,COUNTY,9000,MICHIGAN,101,YIELD,20,92,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,NORTHWEST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,MISSAUKEE,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, NORTHWEST, MISSAUKEE",MI,CORN,26,,00000000,113,UNITED STATES,,,COUNTY,9000,MICHIGAN,113,YIELD,20,98,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,NORTHWEST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,WEXFORD,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, NORTHWEST, WEXFORD",MI,CORN,26,,00000000,165,UNITED STATES,,,COUNTY,9000,MICHIGAN,165,YIELD,20,67,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,NORTHWEST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,OTHER (COMBINED) COUNTIES,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",MI,CORN,26,,00000000,998,UNITED STATES,,,COUNTY,9000,MICHIGAN,,YIELD,30,93,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,NORTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,ALCONA,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, NORTHEAST, ALCONA",MI,CORN,26,,00000000,001,UNITED STATES,,,COUNTY,9000,MICHIGAN,001,YIELD,30,69,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,NORTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,ALPENA,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, NORTHEAST, ALPENA",MI,CORN,26,,00000000,007,UNITED STATES,,,COUNTY,9000,MICHIGAN,007,YIELD,30,95,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,NORTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,CHEBOYGAN,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, NORTHEAST, CHEBOYGAN",MI,CORN,26,,00000000,031,UNITED STATES,,,COUNTY,9000,MICHIGAN,031,YIELD,30,75,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,NORTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,IOSCO,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, NORTHEAST, IOSCO",MI,CORN,26,,00000000,069,UNITED STATES,,,COUNTY,9000,MICHIGAN,069,YIELD,30,100,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,NORTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,OGEMAW,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, NORTHEAST, OGEMAW",MI,CORN,26,,00000000,129,UNITED STATES,,,COUNTY,9000,MICHIGAN,129,YIELD,30,110,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,NORTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,OTSEGO,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, NORTHEAST, OTSEGO",MI,CORN,26,,00000000,137,UNITED STATES,,,COUNTY,9000,MICHIGAN,137,YIELD,30,65,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,NORTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,PRESQUE ISLE,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, NORTHEAST, PRESQUE ISLE",MI,CORN,26,,00000000,141,UNITED STATES,,,COUNTY,9000,MICHIGAN,141,YIELD,30,100,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,NORTHEAST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,LAKE,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, WEST CENTRAL, LAKE",MI,CORN,26,,00000000,085,UNITED STATES,,,COUNTY,9000,MICHIGAN,085,YIELD,40,80,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,WEST CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,MASON,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, WEST CENTRAL, MASON",MI,CORN,26,,00000000,105,UNITED STATES,,,COUNTY,9000,MICHIGAN,105,YIELD,40,64,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,WEST CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,MUSKEGON,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, WEST CENTRAL, MUSKEGON",MI,CORN,26,,00000000,121,UNITED STATES,,,COUNTY,9000,MICHIGAN,121,YIELD,40,70,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,WEST CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,NEWAYGO,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, WEST CENTRAL, NEWAYGO",MI,CORN,26,,00000000,123,UNITED STATES,,,COUNTY,9000,MICHIGAN,123,YIELD,40,90,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,WEST CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,OCEANA,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, WEST CENTRAL, OCEANA",MI,CORN,26,,00000000,127,UNITED STATES,,,COUNTY,9000,MICHIGAN,127,YIELD,40,86,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,WEST CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,CLARE,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, CENTRAL, CLARE",MI,CORN,26,,00000000,035,UNITED STATES,,,COUNTY,9000,MICHIGAN,035,YIELD,50,94,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,GLADWIN,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, CENTRAL, GLADWIN",MI,CORN,26,,00000000,051,UNITED STATES,,,COUNTY,9000,MICHIGAN,051,YIELD,50,104,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,GRATIOT,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, CENTRAL, GRATIOT",MI,CORN,26,,00000000,057,UNITED STATES,,,COUNTY,9000,MICHIGAN,057,YIELD,50,112,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,ISABELLA,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, CENTRAL, ISABELLA",MI,CORN,26,,00000000,073,UNITED STATES,,,COUNTY,9000,MICHIGAN,073,YIELD,50,92,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,MECOSTA,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, CENTRAL, MECOSTA",MI,CORN,26,,00000000,107,UNITED STATES,,,COUNTY,9000,MICHIGAN,107,YIELD,50,97,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,MIDLAND,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, CENTRAL, MIDLAND",MI,CORN,26,,00000000,111,UNITED STATES,,,COUNTY,9000,MICHIGAN,111,YIELD,50,112,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,MONTCALM,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, CENTRAL, MONTCALM",MI,CORN,26,,00000000,117,UNITED STATES,,,COUNTY,9000,MICHIGAN,117,YIELD,50,101,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,OSCEOLA,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, CENTRAL, OSCEOLA",MI,CORN,26,,00000000,133,UNITED STATES,,,COUNTY,9000,MICHIGAN,133,YIELD,50,76,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,ARENAC,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, EAST CENTRAL, ARENAC",MI,CORN,26,,00000000,011,UNITED STATES,,,COUNTY,9000,MICHIGAN,011,YIELD,60,99,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,EAST CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,BAY,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, EAST CENTRAL, BAY",MI,CORN,26,,00000000,017,UNITED STATES,,,COUNTY,9000,MICHIGAN,017,YIELD,60,116,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,EAST CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,HURON,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, EAST CENTRAL, HURON",MI,CORN,26,,00000000,063,UNITED STATES,,,COUNTY,9000,MICHIGAN,063,YIELD,60,126,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,EAST CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,SAGINAW,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, EAST CENTRAL, SAGINAW",MI,CORN,26,,00000000,145,UNITED STATES,,,COUNTY,9000,MICHIGAN,145,YIELD,60,103,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,EAST CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,SANILAC,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, EAST CENTRAL, SANILAC",MI,CORN,26,,00000000,151,UNITED STATES,,,COUNTY,9000,MICHIGAN,151,YIELD,60,103,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,EAST CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,TUSCOLA,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, EAST CENTRAL, TUSCOLA",MI,CORN,26,,00000000,157,UNITED STATES,,,COUNTY,9000,MICHIGAN,157,YIELD,60,111,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,EAST CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,ALLEGAN,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHWEST, ALLEGAN",MI,CORN,26,,00000000,005,UNITED STATES,,,COUNTY,9000,MICHIGAN,005,YIELD,70,64,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHWEST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,BERRIEN,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHWEST, BERRIEN",MI,CORN,26,,00000000,021,UNITED STATES,,,COUNTY,9000,MICHIGAN,021,YIELD,70,84,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHWEST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,CASS,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHWEST, CASS",MI,CORN,26,,00000000,027,UNITED STATES,,,COUNTY,9000,MICHIGAN,027,YIELD,70,83,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHWEST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,KALAMAZOO,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHWEST, KALAMAZOO",MI,CORN,26,,00000000,077,UNITED STATES,,,COUNTY,9000,MICHIGAN,077,YIELD,70,74,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHWEST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,KENT,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHWEST, KENT",MI,CORN,26,,00000000,081,UNITED STATES,,,COUNTY,9000,MICHIGAN,081,YIELD,70,90,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHWEST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,OTTAWA,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHWEST, OTTAWA",MI,CORN,26,,00000000,139,UNITED STATES,,,COUNTY,9000,MICHIGAN,139,YIELD,70,55,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHWEST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,VAN BUREN,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTHWEST, VAN BUREN",MI,CORN,26,,00000000,159,UNITED STATES,,,COUNTY,9000,MICHIGAN,159,YIELD,70,47,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTHWEST,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,BARRY,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTH CENTRAL, BARRY",MI,CORN,26,,00000000,015,UNITED STATES,,,COUNTY,9000,MICHIGAN,015,YIELD,80,72,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTH CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,BRANCH,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTH CENTRAL, BRANCH",MI,CORN,26,,00000000,023,UNITED STATES,,,COUNTY,9000,MICHIGAN,023,YIELD,80,89,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTH CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,CALHOUN,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTH CENTRAL, CALHOUN",MI,CORN,26,,00000000,025,UNITED STATES,,,COUNTY,9000,MICHIGAN,025,YIELD,80,79,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTH CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,CLINTON,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTH CENTRAL, CLINTON",MI,CORN,26,,00000000,037,UNITED STATES,,,COUNTY,9000,MICHIGAN,037,YIELD,80,108,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTH CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,EATON,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTH CENTRAL, EATON",MI,CORN,26,,00000000,045,UNITED STATES,,,COUNTY,9000,MICHIGAN,045,YIELD,80,100,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTH CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,HILLSDALE,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",MI,CORN,26,,00000000,059,UNITED STATES,,,COUNTY,9000,MICHIGAN,059,YIELD,80,69,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTH CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,INGHAM,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTH CENTRAL, INGHAM",MI,CORN,26,,00000000,065,UNITED STATES,,,COUNTY,9000,MICHIGAN,065,YIELD,80,93,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTH CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
NOT SPECIFIED,BU / ACRE,26,YEAR,IONIA,ALL CLASSES,SURVEY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,"MICHIGAN, SOUTH CENTRAL, IONIA",MI,CORN,26,,00000000,067,UNITED STATES,,,COUNTY,9000,MICHIGAN,067,YIELD,80,101,GRAIN,2012-01-01 00:00:00.000,ANNUAL,,00,,SOUTH CENTRAL,1996,CROPS,TOTAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",
