unit_desc,domaincat_desc,reference_period_desc,congr_district_code,region_desc,asd_desc,source_desc,util_practice_desc,zip_5,state_ansi,domain_desc,county_code,location_desc,state_fips_code,state_name,class_desc,state_alpha,country_code,commodity_desc,country_name,short_desc,freq_desc,watershed_desc,watershed_code,year,begin_code,load_time,sector_desc,asd_code,CV (%),statisticcat_desc,end_code,county_ansi,prodn_practice_desc,group_desc,county_name,agg_level_desc,Value,week_ending
BU / ACRE,NOT SPECIFIED,YEAR,,,UPPER PENINSULA,SURVEY,GRAIN,,26,TOTAL,103,"MICHIGAN, UPPER PENINSULA, MARQUETTE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,10,,YIELD,00,103,ALL PRODUCTION PRACTICES,FIELD CROPS,MARQUETTE,COUNTY,32.5,
BU / ACRE,NOT SPECIFIED,YEAR,,,UPPER PENINSULA,SURVEY,GRAIN,,26,TOTAL,109,"MICHIGAN, UPPER PENINSULA, MENOMINEE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,10,,YIELD,00,109,ALL PRODUCTION PRACTICES,FIELD CROPS,MENOMINEE,COUNTY,43.6,
BU / ACRE,NOT SPECIFIED,YEAR,,,UPPER PENINSULA,SURVEY,GRAIN,,26,TOTAL,131,"MICHIGAN, UPPER PENINSULA, ONTONAGON",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,10,,YIELD,00,131,ALL PRODUCTION PRACTICES,FIELD CROPS,ONTONAGON,COUNTY,20,
BU / ACRE,NOT SPECIFIED,YEAR,,,UPPER PENINSULA,SURVEY,GRAIN,,26,TOTAL,153,"MICHIGAN, UPPER PENINSULA, SCHOOLCRAFT",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,10,,YIELD,00,153,ALL PRODUCTION PRACTICES,FIELD CROPS,SCHOOLCRAFT,COUNTY,30,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHWEST,SURVEY,GRAIN,,26,TOTAL,009,"MICHIGAN, NORTHWEST, ANTRIM",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,20,,YIELD,00,009,ALL PRODUCTION PRACTICES,FIELD CROPS,ANTRIM,COUNTY,34,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHWEST,SURVEY,GRAIN,,26,TOTAL,019,"MICHIGAN, NORTHWEST, BENZIE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,20,,YIELD,00,019,ALL PRODUCTION PRACTICES,FIELD CROPS,BENZIE,COUNTY,21.2,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHWEST,SURVEY,GRAIN,,26,TOTAL,029,"MICHIGAN, NORTHWEST, CHARLEVOIX",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,20,,YIELD,00,029,ALL PRODUCTION PRACTICES,FIELD CROPS,CHARLEVOIX,COUNTY,41.8,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHWEST,SURVEY,GRAIN,,26,TOTAL,047,"MICHIGAN, NORTHWEST, EMMET",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,20,,YIELD,00,047,ALL PRODUCTION PRACTICES,FIELD CROPS,EMMET,COUNTY,29.3,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHWEST,SURVEY,GRAIN,,26,TOTAL,055,"MICHIGAN, NORTHWEST, GRAND TRAVERSE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,20,,YIELD,00,055,ALL PRODUCTION PRACTICES,FIELD CROPS,GRAND TRAVERSE,COUNTY,34.9,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHWEST,SURVEY,GRAIN,,26,TOTAL,079,"MICHIGAN, NORTHWEST, KALKASKA",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,20,,YIELD,00,079,ALL PRODUCTION PRACTICES,FIELD CROPS,KALKASKA,COUNTY,20.8,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHWEST,SURVEY,GRAIN,,26,TOTAL,089,"MICHIGAN, NORTHWEST, LEELANAU",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,20,,YIELD,00,089,ALL PRODUCTION PRACTICES,FIELD CROPS,LEELANAU,COUNTY,33.6,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHWEST,SURVEY,GRAIN,,26,TOTAL,101,"MICHIGAN, NORTHWEST, MANISTEE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,20,,YIELD,00,101,ALL PRODUCTION PRACTICES,FIELD CROPS,MANISTEE,COUNTY,30,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHWEST,SURVEY,GRAIN,,26,TOTAL,113,"MICHIGAN, NORTHWEST, MISSAUKEE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,20,,YIELD,00,113,ALL PRODUCTION PRACTICES,FIELD CROPS,MISSAUKEE,COUNTY,33.7,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHWEST,SURVEY,GRAIN,,26,TOTAL,165,"MICHIGAN, NORTHWEST, WEXFORD",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,20,,YIELD,00,165,ALL PRODUCTION PRACTICES,FIELD CROPS,WEXFORD,COUNTY,30,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHEAST,SURVEY,GRAIN,,26,TOTAL,001,"MICHIGAN, NORTHEAST, ALCONA",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,30,,YIELD,00,001,ALL PRODUCTION PRACTICES,FIELD CROPS,ALCONA,COUNTY,25.7,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHEAST,SURVEY,GRAIN,,26,TOTAL,007,"MICHIGAN, NORTHEAST, ALPENA",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,30,,YIELD,00,007,ALL PRODUCTION PRACTICES,FIELD CROPS,ALPENA,COUNTY,33.4,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHEAST,SURVEY,GRAIN,,26,TOTAL,031,"MICHIGAN, NORTHEAST, CHEBOYGAN",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,30,,YIELD,00,031,ALL PRODUCTION PRACTICES,FIELD CROPS,CHEBOYGAN,COUNTY,25,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHEAST,SURVEY,GRAIN,,26,TOTAL,039,"MICHIGAN, NORTHEAST, CRAWFORD",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,30,,YIELD,00,039,ALL PRODUCTION PRACTICES,FIELD CROPS,CRAWFORD,COUNTY,26.5,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHEAST,SURVEY,GRAIN,,26,TOTAL,069,"MICHIGAN, NORTHEAST, IOSCO",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,30,,YIELD,00,069,ALL PRODUCTION PRACTICES,FIELD CROPS,IOSCO,COUNTY,30.6,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHEAST,SURVEY,GRAIN,,26,TOTAL,119,"MICHIGAN, NORTHEAST, MONTMORENCY",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,30,,YIELD,00,119,ALL PRODUCTION PRACTICES,FIELD CROPS,MONTMORENCY,COUNTY,34.8,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHEAST,SURVEY,GRAIN,,26,TOTAL,129,"MICHIGAN, NORTHEAST, OGEMAW",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,30,,YIELD,00,129,ALL PRODUCTION PRACTICES,FIELD CROPS,OGEMAW,COUNTY,37.3,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHEAST,SURVEY,GRAIN,,26,TOTAL,135,"MICHIGAN, NORTHEAST, OSCODA",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,30,,YIELD,00,135,ALL PRODUCTION PRACTICES,FIELD CROPS,OSCODA,COUNTY,30,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHEAST,SURVEY,GRAIN,,26,TOTAL,137,"MICHIGAN, NORTHEAST, OTSEGO",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,30,,YIELD,00,137,ALL PRODUCTION PRACTICES,FIELD CROPS,OTSEGO,COUNTY,26.6,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHEAST,SURVEY,GRAIN,,26,TOTAL,141,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,30,,YIELD,00,141,ALL PRODUCTION PRACTICES,FIELD CROPS,PRESQUE ISLE,COUNTY,21.4,
BU / ACRE,NOT SPECIFIED,YEAR,,,NORTHEAST,SURVEY,GRAIN,,26,TOTAL,143,"MICHIGAN, NORTHEAST, ROSCOMMON",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,30,,YIELD,00,143,ALL PRODUCTION PRACTICES,FIELD CROPS,ROSCOMMON,COUNTY,16.7,
BU / ACRE,NOT SPECIFIED,YEAR,,,WEST CENTRAL,SURVEY,GRAIN,,26,TOTAL,085,"MICHIGAN, WEST CENTRAL, LAKE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,40,,YIELD,00,085,ALL PRODUCTION PRACTICES,FIELD CROPS,LAKE,COUNTY,32.4,
BU / ACRE,NOT SPECIFIED,YEAR,,,WEST CENTRAL,SURVEY,GRAIN,,26,TOTAL,105,"MICHIGAN, WEST CENTRAL, MASON",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,40,,YIELD,00,105,ALL PRODUCTION PRACTICES,FIELD CROPS,MASON,COUNTY,39.8,
BU / ACRE,NOT SPECIFIED,YEAR,,,WEST CENTRAL,SURVEY,GRAIN,,26,TOTAL,121,"MICHIGAN, WEST CENTRAL, MUSKEGON",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,40,,YIELD,00,121,ALL PRODUCTION PRACTICES,FIELD CROPS,MUSKEGON,COUNTY,44.1,
BU / ACRE,NOT SPECIFIED,YEAR,,,WEST CENTRAL,SURVEY,GRAIN,,26,TOTAL,123,"MICHIGAN, WEST CENTRAL, NEWAYGO",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,40,,YIELD,00,123,ALL PRODUCTION PRACTICES,FIELD CROPS,NEWAYGO,COUNTY,38.6,
BU / ACRE,NOT SPECIFIED,YEAR,,,WEST CENTRAL,SURVEY,GRAIN,,26,TOTAL,127,"MICHIGAN, WEST CENTRAL, OCEANA",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,40,,YIELD,00,127,ALL PRODUCTION PRACTICES,FIELD CROPS,OCEANA,COUNTY,44.7,
BU / ACRE,NOT SPECIFIED,YEAR,,,CENTRAL,SURVEY,GRAIN,,26,TOTAL,035,"MICHIGAN, CENTRAL, CLARE",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,50,,YIELD,00,035,ALL PRODUCTION PRACTICES,FIELD CROPS,CLARE,COUNTY,44.5,
BU / ACRE,NOT SPECIFIED,YEAR,,,CENTRAL,SURVEY,GRAIN,,26,TOTAL,051,"MICHIGAN, CENTRAL, GLADWIN",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,50,,YIELD,00,051,ALL PRODUCTION PRACTICES,FIELD CROPS,GLADWIN,COUNTY,44.1,
BU / ACRE,NOT SPECIFIED,YEAR,,,CENTRAL,SURVEY,GRAIN,,26,TOTAL,057,"MICHIGAN, CENTRAL, GRATIOT",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,50,,YIELD,00,057,ALL PRODUCTION PRACTICES,FIELD CROPS,GRATIOT,COUNTY,51.1,
BU / ACRE,NOT SPECIFIED,YEAR,,,CENTRAL,SURVEY,GRAIN,,26,TOTAL,073,"MICHIGAN, CENTRAL, ISABELLA",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,50,,YIELD,00,073,ALL PRODUCTION PRACTICES,FIELD CROPS,ISABELLA,COUNTY,46.3,
BU / ACRE,NOT SPECIFIED,YEAR,,,CENTRAL,SURVEY,GRAIN,,26,TOTAL,107,"MICHIGAN, CENTRAL, MECOSTA",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,50,,YIELD,00,107,ALL PRODUCTION PRACTICES,FIELD CROPS,MECOSTA,COUNTY,30.9,
BU / ACRE,NOT SPECIFIED,YEAR,,,CENTRAL,SURVEY,GRAIN,,26,TOTAL,111,"MICHIGAN, CENTRAL, MIDLAND",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,50,,YIELD,00,111,ALL PRODUCTION PRACTICES,FIELD CROPS,MIDLAND,COUNTY,38.1,
BU / ACRE,NOT SPECIFIED,YEAR,,,CENTRAL,SURVEY,GRAIN,,26,TOTAL,117,"MICHIGAN, CENTRAL, MONTCALM",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,50,,YIELD,00,117,ALL PRODUCTION PRACTICES,FIELD CROPS,MONTCALM,COUNTY,49.7,
BU / ACRE,NOT SPECIFIED,YEAR,,,CENTRAL,SURVEY,GRAIN,,26,TOTAL,133,"MICHIGAN, CENTRAL, OSCEOLA",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,50,,YIELD,00,133,ALL PRODUCTION PRACTICES,FIELD CROPS,OSCEOLA,COUNTY,36.3,
BU / ACRE,NOT SPECIFIED,YEAR,,,EAST CENTRAL,SURVEY,GRAIN,,26,TOTAL,011,"MICHIGAN, EAST CENTRAL, ARENAC",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,60,,YIELD,00,011,ALL PRODUCTION PRACTICES,FIELD CROPS,ARENAC,COUNTY,30.5,
BU / ACRE,NOT SPECIFIED,YEAR,,,EAST CENTRAL,SURVEY,GRAIN,,26,TOTAL,017,"MICHIGAN, EAST CENTRAL, BAY",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,60,,YIELD,00,017,ALL PRODUCTION PRACTICES,FIELD CROPS,BAY,COUNTY,45.6,
BU / ACRE,NOT SPECIFIED,YEAR,,,EAST CENTRAL,SURVEY,GRAIN,,26,TOTAL,063,"MICHIGAN, EAST CENTRAL, HURON",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,60,,YIELD,00,063,ALL PRODUCTION PRACTICES,FIELD CROPS,HURON,COUNTY,43.9,
BU / ACRE,NOT SPECIFIED,YEAR,,,EAST CENTRAL,SURVEY,GRAIN,,26,TOTAL,145,"MICHIGAN, EAST CENTRAL, SAGINAW",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,60,,YIELD,00,145,ALL PRODUCTION PRACTICES,FIELD CROPS,SAGINAW,COUNTY,51.2,
BU / ACRE,NOT SPECIFIED,YEAR,,,EAST CENTRAL,SURVEY,GRAIN,,26,TOTAL,151,"MICHIGAN, EAST CENTRAL, SANILAC",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,60,,YIELD,00,151,ALL PRODUCTION PRACTICES,FIELD CROPS,SANILAC,COUNTY,43.8,
BU / ACRE,NOT SPECIFIED,YEAR,,,EAST CENTRAL,SURVEY,GRAIN,,26,TOTAL,157,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,60,,YIELD,00,157,ALL PRODUCTION PRACTICES,FIELD CROPS,TUSCOLA,COUNTY,45.8,
BU / ACRE,NOT SPECIFIED,YEAR,,,SOUTHWEST,SURVEY,GRAIN,,26,TOTAL,005,"MICHIGAN, SOUTHWEST, ALLEGAN",26,MICHIGAN,ALL CLASSES,MI,9000,CORN,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1956,00,2012-01-01 00:00:00.000,CROPS,70,,YIELD,00,005,ALL PRODUCTION PRACTICES,FIELD CROPS,ALLEGAN,COUNTY,47.5,
