util_practice_desc,location_desc,region_desc,zip_5,group_desc,state_ansi,country_code,asd_desc,state_fips_code,sector_desc,year,agg_level_desc,county_code,week_ending,asd_code,short_desc,reference_period_desc,state_name,class_desc,load_time,commodity_desc,domain_desc,state_alpha,watershed_code,county_name,prodn_practice_desc,country_name,watershed_desc,county_ansi,domaincat_desc,end_code,CV (%),begin_code,unit_desc,congr_district_code,freq_desc,Value,source_desc,statisticcat_desc
GRAIN,"MICHIGAN, UPPER PENINSULA, MARQUETTE",,,FIELD CROPS,26,9000,UPPER PENINSULA,26,CROPS,1957,COUNTY,103,,10,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MARQUETTE,ALL PRODUCTION PRACTICES,UNITED STATES,,103,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,35,SURVEY,YIELD
GRAIN,"MICHIGAN, UPPER PENINSULA, MENOMINEE",,,FIELD CROPS,26,9000,UPPER PENINSULA,26,CROPS,1957,COUNTY,109,,10,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MENOMINEE,ALL PRODUCTION PRACTICES,UNITED STATES,,109,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,47.8,SURVEY,YIELD
GRAIN,"MICHIGAN, UPPER PENINSULA, ONTONAGON",,,FIELD CROPS,26,9000,UPPER PENINSULA,26,CROPS,1957,COUNTY,131,,10,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,ONTONAGON,ALL PRODUCTION PRACTICES,UNITED STATES,,131,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,23.3,SURVEY,YIELD
GRAIN,"MICHIGAN, UPPER PENINSULA, SCHOOLCRAFT",,,FIELD CROPS,26,9000,UPPER PENINSULA,26,CROPS,1957,COUNTY,153,,10,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,SCHOOLCRAFT,ALL PRODUCTION PRACTICES,UNITED STATES,,153,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,32.5,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHWEST, ANTRIM",,,FIELD CROPS,26,9000,NORTHWEST,26,CROPS,1957,COUNTY,009,,20,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,ANTRIM,ALL PRODUCTION PRACTICES,UNITED STATES,,009,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,27.6,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHWEST, BENZIE",,,FIELD CROPS,26,9000,NORTHWEST,26,CROPS,1957,COUNTY,019,,20,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BENZIE,ALL PRODUCTION PRACTICES,UNITED STATES,,019,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,23.6,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHWEST, CHARLEVOIX",,,FIELD CROPS,26,9000,NORTHWEST,26,CROPS,1957,COUNTY,029,,20,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,CHARLEVOIX,ALL PRODUCTION PRACTICES,UNITED STATES,,029,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,33.9,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHWEST, EMMET",,,FIELD CROPS,26,9000,NORTHWEST,26,CROPS,1957,COUNTY,047,,20,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,EMMET,ALL PRODUCTION PRACTICES,UNITED STATES,,047,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,33.2,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHWEST, GRAND TRAVERSE",,,FIELD CROPS,26,9000,NORTHWEST,26,CROPS,1957,COUNTY,055,,20,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,GRAND TRAVERSE,ALL PRODUCTION PRACTICES,UNITED STATES,,055,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,30.1,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHWEST, KALKASKA",,,FIELD CROPS,26,9000,NORTHWEST,26,CROPS,1957,COUNTY,079,,20,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,KALKASKA,ALL PRODUCTION PRACTICES,UNITED STATES,,079,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,22,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHWEST, LEELANAU",,,FIELD CROPS,26,9000,NORTHWEST,26,CROPS,1957,COUNTY,089,,20,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,LEELANAU,ALL PRODUCTION PRACTICES,UNITED STATES,,089,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,30.2,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHWEST, MANISTEE",,,FIELD CROPS,26,9000,NORTHWEST,26,CROPS,1957,COUNTY,101,,20,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MANISTEE,ALL PRODUCTION PRACTICES,UNITED STATES,,101,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,27.8,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHWEST, MISSAUKEE",,,FIELD CROPS,26,9000,NORTHWEST,26,CROPS,1957,COUNTY,113,,20,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MISSAUKEE,ALL PRODUCTION PRACTICES,UNITED STATES,,113,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,35.4,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHWEST, WEXFORD",,,FIELD CROPS,26,9000,NORTHWEST,26,CROPS,1957,COUNTY,165,,20,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,WEXFORD,ALL PRODUCTION PRACTICES,UNITED STATES,,165,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,30.7,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHEAST, ALCONA",,,FIELD CROPS,26,9000,NORTHEAST,26,CROPS,1957,COUNTY,001,,30,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,ALCONA,ALL PRODUCTION PRACTICES,UNITED STATES,,001,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,35.3,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHEAST, ALPENA",,,FIELD CROPS,26,9000,NORTHEAST,26,CROPS,1957,COUNTY,007,,30,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,ALPENA,ALL PRODUCTION PRACTICES,UNITED STATES,,007,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,44.2,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHEAST, CHEBOYGAN",,,FIELD CROPS,26,9000,NORTHEAST,26,CROPS,1957,COUNTY,031,,30,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,CHEBOYGAN,ALL PRODUCTION PRACTICES,UNITED STATES,,031,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,36.3,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHEAST, CRAWFORD",,,FIELD CROPS,26,9000,NORTHEAST,26,CROPS,1957,COUNTY,039,,30,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,CRAWFORD,ALL PRODUCTION PRACTICES,UNITED STATES,,039,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,60,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHEAST, IOSCO",,,FIELD CROPS,26,9000,NORTHEAST,26,CROPS,1957,COUNTY,069,,30,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,IOSCO,ALL PRODUCTION PRACTICES,UNITED STATES,,069,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,34.5,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHEAST, MONTMORENCY",,,FIELD CROPS,26,9000,NORTHEAST,26,CROPS,1957,COUNTY,119,,30,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MONTMORENCY,ALL PRODUCTION PRACTICES,UNITED STATES,,119,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,42.7,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHEAST, OGEMAW",,,FIELD CROPS,26,9000,NORTHEAST,26,CROPS,1957,COUNTY,129,,30,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,OGEMAW,ALL PRODUCTION PRACTICES,UNITED STATES,,129,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,42.8,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHEAST, OSCODA",,,FIELD CROPS,26,9000,NORTHEAST,26,CROPS,1957,COUNTY,135,,30,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,OSCODA,ALL PRODUCTION PRACTICES,UNITED STATES,,135,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,38.6,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHEAST, OTSEGO",,,FIELD CROPS,26,9000,NORTHEAST,26,CROPS,1957,COUNTY,137,,30,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,OTSEGO,ALL PRODUCTION PRACTICES,UNITED STATES,,137,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,32,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHEAST, PRESQUE ISLE",,,FIELD CROPS,26,9000,NORTHEAST,26,CROPS,1957,COUNTY,141,,30,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,PRESQUE ISLE,ALL PRODUCTION PRACTICES,UNITED STATES,,141,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,33.1,SURVEY,YIELD
GRAIN,"MICHIGAN, NORTHEAST, ROSCOMMON",,,FIELD CROPS,26,9000,NORTHEAST,26,CROPS,1957,COUNTY,143,,30,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,ROSCOMMON,ALL PRODUCTION PRACTICES,UNITED STATES,,143,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,26.3,SURVEY,YIELD
GRAIN,"MICHIGAN, WEST CENTRAL, LAKE",,,FIELD CROPS,26,9000,WEST CENTRAL,26,CROPS,1957,COUNTY,085,,40,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,LAKE,ALL PRODUCTION PRACTICES,UNITED STATES,,085,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,31.6,SURVEY,YIELD
GRAIN,"MICHIGAN, WEST CENTRAL, MASON",,,FIELD CROPS,26,9000,WEST CENTRAL,26,CROPS,1957,COUNTY,105,,40,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MASON,ALL PRODUCTION PRACTICES,UNITED STATES,,105,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,38.9,SURVEY,YIELD
GRAIN,"MICHIGAN, WEST CENTRAL, MUSKEGON",,,FIELD CROPS,26,9000,WEST CENTRAL,26,CROPS,1957,COUNTY,121,,40,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MUSKEGON,ALL PRODUCTION PRACTICES,UNITED STATES,,121,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,39.4,SURVEY,YIELD
GRAIN,"MICHIGAN, WEST CENTRAL, NEWAYGO",,,FIELD CROPS,26,9000,WEST CENTRAL,26,CROPS,1957,COUNTY,123,,40,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,NEWAYGO,ALL PRODUCTION PRACTICES,UNITED STATES,,123,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,30.9,SURVEY,YIELD
GRAIN,"MICHIGAN, WEST CENTRAL, OCEANA",,,FIELD CROPS,26,9000,WEST CENTRAL,26,CROPS,1957,COUNTY,127,,40,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,OCEANA,ALL PRODUCTION PRACTICES,UNITED STATES,,127,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,37.8,SURVEY,YIELD
GRAIN,"MICHIGAN, CENTRAL, CLARE",,,FIELD CROPS,26,9000,CENTRAL,26,CROPS,1957,COUNTY,035,,50,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,CLARE,ALL PRODUCTION PRACTICES,UNITED STATES,,035,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,37.7,SURVEY,YIELD
GRAIN,"MICHIGAN, CENTRAL, GLADWIN",,,FIELD CROPS,26,9000,CENTRAL,26,CROPS,1957,COUNTY,051,,50,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,GLADWIN,ALL PRODUCTION PRACTICES,UNITED STATES,,051,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,47.1,SURVEY,YIELD
GRAIN,"MICHIGAN, CENTRAL, GRATIOT",,,FIELD CROPS,26,9000,CENTRAL,26,CROPS,1957,COUNTY,057,,50,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,GRATIOT,ALL PRODUCTION PRACTICES,UNITED STATES,,057,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,48.5,SURVEY,YIELD
GRAIN,"MICHIGAN, CENTRAL, ISABELLA",,,FIELD CROPS,26,9000,CENTRAL,26,CROPS,1957,COUNTY,073,,50,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,ISABELLA,ALL PRODUCTION PRACTICES,UNITED STATES,,073,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,40.7,SURVEY,YIELD
GRAIN,"MICHIGAN, CENTRAL, MECOSTA",,,FIELD CROPS,26,9000,CENTRAL,26,CROPS,1957,COUNTY,107,,50,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MECOSTA,ALL PRODUCTION PRACTICES,UNITED STATES,,107,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,33.6,SURVEY,YIELD
GRAIN,"MICHIGAN, CENTRAL, MIDLAND",,,FIELD CROPS,26,9000,CENTRAL,26,CROPS,1957,COUNTY,111,,50,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MIDLAND,ALL PRODUCTION PRACTICES,UNITED STATES,,111,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,40.1,SURVEY,YIELD
GRAIN,"MICHIGAN, CENTRAL, MONTCALM",,,FIELD CROPS,26,9000,CENTRAL,26,CROPS,1957,COUNTY,117,,50,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,MONTCALM,ALL PRODUCTION PRACTICES,UNITED STATES,,117,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,45.7,SURVEY,YIELD
GRAIN,"MICHIGAN, CENTRAL, OSCEOLA",,,FIELD CROPS,26,9000,CENTRAL,26,CROPS,1957,COUNTY,133,,50,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,OSCEOLA,ALL PRODUCTION PRACTICES,UNITED STATES,,133,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,38,SURVEY,YIELD
GRAIN,"MICHIGAN, EAST CENTRAL, ARENAC",,,FIELD CROPS,26,9000,EAST CENTRAL,26,CROPS,1957,COUNTY,011,,60,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,ARENAC,ALL PRODUCTION PRACTICES,UNITED STATES,,011,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,33,SURVEY,YIELD
GRAIN,"MICHIGAN, EAST CENTRAL, BAY",,,FIELD CROPS,26,9000,EAST CENTRAL,26,CROPS,1957,COUNTY,017,,60,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,BAY,ALL PRODUCTION PRACTICES,UNITED STATES,,017,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,43.4,SURVEY,YIELD
GRAIN,"MICHIGAN, EAST CENTRAL, HURON",,,FIELD CROPS,26,9000,EAST CENTRAL,26,CROPS,1957,COUNTY,063,,60,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,HURON,ALL PRODUCTION PRACTICES,UNITED STATES,,063,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,39.3,SURVEY,YIELD
GRAIN,"MICHIGAN, EAST CENTRAL, SAGINAW",,,FIELD CROPS,26,9000,EAST CENTRAL,26,CROPS,1957,COUNTY,145,,60,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,SAGINAW,ALL PRODUCTION PRACTICES,UNITED STATES,,145,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,47.6,SURVEY,YIELD
GRAIN,"MICHIGAN, EAST CENTRAL, SANILAC",,,FIELD CROPS,26,9000,EAST CENTRAL,26,CROPS,1957,COUNTY,151,,60,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,SANILAC,ALL PRODUCTION PRACTICES,UNITED STATES,,151,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,43.6,SURVEY,YIELD
GRAIN,"MICHIGAN, EAST CENTRAL, TUSCOLA",,,FIELD CROPS,26,9000,EAST CENTRAL,26,CROPS,1957,COUNTY,157,,60,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,TUSCOLA,ALL PRODUCTION PRACTICES,UNITED STATES,,157,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,42.5,SURVEY,YIELD
GRAIN,"MICHIGAN, SOUTHWEST, ALLEGAN",,,FIELD CROPS,26,9000,SOUTHWEST,26,CROPS,1957,COUNTY,005,,70,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2012-01-01 00:00:00.000,CORN,TOTAL,MI,00000000,ALLEGAN,ALL PRODUCTION PRACTICES,UNITED STATES,,005,NOT SPECIFIED,00,,00,BU / ACRE,,ANNUAL,46.7,SURVEY,YIELD
