end_code,domaincat_desc,CV (%),begin_code,unit_desc,congr_district_code,freq_desc,source_desc,Value,statisticcat_desc,state_name,reference_period_desc,short_desc,load_time,class_desc,domain_desc,commodity_desc,watershed_code,state_alpha,prodn_practice_desc,county_name,watershed_desc,country_name,county_ansi,country_code,asd_desc,week_ending,county_code,agg_level_desc,sector_desc,state_fips_code,year,asd_code,util_practice_desc,location_desc,region_desc,zip_5,group_desc,state_ansi
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,47,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,NEWAYGO,,UNITED STATES,123,9000,WEST CENTRAL,,123,COUNTY,CROPS,26,1961,40,GRAIN,"MICHIGAN, WEST CENTRAL, NEWAYGO",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,45.5,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,OCEANA,,UNITED STATES,127,9000,WEST CENTRAL,,127,COUNTY,CROPS,26,1961,40,GRAIN,"MICHIGAN, WEST CENTRAL, OCEANA",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,51,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,CLARE,,UNITED STATES,035,9000,CENTRAL,,035,COUNTY,CROPS,26,1961,50,GRAIN,"MICHIGAN, CENTRAL, CLARE",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,47.8,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,GLADWIN,,UNITED STATES,051,9000,CENTRAL,,051,COUNTY,CROPS,26,1961,50,GRAIN,"MICHIGAN, CENTRAL, GLADWIN",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,75.5,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,GRATIOT,,UNITED STATES,057,9000,CENTRAL,,057,COUNTY,CROPS,26,1961,50,GRAIN,"MICHIGAN, CENTRAL, GRATIOT",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,59,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,ISABELLA,,UNITED STATES,073,9000,CENTRAL,,073,COUNTY,CROPS,26,1961,50,GRAIN,"MICHIGAN, CENTRAL, ISABELLA",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,55.2,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,MECOSTA,,UNITED STATES,107,9000,CENTRAL,,107,COUNTY,CROPS,26,1961,50,GRAIN,"MICHIGAN, CENTRAL, MECOSTA",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,59.6,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,MIDLAND,,UNITED STATES,111,9000,CENTRAL,,111,COUNTY,CROPS,26,1961,50,GRAIN,"MICHIGAN, CENTRAL, MIDLAND",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,71.4,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,MONTCALM,,UNITED STATES,117,9000,CENTRAL,,117,COUNTY,CROPS,26,1961,50,GRAIN,"MICHIGAN, CENTRAL, MONTCALM",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,44.7,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,OSCEOLA,,UNITED STATES,133,9000,CENTRAL,,133,COUNTY,CROPS,26,1961,50,GRAIN,"MICHIGAN, CENTRAL, OSCEOLA",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,64.3,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,ARENAC,,UNITED STATES,011,9000,EAST CENTRAL,,011,COUNTY,CROPS,26,1961,60,GRAIN,"MICHIGAN, EAST CENTRAL, ARENAC",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,72.3,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,BAY,,UNITED STATES,017,9000,EAST CENTRAL,,017,COUNTY,CROPS,26,1961,60,GRAIN,"MICHIGAN, EAST CENTRAL, BAY",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,74.4,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,HURON,,UNITED STATES,063,9000,EAST CENTRAL,,063,COUNTY,CROPS,26,1961,60,GRAIN,"MICHIGAN, EAST CENTRAL, HURON",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,70.2,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,SAGINAW,,UNITED STATES,145,9000,EAST CENTRAL,,145,COUNTY,CROPS,26,1961,60,GRAIN,"MICHIGAN, EAST CENTRAL, SAGINAW",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,66,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,SANILAC,,UNITED STATES,151,9000,EAST CENTRAL,,151,COUNTY,CROPS,26,1961,60,GRAIN,"MICHIGAN, EAST CENTRAL, SANILAC",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,76.3,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,TUSCOLA,,UNITED STATES,157,9000,EAST CENTRAL,,157,COUNTY,CROPS,26,1961,60,GRAIN,"MICHIGAN, EAST CENTRAL, TUSCOLA",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,60.7,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,ALLEGAN,,UNITED STATES,005,9000,SOUTHWEST,,005,COUNTY,CROPS,26,1961,70,GRAIN,"MICHIGAN, SOUTHWEST, ALLEGAN",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,67.3,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,BERRIEN,,UNITED STATES,021,9000,SOUTHWEST,,021,COUNTY,CROPS,26,1961,70,GRAIN,"MICHIGAN, SOUTHWEST, BERRIEN",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,62.3,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,CASS,,UNITED STATES,027,9000,SOUTHWEST,,027,COUNTY,CROPS,26,1961,70,GRAIN,"MICHIGAN, SOUTHWEST, CASS",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,61.3,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,KALAMAZOO,,UNITED STATES,077,9000,SOUTHWEST,,077,COUNTY,CROPS,26,1961,70,GRAIN,"MICHIGAN, SOUTHWEST, KALAMAZOO",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,55.2,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,KENT,,UNITED STATES,081,9000,SOUTHWEST,,081,COUNTY,CROPS,26,1961,70,GRAIN,"MICHIGAN, SOUTHWEST, KENT",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,49.9,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,OTTAWA,,UNITED STATES,139,9000,SOUTHWEST,,139,COUNTY,CROPS,26,1961,70,GRAIN,"MICHIGAN, SOUTHWEST, OTTAWA",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,53.7,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,VAN BUREN,,UNITED STATES,159,9000,SOUTHWEST,,159,COUNTY,CROPS,26,1961,70,GRAIN,"MICHIGAN, SOUTHWEST, VAN BUREN",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,52,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,BARRY,,UNITED STATES,015,9000,SOUTH CENTRAL,,015,COUNTY,CROPS,26,1961,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, BARRY",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,67.3,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,BRANCH,,UNITED STATES,023,9000,SOUTH CENTRAL,,023,COUNTY,CROPS,26,1961,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, BRANCH",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,68.3,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,CALHOUN,,UNITED STATES,025,9000,SOUTH CENTRAL,,025,COUNTY,CROPS,26,1961,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, CALHOUN",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,61.7,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,CLINTON,,UNITED STATES,037,9000,SOUTH CENTRAL,,037,COUNTY,CROPS,26,1961,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, CLINTON",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,69.9,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,EATON,,UNITED STATES,045,9000,SOUTH CENTRAL,,045,COUNTY,CROPS,26,1961,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, EATON",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,67,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,HILLSDALE,,UNITED STATES,059,9000,SOUTH CENTRAL,,059,COUNTY,CROPS,26,1961,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,70.2,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,INGHAM,,UNITED STATES,065,9000,SOUTH CENTRAL,,065,COUNTY,CROPS,26,1961,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, INGHAM",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,62.7,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,IONIA,,UNITED STATES,067,9000,SOUTH CENTRAL,,067,COUNTY,CROPS,26,1961,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, IONIA",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,64.9,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,JACKSON,,UNITED STATES,075,9000,SOUTH CENTRAL,,075,COUNTY,CROPS,26,1961,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, JACKSON",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,67,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,ST JOSEPH,,UNITED STATES,149,9000,SOUTH CENTRAL,,149,COUNTY,CROPS,26,1961,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,69.3,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,SHIAWASSEE,,UNITED STATES,155,9000,SOUTH CENTRAL,,155,COUNTY,CROPS,26,1961,80,GRAIN,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,58.4,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,GENESEE,,UNITED STATES,049,9000,SOUTHEAST,,049,COUNTY,CROPS,26,1961,90,GRAIN,"MICHIGAN, SOUTHEAST, GENESEE",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,68.1,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,LAPEER,,UNITED STATES,087,9000,SOUTHEAST,,087,COUNTY,CROPS,26,1961,90,GRAIN,"MICHIGAN, SOUTHEAST, LAPEER",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,86.3,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,LENAWEE,,UNITED STATES,091,9000,SOUTHEAST,,091,COUNTY,CROPS,26,1961,90,GRAIN,"MICHIGAN, SOUTHEAST, LENAWEE",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,63.5,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,LIVINGSTON,,UNITED STATES,093,9000,SOUTHEAST,,093,COUNTY,CROPS,26,1961,90,GRAIN,"MICHIGAN, SOUTHEAST, LIVINGSTON",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,58.2,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,MACOMB,,UNITED STATES,099,9000,SOUTHEAST,,099,COUNTY,CROPS,26,1961,90,GRAIN,"MICHIGAN, SOUTHEAST, MACOMB",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,75.8,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,MONROE,,UNITED STATES,115,9000,SOUTHEAST,,115,COUNTY,CROPS,26,1961,90,GRAIN,"MICHIGAN, SOUTHEAST, MONROE",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,57.5,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,OAKLAND,,UNITED STATES,125,9000,SOUTHEAST,,125,COUNTY,CROPS,26,1961,90,GRAIN,"MICHIGAN, SOUTHEAST, OAKLAND",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,59.7,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,ST CLAIR,,UNITED STATES,147,9000,SOUTHEAST,,147,COUNTY,CROPS,26,1961,90,GRAIN,"MICHIGAN, SOUTHEAST, ST CLAIR",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,64.8,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,WASHTENAW,,UNITED STATES,161,9000,SOUTHEAST,,161,COUNTY,CROPS,26,1961,90,GRAIN,"MICHIGAN, SOUTHEAST, WASHTENAW",,,FIELD CROPS,26
00,NOT SPECIFIED,,00,BU / ACRE,,ANNUAL,SURVEY,67.3,YIELD,MICHIGAN,YEAR,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",2012-01-01 00:00:00.000,ALL CLASSES,TOTAL,CORN,00000000,MI,ALL PRODUCTION PRACTICES,WAYNE,,UNITED STATES,163,9000,SOUTHEAST,,163,COUNTY,CROPS,26,1961,90,GRAIN,"MICHIGAN, SOUTHEAST, WAYNE",,,FIELD CROPS,26
