sector_desc,prodn_practice_desc,state_ansi,domain_desc,zip_5,commodity_desc,region_desc,country_name,begin_code,class_desc,location_desc,CV (%),congr_district_code,asd_code,state_alpha,domaincat_desc,source_desc,watershed_desc,county_code,short_desc,country_code,statisticcat_desc,load_time,county_ansi,county_name,state_fips_code,reference_period_desc,end_code,group_desc,unit_desc,util_practice_desc,Value,watershed_code,state_name,freq_desc,year,week_ending,asd_desc,agg_level_desc
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, NORTHWEST, MISSAUKEE",,,20,MI,NOT SPECIFIED,SURVEY,,113,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,113,MISSAUKEE,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,146,00000000,MICHIGAN,ANNUAL,1999,,NORTHWEST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",,,30,MI,NOT SPECIFIED,SURVEY,,998,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,,OTHER (COMBINED) COUNTIES,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,113,00000000,MICHIGAN,ANNUAL,1999,,NORTHEAST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, NORTHEAST, ALPENA",,,30,MI,NOT SPECIFIED,SURVEY,,007,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,007,ALPENA,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,98,00000000,MICHIGAN,ANNUAL,1999,,NORTHEAST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, NORTHEAST, IOSCO",,,30,MI,NOT SPECIFIED,SURVEY,,069,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,069,IOSCO,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,130,00000000,MICHIGAN,ANNUAL,1999,,NORTHEAST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, NORTHEAST, OGEMAW",,,30,MI,NOT SPECIFIED,SURVEY,,129,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,129,OGEMAW,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,154,00000000,MICHIGAN,ANNUAL,1999,,NORTHEAST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, NORTHEAST, PRESQUE ISLE",,,30,MI,NOT SPECIFIED,SURVEY,,141,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,141,PRESQUE ISLE,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,117,00000000,MICHIGAN,ANNUAL,1999,,NORTHEAST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, WEST CENTRAL, OTHER (COMBINED) COUNTIES",,,40,MI,NOT SPECIFIED,SURVEY,,998,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,,OTHER (COMBINED) COUNTIES,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,121,00000000,MICHIGAN,ANNUAL,1999,,WEST CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, WEST CENTRAL, MUSKEGON",,,40,MI,NOT SPECIFIED,SURVEY,,121,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,121,MUSKEGON,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,112,00000000,MICHIGAN,ANNUAL,1999,,WEST CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, WEST CENTRAL, NEWAYGO",,,40,MI,NOT SPECIFIED,SURVEY,,123,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,123,NEWAYGO,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,131,00000000,MICHIGAN,ANNUAL,1999,,WEST CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, WEST CENTRAL, OCEANA",,,40,MI,NOT SPECIFIED,SURVEY,,127,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,127,OCEANA,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,114,00000000,MICHIGAN,ANNUAL,1999,,WEST CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, CENTRAL, CLARE",,,50,MI,NOT SPECIFIED,SURVEY,,035,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,035,CLARE,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,127,00000000,MICHIGAN,ANNUAL,1999,,CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, CENTRAL, GLADWIN",,,50,MI,NOT SPECIFIED,SURVEY,,051,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,051,GLADWIN,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,115,00000000,MICHIGAN,ANNUAL,1999,,CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, CENTRAL, GRATIOT",,,50,MI,NOT SPECIFIED,SURVEY,,057,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,057,GRATIOT,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,151,00000000,MICHIGAN,ANNUAL,1999,,CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, CENTRAL, ISABELLA",,,50,MI,NOT SPECIFIED,SURVEY,,073,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,073,ISABELLA,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,150,00000000,MICHIGAN,ANNUAL,1999,,CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, CENTRAL, MECOSTA",,,50,MI,NOT SPECIFIED,SURVEY,,107,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,107,MECOSTA,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,141,00000000,MICHIGAN,ANNUAL,1999,,CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, CENTRAL, MIDLAND",,,50,MI,NOT SPECIFIED,SURVEY,,111,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,111,MIDLAND,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,151,00000000,MICHIGAN,ANNUAL,1999,,CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, CENTRAL, MONTCALM",,,50,MI,NOT SPECIFIED,SURVEY,,117,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,117,MONTCALM,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,136,00000000,MICHIGAN,ANNUAL,1999,,CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, CENTRAL, OSCEOLA",,,50,MI,NOT SPECIFIED,SURVEY,,133,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,133,OSCEOLA,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,125,00000000,MICHIGAN,ANNUAL,1999,,CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, EAST CENTRAL, ARENAC",,,60,MI,NOT SPECIFIED,SURVEY,,011,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,011,ARENAC,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,130,00000000,MICHIGAN,ANNUAL,1999,,EAST CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, EAST CENTRAL, BAY",,,60,MI,NOT SPECIFIED,SURVEY,,017,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,017,BAY,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,157,00000000,MICHIGAN,ANNUAL,1999,,EAST CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, EAST CENTRAL, HURON",,,60,MI,NOT SPECIFIED,SURVEY,,063,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,063,HURON,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,154,00000000,MICHIGAN,ANNUAL,1999,,EAST CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, EAST CENTRAL, SAGINAW",,,60,MI,NOT SPECIFIED,SURVEY,,145,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,145,SAGINAW,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,155,00000000,MICHIGAN,ANNUAL,1999,,EAST CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, EAST CENTRAL, SANILAC",,,60,MI,NOT SPECIFIED,SURVEY,,151,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,151,SANILAC,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,142,00000000,MICHIGAN,ANNUAL,1999,,EAST CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, EAST CENTRAL, TUSCOLA",,,60,MI,NOT SPECIFIED,SURVEY,,157,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,157,TUSCOLA,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,149,00000000,MICHIGAN,ANNUAL,1999,,EAST CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTHWEST, ALLEGAN",,,70,MI,NOT SPECIFIED,SURVEY,,005,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,005,ALLEGAN,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,120,00000000,MICHIGAN,ANNUAL,1999,,SOUTHWEST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTHWEST, BERRIEN",,,70,MI,NOT SPECIFIED,SURVEY,,021,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,021,BERRIEN,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,119,00000000,MICHIGAN,ANNUAL,1999,,SOUTHWEST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTHWEST, CASS",,,70,MI,NOT SPECIFIED,SURVEY,,027,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,027,CASS,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,94,00000000,MICHIGAN,ANNUAL,1999,,SOUTHWEST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTHWEST, KALAMAZOO",,,70,MI,NOT SPECIFIED,SURVEY,,077,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,077,KALAMAZOO,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,111,00000000,MICHIGAN,ANNUAL,1999,,SOUTHWEST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTHWEST, KENT",,,70,MI,NOT SPECIFIED,SURVEY,,081,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,081,KENT,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,142,00000000,MICHIGAN,ANNUAL,1999,,SOUTHWEST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTHWEST, OTTAWA",,,70,MI,NOT SPECIFIED,SURVEY,,139,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,139,OTTAWA,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,115,00000000,MICHIGAN,ANNUAL,1999,,SOUTHWEST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTHWEST, VAN BUREN",,,70,MI,NOT SPECIFIED,SURVEY,,159,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,159,VAN BUREN,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,103,00000000,MICHIGAN,ANNUAL,1999,,SOUTHWEST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTH CENTRAL, BARRY",,,80,MI,NOT SPECIFIED,SURVEY,,015,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,015,BARRY,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,127,00000000,MICHIGAN,ANNUAL,1999,,SOUTH CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTH CENTRAL, BRANCH",,,80,MI,NOT SPECIFIED,SURVEY,,023,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,023,BRANCH,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,123,00000000,MICHIGAN,ANNUAL,1999,,SOUTH CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTH CENTRAL, CALHOUN",,,80,MI,NOT SPECIFIED,SURVEY,,025,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,025,CALHOUN,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,111,00000000,MICHIGAN,ANNUAL,1999,,SOUTH CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTH CENTRAL, CLINTON",,,80,MI,NOT SPECIFIED,SURVEY,,037,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,037,CLINTON,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,130,00000000,MICHIGAN,ANNUAL,1999,,SOUTH CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTH CENTRAL, EATON",,,80,MI,NOT SPECIFIED,SURVEY,,045,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,045,EATON,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,138,00000000,MICHIGAN,ANNUAL,1999,,SOUTH CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",,,80,MI,NOT SPECIFIED,SURVEY,,059,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,059,HILLSDALE,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,115,00000000,MICHIGAN,ANNUAL,1999,,SOUTH CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTH CENTRAL, INGHAM",,,80,MI,NOT SPECIFIED,SURVEY,,065,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,065,INGHAM,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,141,00000000,MICHIGAN,ANNUAL,1999,,SOUTH CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTH CENTRAL, IONIA",,,80,MI,NOT SPECIFIED,SURVEY,,067,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,067,IONIA,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,145,00000000,MICHIGAN,ANNUAL,1999,,SOUTH CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTH CENTRAL, JACKSON",,,80,MI,NOT SPECIFIED,SURVEY,,075,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,075,JACKSON,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,121,00000000,MICHIGAN,ANNUAL,1999,,SOUTH CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",,,80,MI,NOT SPECIFIED,SURVEY,,149,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,149,ST JOSEPH,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,114,00000000,MICHIGAN,ANNUAL,1999,,SOUTH CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",,,80,MI,NOT SPECIFIED,SURVEY,,155,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,155,SHIAWASSEE,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,134,00000000,MICHIGAN,ANNUAL,1999,,SOUTH CENTRAL,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",,,90,MI,NOT SPECIFIED,SURVEY,,998,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,,OTHER (COMBINED) COUNTIES,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,105,00000000,MICHIGAN,ANNUAL,1999,,SOUTHEAST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTHEAST, GENESEE",,,90,MI,NOT SPECIFIED,SURVEY,,049,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,049,GENESEE,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,132,00000000,MICHIGAN,ANNUAL,1999,,SOUTHEAST,COUNTY
CROPS,ALL PRODUCTION PRACTICES,26,TOTAL,,CORN,,UNITED STATES,00,ALL CLASSES,"MICHIGAN, SOUTHEAST, LAPEER",,,90,MI,NOT SPECIFIED,SURVEY,,087,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",9000,YIELD,2012-01-01 00:00:00.000,087,LAPEER,26,YEAR,00,FIELD CROPS,BU / ACRE,GRAIN,137,00000000,MICHIGAN,ANNUAL,1999,,SOUTHEAST,COUNTY
