state_ansi,region_desc,group_desc,zip_5,util_practice_desc,location_desc,asd_code,asd_desc,sector_desc,year,state_fips_code,week_ending,agg_level_desc,county_code,country_code,county_ansi,county_name,prodn_practice_desc,country_name,watershed_desc,commodity_desc,domain_desc,state_alpha,watershed_code,short_desc,reference_period_desc,state_name,class_desc,load_time,source_desc,Value,statisticcat_desc,unit_desc,congr_district_code,freq_desc,begin_code,domaincat_desc,end_code,CV (%)
26,,FIELD CROPS,,GRAIN,"MICHIGAN, WEST CENTRAL, MASON",40,WEST CENTRAL,CROPS,2023,26,,COUNTY,105,9000,105,MASON,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,153,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,2.9
26,,FIELD CROPS,,GRAIN,"MICHIGAN, WEST CENTRAL, MUSKEGON",40,WEST CENTRAL,CROPS,2023,26,,COUNTY,121,9000,121,MUSKEGON,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,138.6,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.7
26,,FIELD CROPS,,GRAIN,"MICHIGAN, WEST CENTRAL, NEWAYGO",40,WEST CENTRAL,CROPS,2023,26,,COUNTY,123,9000,123,NEWAYGO,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,157.3,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,3.6
26,,FIELD CROPS,,GRAIN,"MICHIGAN, WEST CENTRAL, OCEANA",40,WEST CENTRAL,CROPS,2023,26,,COUNTY,127,9000,127,OCEANA,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,151.5,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.4
26,,FIELD CROPS,,GRAIN,"MICHIGAN, CENTRAL, GLADWIN",50,CENTRAL,CROPS,2023,26,,COUNTY,051,9000,051,GLADWIN,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,152.6,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,5.3
26,,FIELD CROPS,,GRAIN,"MICHIGAN, CENTRAL, GRATIOT",50,CENTRAL,CROPS,2023,26,,COUNTY,057,9000,057,GRATIOT,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,168.6,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.5
26,,FIELD CROPS,,GRAIN,"MICHIGAN, CENTRAL, ISABELLA",50,CENTRAL,CROPS,2023,26,,COUNTY,073,9000,073,ISABELLA,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,151.7,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,7.5
26,,FIELD CROPS,,GRAIN,"MICHIGAN, CENTRAL, MECOSTA",50,CENTRAL,CROPS,2023,26,,COUNTY,107,9000,107,MECOSTA,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,131.2,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,7.6
26,,FIELD CROPS,,GRAIN,"MICHIGAN, CENTRAL, MIDLAND",50,CENTRAL,CROPS,2023,26,,COUNTY,111,9000,111,MIDLAND,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,177.9,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.0
26,,FIELD CROPS,,GRAIN,"MICHIGAN, CENTRAL, MONTCALM",50,CENTRAL,CROPS,2023,26,,COUNTY,117,9000,117,MONTCALM,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,153.7,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,8.6
26,,FIELD CROPS,,GRAIN,"MICHIGAN, EAST CENTRAL, ARENAC",60,EAST CENTRAL,CROPS,2023,26,,COUNTY,011,9000,011,ARENAC,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,158.5,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,6.5
26,,FIELD CROPS,,GRAIN,"MICHIGAN, EAST CENTRAL, BAY",60,EAST CENTRAL,CROPS,2023,26,,COUNTY,017,9000,017,BAY,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,177.5,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,3.3
26,,FIELD CROPS,,GRAIN,"MICHIGAN, EAST CENTRAL, HURON",60,EAST CENTRAL,CROPS,2023,26,,COUNTY,063,9000,063,HURON,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,193.3,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.0
26,,FIELD CROPS,,GRAIN,"MICHIGAN, EAST CENTRAL, SAGINAW",60,EAST CENTRAL,CROPS,2023,26,,COUNTY,145,9000,145,SAGINAW,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,178.5,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,3.2
26,,FIELD CROPS,,GRAIN,"MICHIGAN, EAST CENTRAL, SANILAC",60,EAST CENTRAL,CROPS,2023,26,,COUNTY,151,9000,151,SANILAC,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,184.6,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,2.5
26,,FIELD CROPS,,GRAIN,"MICHIGAN, EAST CENTRAL, TUSCOLA",60,EAST CENTRAL,CROPS,2023,26,,COUNTY,157,9000,157,TUSCOLA,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,181.7,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,2.7
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHWEST, ALLEGAN",70,SOUTHWEST,CROPS,2023,26,,COUNTY,005,9000,005,ALLEGAN,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,176.1,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,5.3
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHWEST, CASS",70,SOUTHWEST,CROPS,2023,26,,COUNTY,027,9000,027,CASS,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,156.3,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,9.8
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHWEST, KALAMAZOO",70,SOUTHWEST,CROPS,2023,26,,COUNTY,077,9000,077,KALAMAZOO,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,145,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,6.9
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHWEST, KENT",70,SOUTHWEST,CROPS,2023,26,,COUNTY,081,9000,081,KENT,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,178.4,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.8
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHWEST, OTTAWA",70,SOUTHWEST,CROPS,2023,26,,COUNTY,139,9000,139,OTTAWA,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,180.5,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.1
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHWEST, VAN BUREN",70,SOUTHWEST,CROPS,2023,26,,COUNTY,159,9000,159,VAN BUREN,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,184.8,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,5.0
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTH CENTRAL, BARRY",80,SOUTH CENTRAL,CROPS,2023,26,,COUNTY,015,9000,015,BARRY,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,158.6,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,5.9
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTH CENTRAL, BRANCH",80,SOUTH CENTRAL,CROPS,2023,26,,COUNTY,023,9000,023,BRANCH,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,168.9,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,3.4
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTH CENTRAL, CALHOUN",80,SOUTH CENTRAL,CROPS,2023,26,,COUNTY,025,9000,025,CALHOUN,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,148.3,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,6.6
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTH CENTRAL, EATON",80,SOUTH CENTRAL,CROPS,2023,26,,COUNTY,045,9000,045,EATON,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,164.7,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,5.3
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",80,SOUTH CENTRAL,CROPS,2023,26,,COUNTY,059,9000,059,HILLSDALE,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,160.7,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.6
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTH CENTRAL, INGHAM",80,SOUTH CENTRAL,CROPS,2023,26,,COUNTY,065,9000,065,INGHAM,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,180.2,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,1.4
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTH CENTRAL, IONIA",80,SOUTH CENTRAL,CROPS,2023,26,,COUNTY,067,9000,067,IONIA,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,175,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,3.4
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTH CENTRAL, JACKSON",80,SOUTH CENTRAL,CROPS,2023,26,,COUNTY,075,9000,075,JACKSON,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,164.8,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,3.2
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",80,SOUTH CENTRAL,CROPS,2023,26,,COUNTY,149,9000,149,ST JOSEPH,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,123,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,6.0
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",80,SOUTH CENTRAL,CROPS,2023,26,,COUNTY,155,9000,155,SHIAWASSEE,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,164.8,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.3
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHEAST, GENESEE",90,SOUTHEAST,CROPS,2023,26,,COUNTY,049,9000,049,GENESEE,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,157.3,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,7.0
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHEAST, LAPEER",90,SOUTHEAST,CROPS,2023,26,,COUNTY,087,9000,087,LAPEER,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,170.1,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.3
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHEAST, LENAWEE",90,SOUTHEAST,CROPS,2023,26,,COUNTY,091,9000,091,LENAWEE,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,191.5,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,3.1
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHEAST, LIVINGSTON",90,SOUTHEAST,CROPS,2023,26,,COUNTY,093,9000,093,LIVINGSTON,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,160.9,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.7
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHEAST, MACOMB",90,SOUTHEAST,CROPS,2023,26,,COUNTY,099,9000,099,MACOMB,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,174.6,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,4.1
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHEAST, MONROE",90,SOUTHEAST,CROPS,2023,26,,COUNTY,115,9000,115,MONROE,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,192.5,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,1.8
26,,FIELD CROPS,,GRAIN,"MICHIGAN, SOUTHEAST, OAKLAND",90,SOUTHEAST,CROPS,2023,26,,COUNTY,125,9000,125,OAKLAND,ALL PRODUCTION PRACTICES,UNITED STATES,,CORN,TOTAL,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,ALL CLASSES,2024-02-23 15:00:00.000,SURVEY,160.2,YIELD,BU / ACRE,,ANNUAL,00,NOT SPECIFIED,00,8.1
