source_desc,county_ansi,congr_district_code,region_desc,week_ending,short_desc,watershed_desc,load_time,freq_desc,domaincat_desc,state_name,unit_desc,state_fips_code,group_desc,location_desc,Value,country_code,commodity_desc,CV (%),end_code,class_desc,statisticcat_desc,reference_period_desc,country_name,agg_level_desc,state_alpha,state_ansi,sector_desc,asd_code,asd_desc,util_practice_desc,begin_code,year,watershed_code,domain_desc,zip_5,prodn_practice_desc,county_name,county_code
SURVEY,105,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, WEST CENTRAL, MASON",89,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,40,WEST CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,MASON,105
SURVEY,121,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, WEST CENTRAL, MUSKEGON",88,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,40,WEST CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,MUSKEGON,121
SURVEY,123,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, WEST CENTRAL, NEWAYGO",110,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,40,WEST CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,NEWAYGO,123
SURVEY,,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",81,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,50,CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,OTHER (COMBINED) COUNTIES,998
SURVEY,057,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, CENTRAL, GRATIOT",127,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,50,CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,GRATIOT,057
SURVEY,073,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, CENTRAL, ISABELLA",115,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,50,CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,ISABELLA,073
SURVEY,107,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, CENTRAL, MECOSTA",110,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,50,CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,MECOSTA,107
SURVEY,111,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, CENTRAL, MIDLAND",130,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,50,CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,MIDLAND,111
SURVEY,117,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, CENTRAL, MONTCALM",109,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,50,CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,MONTCALM,117
SURVEY,133,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, CENTRAL, OSCEOLA",103,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,50,CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,OSCEOLA,133
SURVEY,011,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, EAST CENTRAL, ARENAC",129,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,60,EAST CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,ARENAC,011
SURVEY,017,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, EAST CENTRAL, BAY",137,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,60,EAST CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,BAY,017
SURVEY,063,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, EAST CENTRAL, HURON",132,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,60,EAST CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,HURON,063
SURVEY,145,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, EAST CENTRAL, SAGINAW",129,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,60,EAST CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,SAGINAW,145
SURVEY,151,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, EAST CENTRAL, SANILAC",132,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,60,EAST CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,SANILAC,151
SURVEY,157,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, EAST CENTRAL, TUSCOLA",134,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,60,EAST CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,TUSCOLA,157
SURVEY,005,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHWEST, ALLEGAN",119,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,70,SOUTHWEST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,ALLEGAN,005
SURVEY,021,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHWEST, BERRIEN",126,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,70,SOUTHWEST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,BERRIEN,021
SURVEY,027,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHWEST, CASS",118,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,70,SOUTHWEST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,CASS,027
SURVEY,077,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHWEST, KALAMAZOO",110,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,70,SOUTHWEST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,KALAMAZOO,077
SURVEY,081,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHWEST, KENT",116,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,70,SOUTHWEST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,KENT,081
SURVEY,139,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHWEST, OTTAWA",106,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,70,SOUTHWEST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,OTTAWA,139
SURVEY,159,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHWEST, VAN BUREN",128,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,70,SOUTHWEST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,VAN BUREN,159
SURVEY,015,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, BARRY",125,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,80,SOUTH CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,BARRY,015
SURVEY,023,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, BRANCH",126,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,80,SOUTH CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,BRANCH,023
SURVEY,025,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, CALHOUN",114,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,80,SOUTH CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,CALHOUN,025
SURVEY,037,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, CLINTON",128,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,80,SOUTH CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,CLINTON,037
SURVEY,045,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, EATON",134,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,80,SOUTH CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,EATON,045
SURVEY,059,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",113,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,80,SOUTH CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,HILLSDALE,059
SURVEY,065,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, INGHAM",137,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,80,SOUTH CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,INGHAM,065
SURVEY,067,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, IONIA",133,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,80,SOUTH CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,IONIA,067
SURVEY,075,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, JACKSON",115,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,80,SOUTH CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,JACKSON,075
SURVEY,149,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",141,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,80,SOUTH CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,ST JOSEPH,149
SURVEY,155,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",121,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,80,SOUTH CENTRAL,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,SHIAWASSEE,155
SURVEY,,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",101,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,90,SOUTHEAST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,OTHER (COMBINED) COUNTIES,998
SURVEY,049,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHEAST, GENESEE",112,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,90,SOUTHEAST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,GENESEE,049
SURVEY,087,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHEAST, LAPEER",129,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,90,SOUTHEAST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,LAPEER,087
SURVEY,091,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHEAST, LENAWEE",134,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,90,SOUTHEAST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,LENAWEE,091
SURVEY,093,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHEAST, LIVINGSTON",116,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,90,SOUTHEAST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,LIVINGSTON,093
SURVEY,099,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHEAST, MACOMB",110,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,90,SOUTHEAST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,MACOMB,099
SURVEY,115,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHEAST, MONROE",145,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,90,SOUTHEAST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,MONROE,115
SURVEY,147,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHEAST, ST CLAIR",111,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,90,SOUTHEAST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,ST CLAIR,147
SURVEY,161,,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,"MICHIGAN, SOUTHEAST, WASHTENAW",124,9000,CORN,,00,ALL CLASSES,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,CROPS,90,SOUTHEAST,GRAIN,00,2000,00000000,TOTAL,,ALL PRODUCTION PRACTICES,WASHTENAW,161
