begin_code,end_code,domaincat_desc,CV (%),source_desc,Value,statisticcat_desc,unit_desc,freq_desc,congr_district_code,domain_desc,commodity_desc,state_alpha,watershed_code,short_desc,state_name,reference_period_desc,class_desc,load_time,county_ansi,county_name,prodn_practice_desc,country_name,watershed_desc,asd_desc,sector_desc,state_fips_code,year,agg_level_desc,county_code,week_ending,country_code,asd_code,location_desc,util_practice_desc,state_ansi,region_desc,zip_5,group_desc
00,00,NOT SPECIFIED,,SURVEY,29.2,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,103,MARQUETTE,ALL PRODUCTION PRACTICES,UNITED STATES,,UPPER PENINSULA,CROPS,26,1952,COUNTY,103,,9000,10,"MICHIGAN, UPPER PENINSULA, MARQUETTE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,48.7,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,109,MENOMINEE,ALL PRODUCTION PRACTICES,UNITED STATES,,UPPER PENINSULA,CROPS,26,1952,COUNTY,109,,9000,10,"MICHIGAN, UPPER PENINSULA, MENOMINEE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,31.1,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,131,ONTONAGON,ALL PRODUCTION PRACTICES,UNITED STATES,,UPPER PENINSULA,CROPS,26,1952,COUNTY,131,,9000,10,"MICHIGAN, UPPER PENINSULA, ONTONAGON",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,28.3,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,153,SCHOOLCRAFT,ALL PRODUCTION PRACTICES,UNITED STATES,,UPPER PENINSULA,CROPS,26,1952,COUNTY,153,,9000,10,"MICHIGAN, UPPER PENINSULA, SCHOOLCRAFT",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,40.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,009,ANTRIM,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHWEST,CROPS,26,1952,COUNTY,009,,9000,20,"MICHIGAN, NORTHWEST, ANTRIM",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,33.3,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,019,BENZIE,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHWEST,CROPS,26,1952,COUNTY,019,,9000,20,"MICHIGAN, NORTHWEST, BENZIE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,40.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,029,CHARLEVOIX,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHWEST,CROPS,26,1952,COUNTY,029,,9000,20,"MICHIGAN, NORTHWEST, CHARLEVOIX",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,39,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,047,EMMET,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHWEST,CROPS,26,1952,COUNTY,047,,9000,20,"MICHIGAN, NORTHWEST, EMMET",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,40.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,055,GRAND TRAVERSE,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHWEST,CROPS,26,1952,COUNTY,055,,9000,20,"MICHIGAN, NORTHWEST, GRAND TRAVERSE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,37,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,079,KALKASKA,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHWEST,CROPS,26,1952,COUNTY,079,,9000,20,"MICHIGAN, NORTHWEST, KALKASKA",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,41,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,089,LEELANAU,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHWEST,CROPS,26,1952,COUNTY,089,,9000,20,"MICHIGAN, NORTHWEST, LEELANAU",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,34.2,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,101,MANISTEE,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHWEST,CROPS,26,1952,COUNTY,101,,9000,20,"MICHIGAN, NORTHWEST, MANISTEE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,40.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,113,MISSAUKEE,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHWEST,CROPS,26,1952,COUNTY,113,,9000,20,"MICHIGAN, NORTHWEST, MISSAUKEE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,34.1,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,165,WEXFORD,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHWEST,CROPS,26,1952,COUNTY,165,,9000,20,"MICHIGAN, NORTHWEST, WEXFORD",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,39.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,001,ALCONA,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHEAST,CROPS,26,1952,COUNTY,001,,9000,30,"MICHIGAN, NORTHEAST, ALCONA",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,40.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,007,ALPENA,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHEAST,CROPS,26,1952,COUNTY,007,,9000,30,"MICHIGAN, NORTHEAST, ALPENA",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,38.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,031,CHEBOYGAN,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHEAST,CROPS,26,1952,COUNTY,031,,9000,30,"MICHIGAN, NORTHEAST, CHEBOYGAN",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,36,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,039,CRAWFORD,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHEAST,CROPS,26,1952,COUNTY,039,,9000,30,"MICHIGAN, NORTHEAST, CRAWFORD",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,44.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,069,IOSCO,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHEAST,CROPS,26,1952,COUNTY,069,,9000,30,"MICHIGAN, NORTHEAST, IOSCO",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,39,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,119,MONTMORENCY,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHEAST,CROPS,26,1952,COUNTY,119,,9000,30,"MICHIGAN, NORTHEAST, MONTMORENCY",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,44.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,129,OGEMAW,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHEAST,CROPS,26,1952,COUNTY,129,,9000,30,"MICHIGAN, NORTHEAST, OGEMAW",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,36,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,135,OSCODA,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHEAST,CROPS,26,1952,COUNTY,135,,9000,30,"MICHIGAN, NORTHEAST, OSCODA",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,37,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,137,OTSEGO,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHEAST,CROPS,26,1952,COUNTY,137,,9000,30,"MICHIGAN, NORTHEAST, OTSEGO",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,40.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,141,PRESQUE ISLE,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHEAST,CROPS,26,1952,COUNTY,141,,9000,30,"MICHIGAN, NORTHEAST, PRESQUE ISLE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,41,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,143,ROSCOMMON,ALL PRODUCTION PRACTICES,UNITED STATES,,NORTHEAST,CROPS,26,1952,COUNTY,143,,9000,30,"MICHIGAN, NORTHEAST, ROSCOMMON",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,36.3,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,085,LAKE,ALL PRODUCTION PRACTICES,UNITED STATES,,WEST CENTRAL,CROPS,26,1952,COUNTY,085,,9000,40,"MICHIGAN, WEST CENTRAL, LAKE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,46.7,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,105,MASON,ALL PRODUCTION PRACTICES,UNITED STATES,,WEST CENTRAL,CROPS,26,1952,COUNTY,105,,9000,40,"MICHIGAN, WEST CENTRAL, MASON",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,43.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,121,MUSKEGON,ALL PRODUCTION PRACTICES,UNITED STATES,,WEST CENTRAL,CROPS,26,1952,COUNTY,121,,9000,40,"MICHIGAN, WEST CENTRAL, MUSKEGON",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,47.7,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,123,NEWAYGO,ALL PRODUCTION PRACTICES,UNITED STATES,,WEST CENTRAL,CROPS,26,1952,COUNTY,123,,9000,40,"MICHIGAN, WEST CENTRAL, NEWAYGO",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,43.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,127,OCEANA,ALL PRODUCTION PRACTICES,UNITED STATES,,WEST CENTRAL,CROPS,26,1952,COUNTY,127,,9000,40,"MICHIGAN, WEST CENTRAL, OCEANA",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,44.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,035,CLARE,ALL PRODUCTION PRACTICES,UNITED STATES,,CENTRAL,CROPS,26,1952,COUNTY,035,,9000,50,"MICHIGAN, CENTRAL, CLARE",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,42.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,051,GLADWIN,ALL PRODUCTION PRACTICES,UNITED STATES,,CENTRAL,CROPS,26,1952,COUNTY,051,,9000,50,"MICHIGAN, CENTRAL, GLADWIN",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,56.5,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,057,GRATIOT,ALL PRODUCTION PRACTICES,UNITED STATES,,CENTRAL,CROPS,26,1952,COUNTY,057,,9000,50,"MICHIGAN, CENTRAL, GRATIOT",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,51.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,073,ISABELLA,ALL PRODUCTION PRACTICES,UNITED STATES,,CENTRAL,CROPS,26,1952,COUNTY,073,,9000,50,"MICHIGAN, CENTRAL, ISABELLA",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,46.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,107,MECOSTA,ALL PRODUCTION PRACTICES,UNITED STATES,,CENTRAL,CROPS,26,1952,COUNTY,107,,9000,50,"MICHIGAN, CENTRAL, MECOSTA",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,52.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,111,MIDLAND,ALL PRODUCTION PRACTICES,UNITED STATES,,CENTRAL,CROPS,26,1952,COUNTY,111,,9000,50,"MICHIGAN, CENTRAL, MIDLAND",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,51.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,117,MONTCALM,ALL PRODUCTION PRACTICES,UNITED STATES,,CENTRAL,CROPS,26,1952,COUNTY,117,,9000,50,"MICHIGAN, CENTRAL, MONTCALM",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,38.9,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,133,OSCEOLA,ALL PRODUCTION PRACTICES,UNITED STATES,,CENTRAL,CROPS,26,1952,COUNTY,133,,9000,50,"MICHIGAN, CENTRAL, OSCEOLA",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,45.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,011,ARENAC,ALL PRODUCTION PRACTICES,UNITED STATES,,EAST CENTRAL,CROPS,26,1952,COUNTY,011,,9000,60,"MICHIGAN, EAST CENTRAL, ARENAC",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,52.6,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,017,BAY,ALL PRODUCTION PRACTICES,UNITED STATES,,EAST CENTRAL,CROPS,26,1952,COUNTY,017,,9000,60,"MICHIGAN, EAST CENTRAL, BAY",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,55.5,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,063,HURON,ALL PRODUCTION PRACTICES,UNITED STATES,,EAST CENTRAL,CROPS,26,1952,COUNTY,063,,9000,60,"MICHIGAN, EAST CENTRAL, HURON",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,55.5,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,145,SAGINAW,ALL PRODUCTION PRACTICES,UNITED STATES,,EAST CENTRAL,CROPS,26,1952,COUNTY,145,,9000,60,"MICHIGAN, EAST CENTRAL, SAGINAW",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,50.7,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,151,SANILAC,ALL PRODUCTION PRACTICES,UNITED STATES,,EAST CENTRAL,CROPS,26,1952,COUNTY,151,,9000,60,"MICHIGAN, EAST CENTRAL, SANILAC",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,55.5,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,157,TUSCOLA,ALL PRODUCTION PRACTICES,UNITED STATES,,EAST CENTRAL,CROPS,26,1952,COUNTY,157,,9000,60,"MICHIGAN, EAST CENTRAL, TUSCOLA",GRAIN,26,,,FIELD CROPS
00,00,NOT SPECIFIED,,SURVEY,44.8,YIELD,BU / ACRE,ANNUAL,,TOTAL,CORN,MI,00000000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,005,ALLEGAN,ALL PRODUCTION PRACTICES,UNITED STATES,,SOUTHWEST,CROPS,26,1952,COUNTY,005,,9000,70,"MICHIGAN, SOUTHWEST, ALLEGAN",GRAIN,26,,,FIELD CROPS
