sector_desc,asd_code,asd_desc,begin_code,util_practice_desc,statisticcat_desc,reference_period_desc,country_name,agg_level_desc,state_alpha,state_ansi,prodn_practice_desc,county_name,county_code,year,watershed_code,domain_desc,zip_5,week_ending,short_desc,watershed_desc,source_desc,county_ansi,congr_district_code,region_desc,country_code,CV (%),commodity_desc,end_code,class_desc,load_time,freq_desc,domaincat_desc,state_name,unit_desc,state_fips_code,group_desc,Value,location_desc
CROPS,20,NORTHWEST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,MISSAUKEE,113,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,113,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,134,"MICHIGAN, NORTHWEST, MISSAUKEE"
CROPS,20,NORTHWEST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,WEXFORD,165,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,165,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,121,"MICHIGAN, NORTHWEST, WEXFORD"
CROPS,30,NORTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,OTHER (COMBINED) COUNTIES,998,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,116,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES"
CROPS,30,NORTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,ALCONA,001,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,001,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,81,"MICHIGAN, NORTHEAST, ALCONA"
CROPS,30,NORTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,ALPENA,007,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,007,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,110,"MICHIGAN, NORTHEAST, ALPENA"
CROPS,30,NORTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,IOSCO,069,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,069,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,120,"MICHIGAN, NORTHEAST, IOSCO"
CROPS,30,NORTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,OGEMAW,129,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,129,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,122,"MICHIGAN, NORTHEAST, OGEMAW"
CROPS,30,NORTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,OTSEGO,137,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,137,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,82,"MICHIGAN, NORTHEAST, OTSEGO"
CROPS,30,NORTHEAST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,PRESQUE ISLE,141,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,141,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,116,"MICHIGAN, NORTHEAST, PRESQUE ISLE"
CROPS,40,WEST CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,OTHER (COMBINED) COUNTIES,998,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,129,"MICHIGAN, WEST CENTRAL, OTHER (COMBINED) COUNTIES"
CROPS,40,WEST CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,MUSKEGON,121,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,121,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,89,"MICHIGAN, WEST CENTRAL, MUSKEGON"
CROPS,40,WEST CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,NEWAYGO,123,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,123,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,96,"MICHIGAN, WEST CENTRAL, NEWAYGO"
CROPS,40,WEST CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,OCEANA,127,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,127,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,100,"MICHIGAN, WEST CENTRAL, OCEANA"
CROPS,50,CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,CLARE,035,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,035,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,93,"MICHIGAN, CENTRAL, CLARE"
CROPS,50,CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,GLADWIN,051,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,051,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,115,"MICHIGAN, CENTRAL, GLADWIN"
CROPS,50,CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,GRATIOT,057,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,057,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,123,"MICHIGAN, CENTRAL, GRATIOT"
CROPS,50,CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,ISABELLA,073,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,073,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,118,"MICHIGAN, CENTRAL, ISABELLA"
CROPS,50,CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,MECOSTA,107,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,107,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,102,"MICHIGAN, CENTRAL, MECOSTA"
CROPS,50,CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,MIDLAND,111,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,111,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,140,"MICHIGAN, CENTRAL, MIDLAND"
CROPS,50,CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,MONTCALM,117,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,117,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,105,"MICHIGAN, CENTRAL, MONTCALM"
CROPS,50,CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,OSCEOLA,133,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,133,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,114,"MICHIGAN, CENTRAL, OSCEOLA"
CROPS,60,EAST CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,ARENAC,011,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,011,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,129,"MICHIGAN, EAST CENTRAL, ARENAC"
CROPS,60,EAST CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,BAY,017,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,017,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,131,"MICHIGAN, EAST CENTRAL, BAY"
CROPS,60,EAST CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,HURON,063,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,063,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,124,"MICHIGAN, EAST CENTRAL, HURON"
CROPS,60,EAST CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,SAGINAW,145,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,145,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,131,"MICHIGAN, EAST CENTRAL, SAGINAW"
CROPS,60,EAST CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,SANILAC,151,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,151,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,121,"MICHIGAN, EAST CENTRAL, SANILAC"
CROPS,60,EAST CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,TUSCOLA,157,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,157,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,129,"MICHIGAN, EAST CENTRAL, TUSCOLA"
CROPS,70,SOUTHWEST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,ALLEGAN,005,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,005,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,122,"MICHIGAN, SOUTHWEST, ALLEGAN"
CROPS,70,SOUTHWEST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,BERRIEN,021,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,021,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,122,"MICHIGAN, SOUTHWEST, BERRIEN"
CROPS,70,SOUTHWEST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,CASS,027,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,027,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,127,"MICHIGAN, SOUTHWEST, CASS"
CROPS,70,SOUTHWEST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,KALAMAZOO,077,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,077,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,130,"MICHIGAN, SOUTHWEST, KALAMAZOO"
CROPS,70,SOUTHWEST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,KENT,081,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,081,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,123,"MICHIGAN, SOUTHWEST, KENT"
CROPS,70,SOUTHWEST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,OTTAWA,139,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,139,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,125,"MICHIGAN, SOUTHWEST, OTTAWA"
CROPS,70,SOUTHWEST,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,VAN BUREN,159,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,159,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,113,"MICHIGAN, SOUTHWEST, VAN BUREN"
CROPS,80,SOUTH CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,BARRY,015,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,015,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,127,"MICHIGAN, SOUTH CENTRAL, BARRY"
CROPS,80,SOUTH CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,BRANCH,023,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,023,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,138,"MICHIGAN, SOUTH CENTRAL, BRANCH"
CROPS,80,SOUTH CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,CALHOUN,025,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,025,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,127,"MICHIGAN, SOUTH CENTRAL, CALHOUN"
CROPS,80,SOUTH CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,CLINTON,037,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,037,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,124,"MICHIGAN, SOUTH CENTRAL, CLINTON"
CROPS,80,SOUTH CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,EATON,045,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,045,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,150,"MICHIGAN, SOUTH CENTRAL, EATON"
CROPS,80,SOUTH CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,HILLSDALE,059,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,059,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,135,"MICHIGAN, SOUTH CENTRAL, HILLSDALE"
CROPS,80,SOUTH CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,INGHAM,065,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,065,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,142,"MICHIGAN, SOUTH CENTRAL, INGHAM"
CROPS,80,SOUTH CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,IONIA,067,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,067,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,139,"MICHIGAN, SOUTH CENTRAL, IONIA"
CROPS,80,SOUTH CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,JACKSON,075,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,075,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,115,"MICHIGAN, SOUTH CENTRAL, JACKSON"
CROPS,80,SOUTH CENTRAL,00,GRAIN,YIELD,YEAR,UNITED STATES,COUNTY,MI,26,ALL PRODUCTION PRACTICES,ST JOSEPH,149,2003,00000000,TOTAL,,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,149,,,9000,,CORN,00,ALL CLASSES,2012-01-01 00:00:00.000,ANNUAL,NOT SPECIFIED,MICHIGAN,BU / ACRE,26,FIELD CROPS,129,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH"
