end_code,reference_period_desc,county_name,state_fips_code,county_ansi,load_time,agg_level_desc,week_ending,asd_desc,watershed_code,year,freq_desc,state_name,group_desc,util_practice_desc,unit_desc,Value,begin_code,region_desc,country_name,commodity_desc,domain_desc,zip_5,prodn_practice_desc,state_ansi,sector_desc,country_code,statisticcat_desc,short_desc,source_desc,county_code,watershed_desc,state_alpha,domaincat_desc,congr_district_code,CV (%),asd_code,location_desc,class_desc
00,YEAR,OTHER (COMBINED) COUNTIES,26,,2012-01-01 00:00:00.000,COUNTY,,WEST CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,79,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,998,,MI,NOT SPECIFIED,,,40,"MICHIGAN, WEST CENTRAL, OTHER (COMBINED) COUNTIES",ALL CLASSES
00,YEAR,MUSKEGON,26,121,2012-01-01 00:00:00.000,COUNTY,,WEST CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,84,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,121,,MI,NOT SPECIFIED,,,40,"MICHIGAN, WEST CENTRAL, MUSKEGON",ALL CLASSES
00,YEAR,NEWAYGO,26,123,2012-01-01 00:00:00.000,COUNTY,,WEST CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,91,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,123,,MI,NOT SPECIFIED,,,40,"MICHIGAN, WEST CENTRAL, NEWAYGO",ALL CLASSES
00,YEAR,OCEANA,26,127,2012-01-01 00:00:00.000,COUNTY,,WEST CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,84,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,127,,MI,NOT SPECIFIED,,,40,"MICHIGAN, WEST CENTRAL, OCEANA",ALL CLASSES
00,YEAR,CLARE,26,035,2012-01-01 00:00:00.000,COUNTY,,CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,86,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,035,,MI,NOT SPECIFIED,,,50,"MICHIGAN, CENTRAL, CLARE",ALL CLASSES
00,YEAR,GLADWIN,26,051,2012-01-01 00:00:00.000,COUNTY,,CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,113,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,051,,MI,NOT SPECIFIED,,,50,"MICHIGAN, CENTRAL, GLADWIN",ALL CLASSES
00,YEAR,GRATIOT,26,057,2012-01-01 00:00:00.000,COUNTY,,CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,125,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,057,,MI,NOT SPECIFIED,,,50,"MICHIGAN, CENTRAL, GRATIOT",ALL CLASSES
00,YEAR,ISABELLA,26,073,2012-01-01 00:00:00.000,COUNTY,,CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,119,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,073,,MI,NOT SPECIFIED,,,50,"MICHIGAN, CENTRAL, ISABELLA",ALL CLASSES
00,YEAR,MECOSTA,26,107,2012-01-01 00:00:00.000,COUNTY,,CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,102,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,107,,MI,NOT SPECIFIED,,,50,"MICHIGAN, CENTRAL, MECOSTA",ALL CLASSES
00,YEAR,MIDLAND,26,111,2012-01-01 00:00:00.000,COUNTY,,CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,122,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,111,,MI,NOT SPECIFIED,,,50,"MICHIGAN, CENTRAL, MIDLAND",ALL CLASSES
00,YEAR,MONTCALM,26,117,2012-01-01 00:00:00.000,COUNTY,,CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,120,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,117,,MI,NOT SPECIFIED,,,50,"MICHIGAN, CENTRAL, MONTCALM",ALL CLASSES
00,YEAR,OSCEOLA,26,133,2012-01-01 00:00:00.000,COUNTY,,CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,106,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,133,,MI,NOT SPECIFIED,,,50,"MICHIGAN, CENTRAL, OSCEOLA",ALL CLASSES
00,YEAR,ARENAC,26,011,2012-01-01 00:00:00.000,COUNTY,,EAST CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,110,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,011,,MI,NOT SPECIFIED,,,60,"MICHIGAN, EAST CENTRAL, ARENAC",ALL CLASSES
00,YEAR,BAY,26,017,2012-01-01 00:00:00.000,COUNTY,,EAST CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,132,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,017,,MI,NOT SPECIFIED,,,60,"MICHIGAN, EAST CENTRAL, BAY",ALL CLASSES
00,YEAR,HURON,26,063,2012-01-01 00:00:00.000,COUNTY,,EAST CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,139,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,063,,MI,NOT SPECIFIED,,,60,"MICHIGAN, EAST CENTRAL, HURON",ALL CLASSES
00,YEAR,SAGINAW,26,145,2012-01-01 00:00:00.000,COUNTY,,EAST CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,131,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,145,,MI,NOT SPECIFIED,,,60,"MICHIGAN, EAST CENTRAL, SAGINAW",ALL CLASSES
00,YEAR,SANILAC,26,151,2012-01-01 00:00:00.000,COUNTY,,EAST CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,139,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,151,,MI,NOT SPECIFIED,,,60,"MICHIGAN, EAST CENTRAL, SANILAC",ALL CLASSES
00,YEAR,TUSCOLA,26,157,2012-01-01 00:00:00.000,COUNTY,,EAST CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,145,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,157,,MI,NOT SPECIFIED,,,60,"MICHIGAN, EAST CENTRAL, TUSCOLA",ALL CLASSES
00,YEAR,ALLEGAN,26,005,2012-01-01 00:00:00.000,COUNTY,,SOUTHWEST,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,150,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,005,,MI,NOT SPECIFIED,,,70,"MICHIGAN, SOUTHWEST, ALLEGAN",ALL CLASSES
00,YEAR,BERRIEN,26,021,2012-01-01 00:00:00.000,COUNTY,,SOUTHWEST,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,143,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,021,,MI,NOT SPECIFIED,,,70,"MICHIGAN, SOUTHWEST, BERRIEN",ALL CLASSES
00,YEAR,CASS,26,027,2012-01-01 00:00:00.000,COUNTY,,SOUTHWEST,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,140,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,027,,MI,NOT SPECIFIED,,,70,"MICHIGAN, SOUTHWEST, CASS",ALL CLASSES
00,YEAR,KALAMAZOO,26,077,2012-01-01 00:00:00.000,COUNTY,,SOUTHWEST,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,138,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,077,,MI,NOT SPECIFIED,,,70,"MICHIGAN, SOUTHWEST, KALAMAZOO",ALL CLASSES
00,YEAR,KENT,26,081,2012-01-01 00:00:00.000,COUNTY,,SOUTHWEST,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,129,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,081,,MI,NOT SPECIFIED,,,70,"MICHIGAN, SOUTHWEST, KENT",ALL CLASSES
00,YEAR,OTTAWA,26,139,2012-01-01 00:00:00.000,COUNTY,,SOUTHWEST,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,126,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,139,,MI,NOT SPECIFIED,,,70,"MICHIGAN, SOUTHWEST, OTTAWA",ALL CLASSES
00,YEAR,VAN BUREN,26,159,2012-01-01 00:00:00.000,COUNTY,,SOUTHWEST,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,133,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,159,,MI,NOT SPECIFIED,,,70,"MICHIGAN, SOUTHWEST, VAN BUREN",ALL CLASSES
00,YEAR,BARRY,26,015,2012-01-01 00:00:00.000,COUNTY,,SOUTH CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,151,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,015,,MI,NOT SPECIFIED,,,80,"MICHIGAN, SOUTH CENTRAL, BARRY",ALL CLASSES
00,YEAR,BRANCH,26,023,2012-01-01 00:00:00.000,COUNTY,,SOUTH CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,134,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,023,,MI,NOT SPECIFIED,,,80,"MICHIGAN, SOUTH CENTRAL, BRANCH",ALL CLASSES
00,YEAR,CALHOUN,26,025,2012-01-01 00:00:00.000,COUNTY,,SOUTH CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,139,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,025,,MI,NOT SPECIFIED,,,80,"MICHIGAN, SOUTH CENTRAL, CALHOUN",ALL CLASSES
00,YEAR,CLINTON,26,037,2012-01-01 00:00:00.000,COUNTY,,SOUTH CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,144,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,037,,MI,NOT SPECIFIED,,,80,"MICHIGAN, SOUTH CENTRAL, CLINTON",ALL CLASSES
00,YEAR,EATON,26,045,2012-01-01 00:00:00.000,COUNTY,,SOUTH CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,153,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,045,,MI,NOT SPECIFIED,,,80,"MICHIGAN, SOUTH CENTRAL, EATON",ALL CLASSES
00,YEAR,HILLSDALE,26,059,2012-01-01 00:00:00.000,COUNTY,,SOUTH CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,135,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,059,,MI,NOT SPECIFIED,,,80,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",ALL CLASSES
00,YEAR,INGHAM,26,065,2012-01-01 00:00:00.000,COUNTY,,SOUTH CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,159,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,065,,MI,NOT SPECIFIED,,,80,"MICHIGAN, SOUTH CENTRAL, INGHAM",ALL CLASSES
00,YEAR,IONIA,26,067,2012-01-01 00:00:00.000,COUNTY,,SOUTH CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,146,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,067,,MI,NOT SPECIFIED,,,80,"MICHIGAN, SOUTH CENTRAL, IONIA",ALL CLASSES
00,YEAR,JACKSON,26,075,2012-01-01 00:00:00.000,COUNTY,,SOUTH CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,133,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,075,,MI,NOT SPECIFIED,,,80,"MICHIGAN, SOUTH CENTRAL, JACKSON",ALL CLASSES
00,YEAR,ST JOSEPH,26,149,2012-01-01 00:00:00.000,COUNTY,,SOUTH CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,130,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,149,,MI,NOT SPECIFIED,,,80,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",ALL CLASSES
00,YEAR,SHIAWASSEE,26,155,2012-01-01 00:00:00.000,COUNTY,,SOUTH CENTRAL,00000000,2004,ANNUAL,MICHIGAN,FIELD CROPS,GRAIN,BU / ACRE,132,00,,UNITED STATES,CORN,TOTAL,,ALL PRODUCTION PRACTICES,26,CROPS,9000,YIELD,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",SURVEY,155,,MI,NOT SPECIFIED,,,80,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",ALL CLASSES
