statisticcat_desc,source_desc,Value,freq_desc,congr_district_code,unit_desc,begin_code,CV (%),domaincat_desc,end_code,county_ansi,country_name,watershed_desc,county_name,prodn_practice_desc,state_alpha,watershed_code,commodity_desc,domain_desc,class_desc,load_time,short_desc,state_name,reference_period_desc,asd_code,year,sector_desc,state_fips_code,county_code,agg_level_desc,week_ending,asd_desc,country_code,state_ansi,group_desc,zip_5,region_desc,location_desc,util_practice_desc
YIELD,SURVEY,163.6,ANNUAL,,BU / ACRE,00,4.3,NOT SPECIFIED,00,007,UNITED STATES,,ALPENA,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,30,2021,CROPS,26,007,COUNTY,,NORTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, NORTHEAST, ALPENA",GRAIN
YIELD,SURVEY,161.6,ANNUAL,,BU / ACRE,00,10.1,NOT SPECIFIED,00,069,UNITED STATES,,IOSCO,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,30,2021,CROPS,26,069,COUNTY,,NORTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, NORTHEAST, IOSCO",GRAIN
YIELD,SURVEY,171.8,ANNUAL,,BU / ACRE,00,6.0,NOT SPECIFIED,00,129,UNITED STATES,,OGEMAW,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,30,2021,CROPS,26,129,COUNTY,,NORTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, NORTHEAST, OGEMAW",GRAIN
YIELD,SURVEY,141.7,ANNUAL,,BU / ACRE,00,8.7,NOT SPECIFIED,00,137,UNITED STATES,,OTSEGO,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,30,2021,CROPS,26,137,COUNTY,,NORTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, NORTHEAST, OTSEGO",GRAIN
YIELD,SURVEY,148.5,ANNUAL,,BU / ACRE,00,5.6,NOT SPECIFIED,00,141,UNITED STATES,,PRESQUE ISLE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,30,2021,CROPS,26,141,COUNTY,,NORTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, NORTHEAST, PRESQUE ISLE",GRAIN
YIELD,SURVEY,157.9,ANNUAL,,BU / ACRE,00,6.0,NOT SPECIFIED,00,085,UNITED STATES,,LAKE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,40,2021,CROPS,26,085,COUNTY,,WEST CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, WEST CENTRAL, LAKE",GRAIN
YIELD,SURVEY,164,ANNUAL,,BU / ACRE,00,4.0,NOT SPECIFIED,00,105,UNITED STATES,,MASON,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,40,2021,CROPS,26,105,COUNTY,,WEST CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, WEST CENTRAL, MASON",GRAIN
YIELD,SURVEY,158,ANNUAL,,BU / ACRE,00,3.8,NOT SPECIFIED,00,121,UNITED STATES,,MUSKEGON,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,40,2021,CROPS,26,121,COUNTY,,WEST CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, WEST CENTRAL, MUSKEGON",GRAIN
YIELD,SURVEY,172.9,ANNUAL,,BU / ACRE,00,4.1,NOT SPECIFIED,00,123,UNITED STATES,,NEWAYGO,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,40,2021,CROPS,26,123,COUNTY,,WEST CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, WEST CENTRAL, NEWAYGO",GRAIN
YIELD,SURVEY,154,ANNUAL,,BU / ACRE,00,9.1,NOT SPECIFIED,00,127,UNITED STATES,,OCEANA,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,40,2021,CROPS,26,127,COUNTY,,WEST CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, WEST CENTRAL, OCEANA",GRAIN
YIELD,SURVEY,172,ANNUAL,,BU / ACRE,00,3.0,NOT SPECIFIED,00,057,UNITED STATES,,GRATIOT,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,50,2021,CROPS,26,057,COUNTY,,CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, CENTRAL, GRATIOT",GRAIN
YIELD,SURVEY,167.4,ANNUAL,,BU / ACRE,00,3.3,NOT SPECIFIED,00,073,UNITED STATES,,ISABELLA,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,50,2021,CROPS,26,073,COUNTY,,CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, CENTRAL, ISABELLA",GRAIN
YIELD,SURVEY,153,ANNUAL,,BU / ACRE,00,2.6,NOT SPECIFIED,00,107,UNITED STATES,,MECOSTA,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,50,2021,CROPS,26,107,COUNTY,,CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, CENTRAL, MECOSTA",GRAIN
YIELD,SURVEY,182,ANNUAL,,BU / ACRE,00,2.3,NOT SPECIFIED,00,111,UNITED STATES,,MIDLAND,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,50,2021,CROPS,26,111,COUNTY,,CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, CENTRAL, MIDLAND",GRAIN
YIELD,SURVEY,177.8,ANNUAL,,BU / ACRE,00,1.6,NOT SPECIFIED,00,117,UNITED STATES,,MONTCALM,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,50,2021,CROPS,26,117,COUNTY,,CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, CENTRAL, MONTCALM",GRAIN
YIELD,SURVEY,187.8,ANNUAL,,BU / ACRE,00,5.5,NOT SPECIFIED,00,011,UNITED STATES,,ARENAC,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,60,2021,CROPS,26,011,COUNTY,,EAST CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, EAST CENTRAL, ARENAC",GRAIN
YIELD,SURVEY,187.8,ANNUAL,,BU / ACRE,00,3.6,NOT SPECIFIED,00,017,UNITED STATES,,BAY,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,60,2021,CROPS,26,017,COUNTY,,EAST CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, EAST CENTRAL, BAY",GRAIN
YIELD,SURVEY,213,ANNUAL,,BU / ACRE,00,2.0,NOT SPECIFIED,00,063,UNITED STATES,,HURON,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,60,2021,CROPS,26,063,COUNTY,,EAST CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, EAST CENTRAL, HURON",GRAIN
YIELD,SURVEY,177.9,ANNUAL,,BU / ACRE,00,4.1,NOT SPECIFIED,00,145,UNITED STATES,,SAGINAW,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,60,2021,CROPS,26,145,COUNTY,,EAST CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, EAST CENTRAL, SAGINAW",GRAIN
YIELD,SURVEY,212,ANNUAL,,BU / ACRE,00,1.7,NOT SPECIFIED,00,151,UNITED STATES,,SANILAC,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,60,2021,CROPS,26,151,COUNTY,,EAST CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, EAST CENTRAL, SANILAC",GRAIN
YIELD,SURVEY,205.3,ANNUAL,,BU / ACRE,00,3.9,NOT SPECIFIED,00,157,UNITED STATES,,TUSCOLA,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,60,2021,CROPS,26,157,COUNTY,,EAST CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, EAST CENTRAL, TUSCOLA",GRAIN
YIELD,SURVEY,172,ANNUAL,,BU / ACRE,00,5.6,NOT SPECIFIED,00,005,UNITED STATES,,ALLEGAN,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,70,2021,CROPS,26,005,COUNTY,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, ALLEGAN",GRAIN
YIELD,SURVEY,170.9,ANNUAL,,BU / ACRE,00,4.8,NOT SPECIFIED,00,021,UNITED STATES,,BERRIEN,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,70,2021,CROPS,26,021,COUNTY,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, BERRIEN",GRAIN
YIELD,SURVEY,167,ANNUAL,,BU / ACRE,00,4.5,NOT SPECIFIED,00,027,UNITED STATES,,CASS,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,70,2021,CROPS,26,027,COUNTY,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, CASS",GRAIN
YIELD,SURVEY,150,ANNUAL,,BU / ACRE,00,4.0,NOT SPECIFIED,00,077,UNITED STATES,,KALAMAZOO,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,70,2021,CROPS,26,077,COUNTY,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, KALAMAZOO",GRAIN
YIELD,SURVEY,174.3,ANNUAL,,BU / ACRE,00,5.4,NOT SPECIFIED,00,081,UNITED STATES,,KENT,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,70,2021,CROPS,26,081,COUNTY,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, KENT",GRAIN
YIELD,SURVEY,172.9,ANNUAL,,BU / ACRE,00,3.9,NOT SPECIFIED,00,139,UNITED STATES,,OTTAWA,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,70,2021,CROPS,26,139,COUNTY,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, OTTAWA",GRAIN
YIELD,SURVEY,159,ANNUAL,,BU / ACRE,00,4.7,NOT SPECIFIED,00,159,UNITED STATES,,VAN BUREN,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,70,2021,CROPS,26,159,COUNTY,,SOUTHWEST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHWEST, VAN BUREN",GRAIN
YIELD,SURVEY,178.8,ANNUAL,,BU / ACRE,00,4.8,NOT SPECIFIED,00,015,UNITED STATES,,BARRY,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,80,2021,CROPS,26,015,COUNTY,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, BARRY",GRAIN
YIELD,SURVEY,159.2,ANNUAL,,BU / ACRE,00,4.5,NOT SPECIFIED,00,025,UNITED STATES,,CALHOUN,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,80,2021,CROPS,26,025,COUNTY,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, CALHOUN",GRAIN
YIELD,SURVEY,171.7,ANNUAL,,BU / ACRE,00,6.5,NOT SPECIFIED,00,037,UNITED STATES,,CLINTON,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,80,2021,CROPS,26,037,COUNTY,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, CLINTON",GRAIN
YIELD,SURVEY,172.2,ANNUAL,,BU / ACRE,00,3.3,NOT SPECIFIED,00,045,UNITED STATES,,EATON,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,80,2021,CROPS,26,045,COUNTY,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, EATON",GRAIN
YIELD,SURVEY,179.1,ANNUAL,,BU / ACRE,00,2.9,NOT SPECIFIED,00,059,UNITED STATES,,HILLSDALE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,80,2021,CROPS,26,059,COUNTY,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",GRAIN
YIELD,SURVEY,174.4,ANNUAL,,BU / ACRE,00,4.2,NOT SPECIFIED,00,065,UNITED STATES,,INGHAM,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,80,2021,CROPS,26,065,COUNTY,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, INGHAM",GRAIN
YIELD,SURVEY,174,ANNUAL,,BU / ACRE,00,2.5,NOT SPECIFIED,00,067,UNITED STATES,,IONIA,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,80,2021,CROPS,26,067,COUNTY,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, IONIA",GRAIN
YIELD,SURVEY,167.4,ANNUAL,,BU / ACRE,00,3.4,NOT SPECIFIED,00,075,UNITED STATES,,JACKSON,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,80,2021,CROPS,26,075,COUNTY,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, JACKSON",GRAIN
YIELD,SURVEY,162.3,ANNUAL,,BU / ACRE,00,3.9,NOT SPECIFIED,00,155,UNITED STATES,,SHIAWASSEE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,80,2021,CROPS,26,155,COUNTY,,SOUTH CENTRAL,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",GRAIN
YIELD,SURVEY,160,ANNUAL,,BU / ACRE,00,4.1,NOT SPECIFIED,00,049,UNITED STATES,,GENESEE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,90,2021,CROPS,26,049,COUNTY,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, GENESEE",GRAIN
YIELD,SURVEY,176.1,ANNUAL,,BU / ACRE,00,4.1,NOT SPECIFIED,00,087,UNITED STATES,,LAPEER,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,90,2021,CROPS,26,087,COUNTY,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, LAPEER",GRAIN
YIELD,SURVEY,184.1,ANNUAL,,BU / ACRE,00,2.2,NOT SPECIFIED,00,091,UNITED STATES,,LENAWEE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,90,2021,CROPS,26,091,COUNTY,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, LENAWEE",GRAIN
YIELD,SURVEY,165.7,ANNUAL,,BU / ACRE,00,4.0,NOT SPECIFIED,00,093,UNITED STATES,,LIVINGSTON,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,90,2021,CROPS,26,093,COUNTY,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, LIVINGSTON",GRAIN
YIELD,SURVEY,161.7,ANNUAL,,BU / ACRE,00,3.1,NOT SPECIFIED,00,099,UNITED STATES,,MACOMB,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,90,2021,CROPS,26,099,COUNTY,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, MACOMB",GRAIN
YIELD,SURVEY,193.8,ANNUAL,,BU / ACRE,00,2.0,NOT SPECIFIED,00,115,UNITED STATES,,MONROE,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,90,2021,CROPS,26,115,COUNTY,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, MONROE",GRAIN
YIELD,SURVEY,165.6,ANNUAL,,BU / ACRE,00,4.5,NOT SPECIFIED,00,125,UNITED STATES,,OAKLAND,ALL PRODUCTION PRACTICES,MI,00000000,CORN,TOTAL,ALL CLASSES,2024-02-23 15:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,90,2021,CROPS,26,125,COUNTY,,SOUTHEAST,9000,26,FIELD CROPS,,,"MICHIGAN, SOUTHEAST, OAKLAND",GRAIN
