domaincat_desc,reference_period_desc,unit_desc,asd_desc,congr_district_code,region_desc,zip_5,util_practice_desc,state_ansi,source_desc,state_fips_code,state_name,county_code,domain_desc,location_desc,commodity_desc,country_name,class_desc,state_alpha,country_code,begin_code,load_time,short_desc,freq_desc,watershed_desc,watershed_code,year,group_desc,county_name,agg_level_desc,sector_desc,asd_code,statisticcat_desc,CV (%),end_code,county_ansi,prodn_practice_desc,Value,week_ending
NOT SPECIFIED,YEAR,BU / ACRE,EAST CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,151,TOTAL,"MICHIGAN, EAST CENTRAL, SANILAC",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,SANILAC,COUNTY,CROPS,60,YIELD,,00,151,ALL PRODUCTION PRACTICES,47.8,
NOT SPECIFIED,YEAR,BU / ACRE,EAST CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,157,TOTAL,"MICHIGAN, EAST CENTRAL, TUSCOLA",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,TUSCOLA,COUNTY,CROPS,60,YIELD,,00,157,ALL PRODUCTION PRACTICES,60,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,,,GRAIN,26,SURVEY,26,MICHIGAN,005,TOTAL,"MICHIGAN, SOUTHWEST, ALLEGAN",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,ALLEGAN,COUNTY,CROPS,70,YIELD,,00,005,ALL PRODUCTION PRACTICES,58,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,,,GRAIN,26,SURVEY,26,MICHIGAN,021,TOTAL,"MICHIGAN, SOUTHWEST, BERRIEN",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,BERRIEN,COUNTY,CROPS,70,YIELD,,00,021,ALL PRODUCTION PRACTICES,62,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,,,GRAIN,26,SURVEY,26,MICHIGAN,027,TOTAL,"MICHIGAN, SOUTHWEST, CASS",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,CASS,COUNTY,CROPS,70,YIELD,,00,027,ALL PRODUCTION PRACTICES,56,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,,,GRAIN,26,SURVEY,26,MICHIGAN,077,TOTAL,"MICHIGAN, SOUTHWEST, KALAMAZOO",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,KALAMAZOO,COUNTY,CROPS,70,YIELD,,00,077,ALL PRODUCTION PRACTICES,50,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,,,GRAIN,26,SURVEY,26,MICHIGAN,081,TOTAL,"MICHIGAN, SOUTHWEST, KENT",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,KENT,COUNTY,CROPS,70,YIELD,,00,081,ALL PRODUCTION PRACTICES,49,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,,,GRAIN,26,SURVEY,26,MICHIGAN,139,TOTAL,"MICHIGAN, SOUTHWEST, OTTAWA",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,OTTAWA,COUNTY,CROPS,70,YIELD,,00,139,ALL PRODUCTION PRACTICES,53,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHWEST,,,,GRAIN,26,SURVEY,26,MICHIGAN,159,TOTAL,"MICHIGAN, SOUTHWEST, VAN BUREN",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,VAN BUREN,COUNTY,CROPS,70,YIELD,,00,159,ALL PRODUCTION PRACTICES,43,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,015,TOTAL,"MICHIGAN, SOUTH CENTRAL, BARRY",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,BARRY,COUNTY,CROPS,80,YIELD,,00,015,ALL PRODUCTION PRACTICES,45,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,023,TOTAL,"MICHIGAN, SOUTH CENTRAL, BRANCH",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,BRANCH,COUNTY,CROPS,80,YIELD,,00,023,ALL PRODUCTION PRACTICES,52,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,025,TOTAL,"MICHIGAN, SOUTH CENTRAL, CALHOUN",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,CALHOUN,COUNTY,CROPS,80,YIELD,,00,025,ALL PRODUCTION PRACTICES,57,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,037,TOTAL,"MICHIGAN, SOUTH CENTRAL, CLINTON",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,CLINTON,COUNTY,CROPS,80,YIELD,,00,037,ALL PRODUCTION PRACTICES,50,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,045,TOTAL,"MICHIGAN, SOUTH CENTRAL, EATON",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,EATON,COUNTY,CROPS,80,YIELD,,00,045,ALL PRODUCTION PRACTICES,56,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,059,TOTAL,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,HILLSDALE,COUNTY,CROPS,80,YIELD,,00,059,ALL PRODUCTION PRACTICES,52,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,065,TOTAL,"MICHIGAN, SOUTH CENTRAL, INGHAM",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,INGHAM,COUNTY,CROPS,80,YIELD,,00,065,ALL PRODUCTION PRACTICES,62,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,067,TOTAL,"MICHIGAN, SOUTH CENTRAL, IONIA",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,IONIA,COUNTY,CROPS,80,YIELD,,00,067,ALL PRODUCTION PRACTICES,51,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,075,TOTAL,"MICHIGAN, SOUTH CENTRAL, JACKSON",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,JACKSON,COUNTY,CROPS,80,YIELD,,00,075,ALL PRODUCTION PRACTICES,55,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,149,TOTAL,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,ST JOSEPH,COUNTY,CROPS,80,YIELD,,00,149,ALL PRODUCTION PRACTICES,51.5,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTH CENTRAL,,,,GRAIN,26,SURVEY,26,MICHIGAN,155,TOTAL,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,SHIAWASSEE,COUNTY,CROPS,80,YIELD,,00,155,ALL PRODUCTION PRACTICES,62,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,,,GRAIN,26,SURVEY,26,MICHIGAN,049,TOTAL,"MICHIGAN, SOUTHEAST, GENESEE",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,GENESEE,COUNTY,CROPS,90,YIELD,,00,049,ALL PRODUCTION PRACTICES,48,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,,,GRAIN,26,SURVEY,26,MICHIGAN,087,TOTAL,"MICHIGAN, SOUTHEAST, LAPEER",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,LAPEER,COUNTY,CROPS,90,YIELD,,00,087,ALL PRODUCTION PRACTICES,47,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,,,GRAIN,26,SURVEY,26,MICHIGAN,091,TOTAL,"MICHIGAN, SOUTHEAST, LENAWEE",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,LENAWEE,COUNTY,CROPS,90,YIELD,,00,091,ALL PRODUCTION PRACTICES,61,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,,,GRAIN,26,SURVEY,26,MICHIGAN,093,TOTAL,"MICHIGAN, SOUTHEAST, LIVINGSTON",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,LIVINGSTON,COUNTY,CROPS,90,YIELD,,00,093,ALL PRODUCTION PRACTICES,45,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,,,GRAIN,26,SURVEY,26,MICHIGAN,099,TOTAL,"MICHIGAN, SOUTHEAST, MACOMB",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,MACOMB,COUNTY,CROPS,90,YIELD,,00,099,ALL PRODUCTION PRACTICES,43,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,,,GRAIN,26,SURVEY,26,MICHIGAN,115,TOTAL,"MICHIGAN, SOUTHEAST, MONROE",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,MONROE,COUNTY,CROPS,90,YIELD,,00,115,ALL PRODUCTION PRACTICES,61,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,,,GRAIN,26,SURVEY,26,MICHIGAN,125,TOTAL,"MICHIGAN, SOUTHEAST, OAKLAND",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,OAKLAND,COUNTY,CROPS,90,YIELD,,00,125,ALL PRODUCTION PRACTICES,46,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,,,GRAIN,26,SURVEY,26,MICHIGAN,147,TOTAL,"MICHIGAN, SOUTHEAST, ST CLAIR",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,ST CLAIR,COUNTY,CROPS,90,YIELD,,00,147,ALL PRODUCTION PRACTICES,42,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,,,GRAIN,26,SURVEY,26,MICHIGAN,161,TOTAL,"MICHIGAN, SOUTHEAST, WASHTENAW",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,WASHTENAW,COUNTY,CROPS,90,YIELD,,00,161,ALL PRODUCTION PRACTICES,49,
NOT SPECIFIED,YEAR,BU / ACRE,SOUTHEAST,,,,GRAIN,26,SURVEY,26,MICHIGAN,163,TOTAL,"MICHIGAN, SOUTHEAST, WAYNE",CORN,UNITED STATES,ALL CLASSES,MI,9000,00,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",ANNUAL,,00000000,1960,FIELD CROPS,WAYNE,COUNTY,CROPS,90,YIELD,,00,163,ALL PRODUCTION PRACTICES,66,
