country_name,watershed_desc,load_time,class_desc,end_code,domain_desc,year,country_code,CV (%),state_fips_code,statisticcat_desc,county_name,state_alpha,county_code,asd_desc,state_name,county_ansi,source_desc,zip_5,short_desc,begin_code,prodn_practice_desc,group_desc,Value,state_ansi,util_practice_desc,sector_desc,watershed_code,asd_code,week_ending,agg_level_desc,unit_desc,reference_period_desc,region_desc,location_desc,commodity_desc,domaincat_desc,freq_desc,congr_district_code
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,OTHER (COMBINED) COUNTIES,MI,998,NORTHEAST,MICHIGAN,,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,113.1,26,GRAIN,CROPS,00000000,30,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,ALCONA,MI,001,NORTHEAST,MICHIGAN,001,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,109.3,26,GRAIN,CROPS,00000000,30,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, NORTHEAST, ALCONA",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,ALPENA,MI,007,NORTHEAST,MICHIGAN,007,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,114.1,26,GRAIN,CROPS,00000000,30,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, NORTHEAST, ALPENA",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,CHEBOYGAN,MI,031,NORTHEAST,MICHIGAN,031,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,138.5,26,GRAIN,CROPS,00000000,30,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, NORTHEAST, CHEBOYGAN",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,IOSCO,MI,069,NORTHEAST,MICHIGAN,069,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,128,26,GRAIN,CROPS,00000000,30,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, NORTHEAST, IOSCO",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,MONTMORENCY,MI,119,NORTHEAST,MICHIGAN,119,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,121.4,26,GRAIN,CROPS,00000000,30,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, NORTHEAST, MONTMORENCY",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,OGEMAW,MI,129,NORTHEAST,MICHIGAN,129,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,126.2,26,GRAIN,CROPS,00000000,30,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, NORTHEAST, OGEMAW",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,PRESQUE ISLE,MI,141,NORTHEAST,MICHIGAN,141,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,140.8,26,GRAIN,CROPS,00000000,30,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, NORTHEAST, PRESQUE ISLE",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,LAKE,MI,085,WEST CENTRAL,MICHIGAN,085,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,125,26,GRAIN,CROPS,00000000,40,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, WEST CENTRAL, LAKE",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,MASON,MI,105,WEST CENTRAL,MICHIGAN,105,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,127.1,26,GRAIN,CROPS,00000000,40,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, WEST CENTRAL, MASON",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,MUSKEGON,MI,121,WEST CENTRAL,MICHIGAN,121,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,132.7,26,GRAIN,CROPS,00000000,40,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, WEST CENTRAL, MUSKEGON",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,NEWAYGO,MI,123,WEST CENTRAL,MICHIGAN,123,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,119.4,26,GRAIN,CROPS,00000000,40,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, WEST CENTRAL, NEWAYGO",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,OCEANA,MI,127,WEST CENTRAL,MICHIGAN,127,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,123.3,26,GRAIN,CROPS,00000000,40,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, WEST CENTRAL, OCEANA",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,CLARE,MI,035,CENTRAL,MICHIGAN,035,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,136.6,26,GRAIN,CROPS,00000000,50,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, CENTRAL, CLARE",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,GLADWIN,MI,051,CENTRAL,MICHIGAN,051,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,158,26,GRAIN,CROPS,00000000,50,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, CENTRAL, GLADWIN",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,GRATIOT,MI,057,CENTRAL,MICHIGAN,057,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,153.5,26,GRAIN,CROPS,00000000,50,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, CENTRAL, GRATIOT",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,ISABELLA,MI,073,CENTRAL,MICHIGAN,073,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,148.1,26,GRAIN,CROPS,00000000,50,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, CENTRAL, ISABELLA",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,MECOSTA,MI,107,CENTRAL,MICHIGAN,107,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,134.6,26,GRAIN,CROPS,00000000,50,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, CENTRAL, MECOSTA",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,MIDLAND,MI,111,CENTRAL,MICHIGAN,111,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,168.9,26,GRAIN,CROPS,00000000,50,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, CENTRAL, MIDLAND",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,MONTCALM,MI,117,CENTRAL,MICHIGAN,117,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,149.3,26,GRAIN,CROPS,00000000,50,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, CENTRAL, MONTCALM",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,OSCEOLA,MI,133,CENTRAL,MICHIGAN,133,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,130,26,GRAIN,CROPS,00000000,50,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, CENTRAL, OSCEOLA",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,ARENAC,MI,011,EAST CENTRAL,MICHIGAN,011,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,155.4,26,GRAIN,CROPS,00000000,60,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, EAST CENTRAL, ARENAC",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,BAY,MI,017,EAST CENTRAL,MICHIGAN,017,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,164.4,26,GRAIN,CROPS,00000000,60,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, EAST CENTRAL, BAY",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,HURON,MI,063,EAST CENTRAL,MICHIGAN,063,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,172.3,26,GRAIN,CROPS,00000000,60,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, EAST CENTRAL, HURON",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,SAGINAW,MI,145,EAST CENTRAL,MICHIGAN,145,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,171.6,26,GRAIN,CROPS,00000000,60,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, EAST CENTRAL, SAGINAW",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,SANILAC,MI,151,EAST CENTRAL,MICHIGAN,151,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,171.3,26,GRAIN,CROPS,00000000,60,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, EAST CENTRAL, SANILAC",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,TUSCOLA,MI,157,EAST CENTRAL,MICHIGAN,157,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,178.5,26,GRAIN,CROPS,00000000,60,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, EAST CENTRAL, TUSCOLA",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,OTHER (COMBINED) COUNTIES,MI,998,SOUTHWEST,MICHIGAN,,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,159.1,26,GRAIN,CROPS,00000000,70,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTHWEST, OTHER (COMBINED) COUNTIES",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,BERRIEN,MI,021,SOUTHWEST,MICHIGAN,021,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,176.4,26,GRAIN,CROPS,00000000,70,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTHWEST, BERRIEN",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,CASS,MI,027,SOUTHWEST,MICHIGAN,027,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,172,26,GRAIN,CROPS,00000000,70,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTHWEST, CASS",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,KALAMAZOO,MI,077,SOUTHWEST,MICHIGAN,077,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,188.7,26,GRAIN,CROPS,00000000,70,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTHWEST, KALAMAZOO",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,KENT,MI,081,SOUTHWEST,MICHIGAN,081,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,146.8,26,GRAIN,CROPS,00000000,70,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTHWEST, KENT",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,OTTAWA,MI,139,SOUTHWEST,MICHIGAN,139,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,152.3,26,GRAIN,CROPS,00000000,70,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTHWEST, OTTAWA",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,BARRY,MI,015,SOUTH CENTRAL,MICHIGAN,015,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,151.6,26,GRAIN,CROPS,00000000,80,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTH CENTRAL, BARRY",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,BRANCH,MI,023,SOUTH CENTRAL,MICHIGAN,023,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,167.2,26,GRAIN,CROPS,00000000,80,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTH CENTRAL, BRANCH",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,CALHOUN,MI,025,SOUTH CENTRAL,MICHIGAN,025,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,158.6,26,GRAIN,CROPS,00000000,80,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTH CENTRAL, CALHOUN",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,CLINTON,MI,037,SOUTH CENTRAL,MICHIGAN,037,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,163.4,26,GRAIN,CROPS,00000000,80,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTH CENTRAL, CLINTON",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,EATON,MI,045,SOUTH CENTRAL,MICHIGAN,045,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,176.5,26,GRAIN,CROPS,00000000,80,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTH CENTRAL, EATON",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,HILLSDALE,MI,059,SOUTH CENTRAL,MICHIGAN,059,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,155,26,GRAIN,CROPS,00000000,80,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,INGHAM,MI,065,SOUTH CENTRAL,MICHIGAN,065,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,175.9,26,GRAIN,CROPS,00000000,80,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTH CENTRAL, INGHAM",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,IONIA,MI,067,SOUTH CENTRAL,MICHIGAN,067,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,161.4,26,GRAIN,CROPS,00000000,80,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTH CENTRAL, IONIA",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,JACKSON,MI,075,SOUTH CENTRAL,MICHIGAN,075,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,155.6,26,GRAIN,CROPS,00000000,80,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTH CENTRAL, JACKSON",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,ST JOSEPH,MI,149,SOUTH CENTRAL,MICHIGAN,149,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,152.7,26,GRAIN,CROPS,00000000,80,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,SHIAWASSEE,MI,155,SOUTH CENTRAL,MICHIGAN,155,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,156.4,26,GRAIN,CROPS,00000000,80,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",CORN,NOT SPECIFIED,ANNUAL,
UNITED STATES,,2015-02-19 15:38:52.000,ALL CLASSES,00,TOTAL,2014,9000,,26,YIELD,GENESEE,MI,049,SOUTHEAST,MICHIGAN,049,SURVEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,ALL PRODUCTION PRACTICES,FIELD CROPS,142.5,26,GRAIN,CROPS,00000000,90,,COUNTY,BU / ACRE,YEAR,,"MICHIGAN, SOUTHEAST, GENESEE",CORN,NOT SPECIFIED,ANNUAL,
