source_desc,state_ansi,zip_5,util_practice_desc,location_desc,county_code,domain_desc,state_name,state_fips_code,unit_desc,reference_period_desc,domaincat_desc,region_desc,congr_district_code,asd_desc,end_code,prodn_practice_desc,county_ansi,sector_desc,statisticcat_desc,asd_code,CV (%),agg_level_desc,county_name,group_desc,week_ending,Value,country_code,class_desc,state_alpha,commodity_desc,country_name,freq_desc,short_desc,year,watershed_desc,watershed_code,load_time,begin_code
SURVEY,26,,GRAIN,"MICHIGAN, UPPER PENINSULA, MACKINAC",097,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,UPPER PENINSULA,00,ALL PRODUCTION PRACTICES,097,CROPS,YIELD,10,,COUNTY,MACKINAC,FIELD CROPS,,39.5,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, UPPER PENINSULA, MARQUETTE",103,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,UPPER PENINSULA,00,ALL PRODUCTION PRACTICES,103,CROPS,YIELD,10,,COUNTY,MARQUETTE,FIELD CROPS,,38.2,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, UPPER PENINSULA, MENOMINEE",109,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,UPPER PENINSULA,00,ALL PRODUCTION PRACTICES,109,CROPS,YIELD,10,,COUNTY,MENOMINEE,FIELD CROPS,,37.6,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, UPPER PENINSULA, ONTONAGON",131,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,UPPER PENINSULA,00,ALL PRODUCTION PRACTICES,131,CROPS,YIELD,10,,COUNTY,ONTONAGON,FIELD CROPS,,38.3,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, UPPER PENINSULA, SCHOOLCRAFT",153,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,UPPER PENINSULA,00,ALL PRODUCTION PRACTICES,153,CROPS,YIELD,10,,COUNTY,SCHOOLCRAFT,FIELD CROPS,,38.2,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHWEST, ANTRIM",009,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHWEST,00,ALL PRODUCTION PRACTICES,009,CROPS,YIELD,20,,COUNTY,ANTRIM,FIELD CROPS,,56.5,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHWEST, BENZIE",019,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHWEST,00,ALL PRODUCTION PRACTICES,019,CROPS,YIELD,20,,COUNTY,BENZIE,FIELD CROPS,,53.6,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHWEST, CHARLEVOIX",029,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHWEST,00,ALL PRODUCTION PRACTICES,029,CROPS,YIELD,20,,COUNTY,CHARLEVOIX,FIELD CROPS,,56.9,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHWEST, EMMET",047,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHWEST,00,ALL PRODUCTION PRACTICES,047,CROPS,YIELD,20,,COUNTY,EMMET,FIELD CROPS,,58.1,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHWEST, GRAND TRAVERSE",055,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHWEST,00,ALL PRODUCTION PRACTICES,055,CROPS,YIELD,20,,COUNTY,GRAND TRAVERSE,FIELD CROPS,,73.3,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHWEST, KALKASKA",079,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHWEST,00,ALL PRODUCTION PRACTICES,079,CROPS,YIELD,20,,COUNTY,KALKASKA,FIELD CROPS,,55,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHWEST, LEELANAU",089,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHWEST,00,ALL PRODUCTION PRACTICES,089,CROPS,YIELD,20,,COUNTY,LEELANAU,FIELD CROPS,,45.2,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHWEST, MANISTEE",101,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHWEST,00,ALL PRODUCTION PRACTICES,101,CROPS,YIELD,20,,COUNTY,MANISTEE,FIELD CROPS,,45,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHWEST, MISSAUKEE",113,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHWEST,00,ALL PRODUCTION PRACTICES,113,CROPS,YIELD,20,,COUNTY,MISSAUKEE,FIELD CROPS,,55,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHWEST, WEXFORD",165,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHWEST,00,ALL PRODUCTION PRACTICES,165,CROPS,YIELD,20,,COUNTY,WEXFORD,FIELD CROPS,,41.6,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHEAST, ALCONA",001,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHEAST,00,ALL PRODUCTION PRACTICES,001,CROPS,YIELD,30,,COUNTY,ALCONA,FIELD CROPS,,62.7,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHEAST, ALPENA",007,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHEAST,00,ALL PRODUCTION PRACTICES,007,CROPS,YIELD,30,,COUNTY,ALPENA,FIELD CROPS,,55.9,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHEAST, CHEBOYGAN",031,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHEAST,00,ALL PRODUCTION PRACTICES,031,CROPS,YIELD,30,,COUNTY,CHEBOYGAN,FIELD CROPS,,40,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHEAST, IOSCO",069,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHEAST,00,ALL PRODUCTION PRACTICES,069,CROPS,YIELD,30,,COUNTY,IOSCO,FIELD CROPS,,45.8,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHEAST, MONTMORENCY",119,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHEAST,00,ALL PRODUCTION PRACTICES,119,CROPS,YIELD,30,,COUNTY,MONTMORENCY,FIELD CROPS,,47.6,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHEAST, OGEMAW",129,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHEAST,00,ALL PRODUCTION PRACTICES,129,CROPS,YIELD,30,,COUNTY,OGEMAW,FIELD CROPS,,45.7,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHEAST, OSCODA",135,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHEAST,00,ALL PRODUCTION PRACTICES,135,CROPS,YIELD,30,,COUNTY,OSCODA,FIELD CROPS,,45,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHEAST, OTSEGO",137,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHEAST,00,ALL PRODUCTION PRACTICES,137,CROPS,YIELD,30,,COUNTY,OTSEGO,FIELD CROPS,,64.1,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, NORTHEAST, PRESQUE ISLE",141,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,NORTHEAST,00,ALL PRODUCTION PRACTICES,141,CROPS,YIELD,30,,COUNTY,PRESQUE ISLE,FIELD CROPS,,50.1,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, WEST CENTRAL, LAKE",085,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,WEST CENTRAL,00,ALL PRODUCTION PRACTICES,085,CROPS,YIELD,40,,COUNTY,LAKE,FIELD CROPS,,25.3,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, WEST CENTRAL, MASON",105,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,WEST CENTRAL,00,ALL PRODUCTION PRACTICES,105,CROPS,YIELD,40,,COUNTY,MASON,FIELD CROPS,,49.3,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, WEST CENTRAL, MUSKEGON",121,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,WEST CENTRAL,00,ALL PRODUCTION PRACTICES,121,CROPS,YIELD,40,,COUNTY,MUSKEGON,FIELD CROPS,,53.3,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, WEST CENTRAL, NEWAYGO",123,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,WEST CENTRAL,00,ALL PRODUCTION PRACTICES,123,CROPS,YIELD,40,,COUNTY,NEWAYGO,FIELD CROPS,,53.6,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, WEST CENTRAL, OCEANA",127,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,WEST CENTRAL,00,ALL PRODUCTION PRACTICES,127,CROPS,YIELD,40,,COUNTY,OCEANA,FIELD CROPS,,46.4,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, CENTRAL, CLARE",035,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,CENTRAL,00,ALL PRODUCTION PRACTICES,035,CROPS,YIELD,50,,COUNTY,CLARE,FIELD CROPS,,61.1,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, CENTRAL, GLADWIN",051,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,CENTRAL,00,ALL PRODUCTION PRACTICES,051,CROPS,YIELD,50,,COUNTY,GLADWIN,FIELD CROPS,,58.3,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, CENTRAL, GRATIOT",057,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,CENTRAL,00,ALL PRODUCTION PRACTICES,057,CROPS,YIELD,50,,COUNTY,GRATIOT,FIELD CROPS,,66,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, CENTRAL, ISABELLA",073,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,CENTRAL,00,ALL PRODUCTION PRACTICES,073,CROPS,YIELD,50,,COUNTY,ISABELLA,FIELD CROPS,,59.9,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, CENTRAL, MECOSTA",107,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,CENTRAL,00,ALL PRODUCTION PRACTICES,107,CROPS,YIELD,50,,COUNTY,MECOSTA,FIELD CROPS,,49.5,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, CENTRAL, MIDLAND",111,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,CENTRAL,00,ALL PRODUCTION PRACTICES,111,CROPS,YIELD,50,,COUNTY,MIDLAND,FIELD CROPS,,56.7,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, CENTRAL, MONTCALM",117,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,CENTRAL,00,ALL PRODUCTION PRACTICES,117,CROPS,YIELD,50,,COUNTY,MONTCALM,FIELD CROPS,,64.8,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, CENTRAL, OSCEOLA",133,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,CENTRAL,00,ALL PRODUCTION PRACTICES,133,CROPS,YIELD,50,,COUNTY,OSCEOLA,FIELD CROPS,,73.2,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, EAST CENTRAL, ARENAC",011,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,EAST CENTRAL,00,ALL PRODUCTION PRACTICES,011,CROPS,YIELD,60,,COUNTY,ARENAC,FIELD CROPS,,66.1,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, EAST CENTRAL, BAY",017,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,EAST CENTRAL,00,ALL PRODUCTION PRACTICES,017,CROPS,YIELD,60,,COUNTY,BAY,FIELD CROPS,,76.8,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, EAST CENTRAL, HURON",063,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,EAST CENTRAL,00,ALL PRODUCTION PRACTICES,063,CROPS,YIELD,60,,COUNTY,HURON,FIELD CROPS,,84.1,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, EAST CENTRAL, SAGINAW",145,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,EAST CENTRAL,00,ALL PRODUCTION PRACTICES,145,CROPS,YIELD,60,,COUNTY,SAGINAW,FIELD CROPS,,72.4,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, EAST CENTRAL, SANILAC",151,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,EAST CENTRAL,00,ALL PRODUCTION PRACTICES,151,CROPS,YIELD,60,,COUNTY,SANILAC,FIELD CROPS,,79.4,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, EAST CENTRAL, TUSCOLA",157,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,EAST CENTRAL,00,ALL PRODUCTION PRACTICES,157,CROPS,YIELD,60,,COUNTY,TUSCOLA,FIELD CROPS,,72.3,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHWEST, ALLEGAN",005,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHWEST,00,ALL PRODUCTION PRACTICES,005,CROPS,YIELD,70,,COUNTY,ALLEGAN,FIELD CROPS,,65.9,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
SURVEY,26,,GRAIN,"MICHIGAN, SOUTHWEST, BERRIEN",021,TOTAL,MICHIGAN,26,BU / ACRE,YEAR,NOT SPECIFIED,,,SOUTHWEST,00,ALL PRODUCTION PRACTICES,021,CROPS,YIELD,70,,COUNTY,BERRIEN,FIELD CROPS,,90,9000,ALL CLASSES,MI,CORN,UNITED STATES,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1976,,00000000,2012-01-01 00:00:00.000,00
