region_desc,group_desc,zip_5,state_ansi,location_desc,util_practice_desc,asd_code,country_code,asd_desc,state_fips_code,year,sector_desc,county_code,week_ending,agg_level_desc,county_name,prodn_practice_desc,country_name,watershed_desc,county_ansi,short_desc,state_name,reference_period_desc,class_desc,load_time,domain_desc,commodity_desc,state_alpha,watershed_code,unit_desc,congr_district_code,freq_desc,Value,source_desc,statisticcat_desc,end_code,domaincat_desc,CV (%),begin_code
,FIELD CROPS,,26,"MICHIGAN, NORTHWEST, WEXFORD",GRAIN,20,9000,NORTHWEST,26,1969,CROPS,165,,COUNTY,WEXFORD,ALL PRODUCTION PRACTICES,UNITED STATES,,165,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,77.8,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, NORTHEAST, ALCONA",GRAIN,30,9000,NORTHEAST,26,1969,CROPS,001,,COUNTY,ALCONA,ALL PRODUCTION PRACTICES,UNITED STATES,,001,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,53,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, NORTHEAST, ALPENA",GRAIN,30,9000,NORTHEAST,26,1969,CROPS,007,,COUNTY,ALPENA,ALL PRODUCTION PRACTICES,UNITED STATES,,007,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,80,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, NORTHEAST, CHEBOYGAN",GRAIN,30,9000,NORTHEAST,26,1969,CROPS,031,,COUNTY,CHEBOYGAN,ALL PRODUCTION PRACTICES,UNITED STATES,,031,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,32,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, NORTHEAST, IOSCO",GRAIN,30,9000,NORTHEAST,26,1969,CROPS,069,,COUNTY,IOSCO,ALL PRODUCTION PRACTICES,UNITED STATES,,069,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,60,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, NORTHEAST, MONTMORENCY",GRAIN,30,9000,NORTHEAST,26,1969,CROPS,119,,COUNTY,MONTMORENCY,ALL PRODUCTION PRACTICES,UNITED STATES,,119,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,74.4,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, NORTHEAST, OGEMAW",GRAIN,30,9000,NORTHEAST,26,1969,CROPS,129,,COUNTY,OGEMAW,ALL PRODUCTION PRACTICES,UNITED STATES,,129,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,71.8,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, NORTHEAST, OSCODA",GRAIN,30,9000,NORTHEAST,26,1969,CROPS,135,,COUNTY,OSCODA,ALL PRODUCTION PRACTICES,UNITED STATES,,135,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,68,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, NORTHEAST, OTSEGO",GRAIN,30,9000,NORTHEAST,26,1969,CROPS,137,,COUNTY,OTSEGO,ALL PRODUCTION PRACTICES,UNITED STATES,,137,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,78.5,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, NORTHEAST, PRESQUE ISLE",GRAIN,30,9000,NORTHEAST,26,1969,CROPS,141,,COUNTY,PRESQUE ISLE,ALL PRODUCTION PRACTICES,UNITED STATES,,141,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,47.2,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, WEST CENTRAL, LAKE",GRAIN,40,9000,WEST CENTRAL,26,1969,CROPS,085,,COUNTY,LAKE,ALL PRODUCTION PRACTICES,UNITED STATES,,085,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,67.3,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, WEST CENTRAL, MASON",GRAIN,40,9000,WEST CENTRAL,26,1969,CROPS,105,,COUNTY,MASON,ALL PRODUCTION PRACTICES,UNITED STATES,,105,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,61.8,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, WEST CENTRAL, MUSKEGON",GRAIN,40,9000,WEST CENTRAL,26,1969,CROPS,121,,COUNTY,MUSKEGON,ALL PRODUCTION PRACTICES,UNITED STATES,,121,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,70.4,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, WEST CENTRAL, NEWAYGO",GRAIN,40,9000,WEST CENTRAL,26,1969,CROPS,123,,COUNTY,NEWAYGO,ALL PRODUCTION PRACTICES,UNITED STATES,,123,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,64.7,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, WEST CENTRAL, OCEANA",GRAIN,40,9000,WEST CENTRAL,26,1969,CROPS,127,,COUNTY,OCEANA,ALL PRODUCTION PRACTICES,UNITED STATES,,127,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,62.6,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, CENTRAL, CLARE",GRAIN,50,9000,CENTRAL,26,1969,CROPS,035,,COUNTY,CLARE,ALL PRODUCTION PRACTICES,UNITED STATES,,035,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,80.8,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, CENTRAL, GLADWIN",GRAIN,50,9000,CENTRAL,26,1969,CROPS,051,,COUNTY,GLADWIN,ALL PRODUCTION PRACTICES,UNITED STATES,,051,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,72.4,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, CENTRAL, GRATIOT",GRAIN,50,9000,CENTRAL,26,1969,CROPS,057,,COUNTY,GRATIOT,ALL PRODUCTION PRACTICES,UNITED STATES,,057,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,90.9,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, CENTRAL, ISABELLA",GRAIN,50,9000,CENTRAL,26,1969,CROPS,073,,COUNTY,ISABELLA,ALL PRODUCTION PRACTICES,UNITED STATES,,073,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,77.9,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, CENTRAL, MECOSTA",GRAIN,50,9000,CENTRAL,26,1969,CROPS,107,,COUNTY,MECOSTA,ALL PRODUCTION PRACTICES,UNITED STATES,,107,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,65.9,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, CENTRAL, MIDLAND",GRAIN,50,9000,CENTRAL,26,1969,CROPS,111,,COUNTY,MIDLAND,ALL PRODUCTION PRACTICES,UNITED STATES,,111,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,83.8,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, CENTRAL, MONTCALM",GRAIN,50,9000,CENTRAL,26,1969,CROPS,117,,COUNTY,MONTCALM,ALL PRODUCTION PRACTICES,UNITED STATES,,117,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,70.6,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, CENTRAL, OSCEOLA",GRAIN,50,9000,CENTRAL,26,1969,CROPS,133,,COUNTY,OSCEOLA,ALL PRODUCTION PRACTICES,UNITED STATES,,133,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,69.4,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, EAST CENTRAL, ARENAC",GRAIN,60,9000,EAST CENTRAL,26,1969,CROPS,011,,COUNTY,ARENAC,ALL PRODUCTION PRACTICES,UNITED STATES,,011,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,79.4,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, EAST CENTRAL, BAY",GRAIN,60,9000,EAST CENTRAL,26,1969,CROPS,017,,COUNTY,BAY,ALL PRODUCTION PRACTICES,UNITED STATES,,017,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,82,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, EAST CENTRAL, HURON",GRAIN,60,9000,EAST CENTRAL,26,1969,CROPS,063,,COUNTY,HURON,ALL PRODUCTION PRACTICES,UNITED STATES,,063,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,80.3,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, EAST CENTRAL, SAGINAW",GRAIN,60,9000,EAST CENTRAL,26,1969,CROPS,145,,COUNTY,SAGINAW,ALL PRODUCTION PRACTICES,UNITED STATES,,145,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,83,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, EAST CENTRAL, SANILAC",GRAIN,60,9000,EAST CENTRAL,26,1969,CROPS,151,,COUNTY,SANILAC,ALL PRODUCTION PRACTICES,UNITED STATES,,151,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,79.4,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, EAST CENTRAL, TUSCOLA",GRAIN,60,9000,EAST CENTRAL,26,1969,CROPS,157,,COUNTY,TUSCOLA,ALL PRODUCTION PRACTICES,UNITED STATES,,157,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,79.6,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHWEST, ALLEGAN",GRAIN,70,9000,SOUTHWEST,26,1969,CROPS,005,,COUNTY,ALLEGAN,ALL PRODUCTION PRACTICES,UNITED STATES,,005,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,71.9,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHWEST, BERRIEN",GRAIN,70,9000,SOUTHWEST,26,1969,CROPS,021,,COUNTY,BERRIEN,ALL PRODUCTION PRACTICES,UNITED STATES,,021,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,77.2,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHWEST, CASS",GRAIN,70,9000,SOUTHWEST,26,1969,CROPS,027,,COUNTY,CASS,ALL PRODUCTION PRACTICES,UNITED STATES,,027,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,72.1,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHWEST, KALAMAZOO",GRAIN,70,9000,SOUTHWEST,26,1969,CROPS,077,,COUNTY,KALAMAZOO,ALL PRODUCTION PRACTICES,UNITED STATES,,077,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,67.3,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHWEST, KENT",GRAIN,70,9000,SOUTHWEST,26,1969,CROPS,081,,COUNTY,KENT,ALL PRODUCTION PRACTICES,UNITED STATES,,081,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,74,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHWEST, OTTAWA",GRAIN,70,9000,SOUTHWEST,26,1969,CROPS,139,,COUNTY,OTTAWA,ALL PRODUCTION PRACTICES,UNITED STATES,,139,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,72.5,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTHWEST, VAN BUREN",GRAIN,70,9000,SOUTHWEST,26,1969,CROPS,159,,COUNTY,VAN BUREN,ALL PRODUCTION PRACTICES,UNITED STATES,,159,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,68.6,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, BARRY",GRAIN,80,9000,SOUTH CENTRAL,26,1969,CROPS,015,,COUNTY,BARRY,ALL PRODUCTION PRACTICES,UNITED STATES,,015,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,70.7,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, BRANCH",GRAIN,80,9000,SOUTH CENTRAL,26,1969,CROPS,023,,COUNTY,BRANCH,ALL PRODUCTION PRACTICES,UNITED STATES,,023,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,76.1,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, CALHOUN",GRAIN,80,9000,SOUTH CENTRAL,26,1969,CROPS,025,,COUNTY,CALHOUN,ALL PRODUCTION PRACTICES,UNITED STATES,,025,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,74.7,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, CLINTON",GRAIN,80,9000,SOUTH CENTRAL,26,1969,CROPS,037,,COUNTY,CLINTON,ALL PRODUCTION PRACTICES,UNITED STATES,,037,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,82.9,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, EATON",GRAIN,80,9000,SOUTH CENTRAL,26,1969,CROPS,045,,COUNTY,EATON,ALL PRODUCTION PRACTICES,UNITED STATES,,045,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,75.9,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",GRAIN,80,9000,SOUTH CENTRAL,26,1969,CROPS,059,,COUNTY,HILLSDALE,ALL PRODUCTION PRACTICES,UNITED STATES,,059,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,77.7,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, INGHAM",GRAIN,80,9000,SOUTH CENTRAL,26,1969,CROPS,065,,COUNTY,INGHAM,ALL PRODUCTION PRACTICES,UNITED STATES,,065,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,83.7,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, IONIA",GRAIN,80,9000,SOUTH CENTRAL,26,1969,CROPS,067,,COUNTY,IONIA,ALL PRODUCTION PRACTICES,UNITED STATES,,067,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,77.8,SURVEY,YIELD,00,NOT SPECIFIED,,00
,FIELD CROPS,,26,"MICHIGAN, SOUTH CENTRAL, JACKSON",GRAIN,80,9000,SOUTH CENTRAL,26,1969,CROPS,075,,COUNTY,JACKSON,ALL PRODUCTION PRACTICES,UNITED STATES,,075,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",MICHIGAN,YEAR,ALL CLASSES,2012-01-01 00:00:00.000,TOTAL,CORN,MI,00000000,BU / ACRE,,ANNUAL,76.6,SURVEY,YIELD,00,NOT SPECIFIED,,00
