commodity_desc,country_name,country_code,class_desc,state_alpha,begin_code,load_time,freq_desc,short_desc,watershed_code,year,watershed_desc,county_name,agg_level_desc,group_desc,end_code,prodn_practice_desc,county_ansi,sector_desc,statisticcat_desc,CV (%),asd_code,Value,week_ending,reference_period_desc,domaincat_desc,unit_desc,asd_desc,congr_district_code,region_desc,state_ansi,util_practice_desc,zip_5,source_desc,state_name,state_fips_code,location_desc,domain_desc,county_code
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,MANISTEE,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,101,CROPS,YIELD,,20,85.7,,YEAR,NOT SPECIFIED,BU / ACRE,NORTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, NORTHWEST, MANISTEE",TOTAL,101
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,MISSAUKEE,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,113,CROPS,YIELD,,20,129.8,,YEAR,NOT SPECIFIED,BU / ACRE,NORTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, NORTHWEST, MISSAUKEE",TOTAL,113
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,WEXFORD,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,165,CROPS,YIELD,,20,96.5,,YEAR,NOT SPECIFIED,BU / ACRE,NORTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, NORTHWEST, WEXFORD",TOTAL,165
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,OTHER (COMBINED) COUNTIES,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,,CROPS,YIELD,,30,98.5,,YEAR,NOT SPECIFIED,BU / ACRE,NORTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",TOTAL,998
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,ALCONA,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,001,CROPS,YIELD,,30,116.7,,YEAR,NOT SPECIFIED,BU / ACRE,NORTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, NORTHEAST, ALCONA",TOTAL,001
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,ALPENA,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,007,CROPS,YIELD,,30,88.9,,YEAR,NOT SPECIFIED,BU / ACRE,NORTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, NORTHEAST, ALPENA",TOTAL,007
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,IOSCO,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,069,CROPS,YIELD,,30,128.9,,YEAR,NOT SPECIFIED,BU / ACRE,NORTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, NORTHEAST, IOSCO",TOTAL,069
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,MONTMORENCY,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,119,CROPS,YIELD,,30,71.3,,YEAR,NOT SPECIFIED,BU / ACRE,NORTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, NORTHEAST, MONTMORENCY",TOTAL,119
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,OGEMAW,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,129,CROPS,YIELD,,30,138.9,,YEAR,NOT SPECIFIED,BU / ACRE,NORTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, NORTHEAST, OGEMAW",TOTAL,129
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,OTSEGO,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,137,CROPS,YIELD,,30,75,,YEAR,NOT SPECIFIED,BU / ACRE,NORTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, NORTHEAST, OTSEGO",TOTAL,137
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,PRESQUE ISLE,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,141,CROPS,YIELD,,30,117.8,,YEAR,NOT SPECIFIED,BU / ACRE,NORTHEAST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, NORTHEAST, PRESQUE ISLE",TOTAL,141
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,LAKE,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,085,CROPS,YIELD,,40,130.8,,YEAR,NOT SPECIFIED,BU / ACRE,WEST CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, WEST CENTRAL, LAKE",TOTAL,085
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,MASON,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,105,CROPS,YIELD,,40,140.6,,YEAR,NOT SPECIFIED,BU / ACRE,WEST CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, WEST CENTRAL, MASON",TOTAL,105
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,MUSKEGON,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,121,CROPS,YIELD,,40,153.4,,YEAR,NOT SPECIFIED,BU / ACRE,WEST CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, WEST CENTRAL, MUSKEGON",TOTAL,121
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,NEWAYGO,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,123,CROPS,YIELD,,40,150.7,,YEAR,NOT SPECIFIED,BU / ACRE,WEST CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, WEST CENTRAL, NEWAYGO",TOTAL,123
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,OCEANA,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,127,CROPS,YIELD,,40,150,,YEAR,NOT SPECIFIED,BU / ACRE,WEST CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, WEST CENTRAL, OCEANA",TOTAL,127
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,CLARE,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,035,CROPS,YIELD,,50,117.6,,YEAR,NOT SPECIFIED,BU / ACRE,CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, CENTRAL, CLARE",TOTAL,035
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,GLADWIN,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,051,CROPS,YIELD,,50,145.6,,YEAR,NOT SPECIFIED,BU / ACRE,CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, CENTRAL, GLADWIN",TOTAL,051
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,GRATIOT,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,057,CROPS,YIELD,,50,160.1,,YEAR,NOT SPECIFIED,BU / ACRE,CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, CENTRAL, GRATIOT",TOTAL,057
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,ISABELLA,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,073,CROPS,YIELD,,50,155.3,,YEAR,NOT SPECIFIED,BU / ACRE,CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, CENTRAL, ISABELLA",TOTAL,073
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,MECOSTA,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,107,CROPS,YIELD,,50,144.9,,YEAR,NOT SPECIFIED,BU / ACRE,CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, CENTRAL, MECOSTA",TOTAL,107
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,MIDLAND,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,111,CROPS,YIELD,,50,168.9,,YEAR,NOT SPECIFIED,BU / ACRE,CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, CENTRAL, MIDLAND",TOTAL,111
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,MONTCALM,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,117,CROPS,YIELD,,50,156.1,,YEAR,NOT SPECIFIED,BU / ACRE,CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, CENTRAL, MONTCALM",TOTAL,117
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,OSCEOLA,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,133,CROPS,YIELD,,50,130.5,,YEAR,NOT SPECIFIED,BU / ACRE,CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, CENTRAL, OSCEOLA",TOTAL,133
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,ARENAC,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,011,CROPS,YIELD,,60,146.7,,YEAR,NOT SPECIFIED,BU / ACRE,EAST CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, EAST CENTRAL, ARENAC",TOTAL,011
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,BAY,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,017,CROPS,YIELD,,60,167.9,,YEAR,NOT SPECIFIED,BU / ACRE,EAST CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, EAST CENTRAL, BAY",TOTAL,017
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,HURON,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,063,CROPS,YIELD,,60,170.7,,YEAR,NOT SPECIFIED,BU / ACRE,EAST CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, EAST CENTRAL, HURON",TOTAL,063
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,SAGINAW,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,145,CROPS,YIELD,,60,164.8,,YEAR,NOT SPECIFIED,BU / ACRE,EAST CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, EAST CENTRAL, SAGINAW",TOTAL,145
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,SANILAC,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,151,CROPS,YIELD,,60,184.4,,YEAR,NOT SPECIFIED,BU / ACRE,EAST CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, EAST CENTRAL, SANILAC",TOTAL,151
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,TUSCOLA,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,157,CROPS,YIELD,,60,173.7,,YEAR,NOT SPECIFIED,BU / ACRE,EAST CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, EAST CENTRAL, TUSCOLA",TOTAL,157
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,OTHER (COMBINED) COUNTIES,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,,CROPS,YIELD,,70,166.7,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, OTHER (COMBINED) COUNTIES",TOTAL,998
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,ALLEGAN,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,005,CROPS,YIELD,,70,173.3,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, ALLEGAN",TOTAL,005
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,CASS,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,027,CROPS,YIELD,,70,154.4,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, CASS",TOTAL,027
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,KALAMAZOO,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,077,CROPS,YIELD,,70,150.9,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, KALAMAZOO",TOTAL,077
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,KENT,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,081,CROPS,YIELD,,70,160.9,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, KENT",TOTAL,081
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,OTTAWA,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,139,CROPS,YIELD,,70,158.9,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTHWEST,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTHWEST, OTTAWA",TOTAL,139
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,OTHER (COMBINED) COUNTIES,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,,CROPS,YIELD,,80,158.7,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",TOTAL,998
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,BARRY,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,015,CROPS,YIELD,,80,150,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, BARRY",TOTAL,015
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,CALHOUN,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,025,CROPS,YIELD,,80,136.3,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, CALHOUN",TOTAL,025
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,CLINTON,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,037,CROPS,YIELD,,80,164.7,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, CLINTON",TOTAL,037
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,HILLSDALE,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,059,CROPS,YIELD,,80,162.9,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",TOTAL,059
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,INGHAM,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,065,CROPS,YIELD,,80,157.2,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, INGHAM",TOTAL,065
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,IONIA,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,067,CROPS,YIELD,,80,169.6,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, IONIA",TOTAL,067
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,JACKSON,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,075,CROPS,YIELD,,80,123.7,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, JACKSON",TOTAL,075
CORN,UNITED STATES,9000,ALL CLASSES,MI,00,2017-02-23 15:00:08.000,ANNUAL,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00000000,2016,,ST JOSEPH,COUNTY,FIELD CROPS,00,ALL PRODUCTION PRACTICES,149,CROPS,YIELD,,80,123.8,,YEAR,NOT SPECIFIED,BU / ACRE,SOUTH CENTRAL,,,26,GRAIN,,SURVEY,MICHIGAN,26,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",TOTAL,149
