begin_code,CV (%),domaincat_desc,end_code,statisticcat_desc,Value,source_desc,congr_district_code,freq_desc,unit_desc,state_alpha,watershed_code,domain_desc,commodity_desc,class_desc,load_time,short_desc,reference_period_desc,state_name,county_ansi,country_name,watershed_desc,county_name,prodn_practice_desc,state_fips_code,year,sector_desc,county_code,agg_level_desc,week_ending,asd_desc,country_code,asd_code,location_desc,util_practice_desc,state_ansi,group_desc,zip_5,region_desc
00,,NOT SPECIFIED,00,YIELD,35.3,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,029,UNITED STATES,,CHARLEVOIX,ALL PRODUCTION PRACTICES,26,1954,CROPS,029,COUNTY,,NORTHWEST,9000,20,"MICHIGAN, NORTHWEST, CHARLEVOIX",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,30.7,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,047,UNITED STATES,,EMMET,ALL PRODUCTION PRACTICES,26,1954,CROPS,047,COUNTY,,NORTHWEST,9000,20,"MICHIGAN, NORTHWEST, EMMET",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,33.5,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,055,UNITED STATES,,GRAND TRAVERSE,ALL PRODUCTION PRACTICES,26,1954,CROPS,055,COUNTY,,NORTHWEST,9000,20,"MICHIGAN, NORTHWEST, GRAND TRAVERSE",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,25.8,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,079,UNITED STATES,,KALKASKA,ALL PRODUCTION PRACTICES,26,1954,CROPS,079,COUNTY,,NORTHWEST,9000,20,"MICHIGAN, NORTHWEST, KALKASKA",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,35.4,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,089,UNITED STATES,,LEELANAU,ALL PRODUCTION PRACTICES,26,1954,CROPS,089,COUNTY,,NORTHWEST,9000,20,"MICHIGAN, NORTHWEST, LEELANAU",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,30.5,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,101,UNITED STATES,,MANISTEE,ALL PRODUCTION PRACTICES,26,1954,CROPS,101,COUNTY,,NORTHWEST,9000,20,"MICHIGAN, NORTHWEST, MANISTEE",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,30.5,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,113,UNITED STATES,,MISSAUKEE,ALL PRODUCTION PRACTICES,26,1954,CROPS,113,COUNTY,,NORTHWEST,9000,20,"MICHIGAN, NORTHWEST, MISSAUKEE",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,26.7,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,165,UNITED STATES,,WEXFORD,ALL PRODUCTION PRACTICES,26,1954,CROPS,165,COUNTY,,NORTHWEST,9000,20,"MICHIGAN, NORTHWEST, WEXFORD",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,25.5,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,001,UNITED STATES,,ALCONA,ALL PRODUCTION PRACTICES,26,1954,CROPS,001,COUNTY,,NORTHEAST,9000,30,"MICHIGAN, NORTHEAST, ALCONA",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,30.6,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,007,UNITED STATES,,ALPENA,ALL PRODUCTION PRACTICES,26,1954,CROPS,007,COUNTY,,NORTHEAST,9000,30,"MICHIGAN, NORTHEAST, ALPENA",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,28.6,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,031,UNITED STATES,,CHEBOYGAN,ALL PRODUCTION PRACTICES,26,1954,CROPS,031,COUNTY,,NORTHEAST,9000,30,"MICHIGAN, NORTHEAST, CHEBOYGAN",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,26.7,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,039,UNITED STATES,,CRAWFORD,ALL PRODUCTION PRACTICES,26,1954,CROPS,039,COUNTY,,NORTHEAST,9000,30,"MICHIGAN, NORTHEAST, CRAWFORD",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,30.6,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,069,UNITED STATES,,IOSCO,ALL PRODUCTION PRACTICES,26,1954,CROPS,069,COUNTY,,NORTHEAST,9000,30,"MICHIGAN, NORTHEAST, IOSCO",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,28.6,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,119,UNITED STATES,,MONTMORENCY,ALL PRODUCTION PRACTICES,26,1954,CROPS,119,COUNTY,,NORTHEAST,9000,30,"MICHIGAN, NORTHEAST, MONTMORENCY",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,33.6,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,129,UNITED STATES,,OGEMAW,ALL PRODUCTION PRACTICES,26,1954,CROPS,129,COUNTY,,NORTHEAST,9000,30,"MICHIGAN, NORTHEAST, OGEMAW",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,25.4,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,135,UNITED STATES,,OSCODA,ALL PRODUCTION PRACTICES,26,1954,CROPS,135,COUNTY,,NORTHEAST,9000,30,"MICHIGAN, NORTHEAST, OSCODA",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,33.6,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,137,UNITED STATES,,OTSEGO,ALL PRODUCTION PRACTICES,26,1954,CROPS,137,COUNTY,,NORTHEAST,9000,30,"MICHIGAN, NORTHEAST, OTSEGO",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,29.1,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,141,UNITED STATES,,PRESQUE ISLE,ALL PRODUCTION PRACTICES,26,1954,CROPS,141,COUNTY,,NORTHEAST,9000,30,"MICHIGAN, NORTHEAST, PRESQUE ISLE",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,30,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,143,UNITED STATES,,ROSCOMMON,ALL PRODUCTION PRACTICES,26,1954,CROPS,143,COUNTY,,NORTHEAST,9000,30,"MICHIGAN, NORTHEAST, ROSCOMMON",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,24.8,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,085,UNITED STATES,,LAKE,ALL PRODUCTION PRACTICES,26,1954,CROPS,085,COUNTY,,WEST CENTRAL,9000,40,"MICHIGAN, WEST CENTRAL, LAKE",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,38.3,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,105,UNITED STATES,,MASON,ALL PRODUCTION PRACTICES,26,1954,CROPS,105,COUNTY,,WEST CENTRAL,9000,40,"MICHIGAN, WEST CENTRAL, MASON",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,38.2,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,121,UNITED STATES,,MUSKEGON,ALL PRODUCTION PRACTICES,26,1954,CROPS,121,COUNTY,,WEST CENTRAL,9000,40,"MICHIGAN, WEST CENTRAL, MUSKEGON",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,37.3,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,123,UNITED STATES,,NEWAYGO,ALL PRODUCTION PRACTICES,26,1954,CROPS,123,COUNTY,,WEST CENTRAL,9000,40,"MICHIGAN, WEST CENTRAL, NEWAYGO",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,37.3,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,127,UNITED STATES,,OCEANA,ALL PRODUCTION PRACTICES,26,1954,CROPS,127,COUNTY,,WEST CENTRAL,9000,40,"MICHIGAN, WEST CENTRAL, OCEANA",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,38.2,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,035,UNITED STATES,,CLARE,ALL PRODUCTION PRACTICES,26,1954,CROPS,035,COUNTY,,CENTRAL,9000,50,"MICHIGAN, CENTRAL, CLARE",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,35.4,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,051,UNITED STATES,,GLADWIN,ALL PRODUCTION PRACTICES,26,1954,CROPS,051,COUNTY,,CENTRAL,9000,50,"MICHIGAN, CENTRAL, GLADWIN",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,49.7,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,057,UNITED STATES,,GRATIOT,ALL PRODUCTION PRACTICES,26,1954,CROPS,057,COUNTY,,CENTRAL,9000,50,"MICHIGAN, CENTRAL, GRATIOT",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,43,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,073,UNITED STATES,,ISABELLA,ALL PRODUCTION PRACTICES,26,1954,CROPS,073,COUNTY,,CENTRAL,9000,50,"MICHIGAN, CENTRAL, ISABELLA",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,36.3,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,107,UNITED STATES,,MECOSTA,ALL PRODUCTION PRACTICES,26,1954,CROPS,107,COUNTY,,CENTRAL,9000,50,"MICHIGAN, CENTRAL, MECOSTA",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,42.1,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,111,UNITED STATES,,MIDLAND,ALL PRODUCTION PRACTICES,26,1954,CROPS,111,COUNTY,,CENTRAL,9000,50,"MICHIGAN, CENTRAL, MIDLAND",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,42,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,117,UNITED STATES,,MONTCALM,ALL PRODUCTION PRACTICES,26,1954,CROPS,117,COUNTY,,CENTRAL,9000,50,"MICHIGAN, CENTRAL, MONTCALM",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,25.8,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,133,UNITED STATES,,OSCEOLA,ALL PRODUCTION PRACTICES,26,1954,CROPS,133,COUNTY,,CENTRAL,9000,50,"MICHIGAN, CENTRAL, OSCEOLA",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,39.2,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,011,UNITED STATES,,ARENAC,ALL PRODUCTION PRACTICES,26,1954,CROPS,011,COUNTY,,EAST CENTRAL,9000,60,"MICHIGAN, EAST CENTRAL, ARENAC",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,42.1,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,017,UNITED STATES,,BAY,ALL PRODUCTION PRACTICES,26,1954,CROPS,017,COUNTY,,EAST CENTRAL,9000,60,"MICHIGAN, EAST CENTRAL, BAY",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,40.2,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,063,UNITED STATES,,HURON,ALL PRODUCTION PRACTICES,26,1954,CROPS,063,COUNTY,,EAST CENTRAL,9000,60,"MICHIGAN, EAST CENTRAL, HURON",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,45.9,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,145,UNITED STATES,,SAGINAW,ALL PRODUCTION PRACTICES,26,1954,CROPS,145,COUNTY,,EAST CENTRAL,9000,60,"MICHIGAN, EAST CENTRAL, SAGINAW",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,40.1,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,151,UNITED STATES,,SANILAC,ALL PRODUCTION PRACTICES,26,1954,CROPS,151,COUNTY,,EAST CENTRAL,9000,60,"MICHIGAN, EAST CENTRAL, SANILAC",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,43,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,157,UNITED STATES,,TUSCOLA,ALL PRODUCTION PRACTICES,26,1954,CROPS,157,COUNTY,,EAST CENTRAL,9000,60,"MICHIGAN, EAST CENTRAL, TUSCOLA",GRAIN,26,FIELD CROPS,,
00,,NOT SPECIFIED,00,YIELD,40.1,SURVEY,,ANNUAL,BU / ACRE,MI,00000000,TOTAL,CORN,ALL CLASSES,2012-01-01 00:00:00.000,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",YEAR,MICHIGAN,005,UNITED STATES,,ALLEGAN,ALL PRODUCTION PRACTICES,26,1954,CROPS,005,COUNTY,,SOUTHWEST,9000,70,"MICHIGAN, SOUTHWEST, ALLEGAN",GRAIN,26,FIELD CROPS,,
