date,TMAX,TMIN,TAVG,GDD,state_ansi,county_ansi
2022-06-02,69.0,50.0,59.5,9.5,26,041
2022-06-03,68.66666666666667,50.0,59.333333333333336,9.333333333333336,26,041
2022-06-04,66.33333333333333,50.0,58.166666666666664,8.166666666666664,26,041
2022-06-05,69.33333333333333,50.0,59.666666666666664,9.666666666666664,26,041
2022-06-06,69.0,51.333333333333336,60.16666666666667,10.166666666666671,26,041
2022-06-07,66.0,50.0,58.0,8.0,26,041
2022-06-08,69.0,50.0,59.5,9.5,26,041
2022-06-09,68.66666666666667,50.0,59.333333333333336,9.333333333333336,26,041
2022-06-10,71.66666666666667,50.0,60.833333333333336,10.833333333333336,26,041
2022-06-11,72.66666666666667,50.0,61.333333333333336,11.333333333333336,26,041
2022-06-12,65.66666666666667,50.0,57.833333333333336,7.833333333333336,26,041
2022-06-13,66.0,50.0,58.0,8.0,26,041
2022-06-14,64.66666666666667,50.333333333333336,57.5,7.5,26,041
2022-06-15,71.33333333333333,57.333333333333336,64.33333333333333,14.333333333333329,26,041
2022-06-16,81.0,60.0,70.5,20.5,26,041
2022-06-17,77.66666666666667,54.666666666666664,66.16666666666667,16.16666666666667,26,041
2022-06-18,71.66666666666667,50.0,60.833333333333336,10.833333333333336,26,041
2022-06-19,70.0,50.0,60.0,10.0,26,041
2022-06-20,72.66666666666667,53.666666666666664,63.16666666666667,13.166666666666671,26,041
2022-06-21,83.0,61.333333333333336,72.16666666666667,22.16666666666667,26,041
2022-06-22,83.0,57.333333333333336,70.16666666666667,20.16666666666667,26,041
2022-06-23,77.33333333333333,50.0,63.666666666666664,13.666666666666664,26,041
2022-06-24,80.66666666666667,59.333333333333336,70.0,20.0,26,041
2022-06-25,81.66666666666667,57.666666666666664,69.66666666666667,19.66666666666667,26,041
2022-06-26,78.0,59.333333333333336,68.66666666666667,18.66666666666667,26,041
2022-06-27,73.33333333333333,50.333333333333336,61.83333333333333,11.833333333333329,26,041
2022-06-28,73.66666666666667,53.666666666666664,63.66666666666667,13.666666666666671,26,041
2022-06-29,72.33333333333333,50.0,61.166666666666664,11.166666666666664,26,041
2022-06-30,74.33333333333333,55.666666666666664,65.0,15.0,26,041
2022-07-01,76.66666666666667,59.666666666666664,68.16666666666667,18.16666666666667,26,041
2022-07-02,76.33333333333333,51.666666666666664,64.0,14.0,26,041
2022-07-03,77.0,50.0,63.5,13.5,26,041
2022-07-04,74.0,54.666666666666664,64.33333333333333,14.333333333333329,26,041
2022-07-05,73.66666666666667,61.0,67.33333333333334,17.333333333333343,26,041
2022-07-06,74.33333333333333,55.0,64.66666666666666,14.666666666666657,26,041
2022-07-07,76.33333333333333,50.0,63.166666666666664,13.166666666666664,26,041
2022-07-08,77.33333333333333,54.333333333333336,65.83333333333333,15.833333333333329,26,041
2022-07-09,77.66666666666667,50.0,63.833333333333336,13.833333333333336,26,041
2022-07-10,77.33333333333333,50.0,63.666666666666664,13.666666666666664,26,041
2022-07-11,82.0,61.333333333333336,71.66666666666667,21.66666666666667,26,041
2022-07-12,79.0,58.666666666666664,68.83333333333333,18.83333333333333,26,041
2022-07-13,75.66666666666667,54.333333333333336,65.0,15.0,26,041
2022-07-14,76.33333333333333,50.0,63.166666666666664,13.166666666666664,26,041
2022-07-15,75.33333333333333,50.0,62.666666666666664,12.666666666666664,26,041
2022-07-16,75.66666666666667,50.0,62.833333333333336,12.833333333333336,26,041
2022-07-17,78.33333333333333,58.333333333333336,68.33333333333333,18.33333333333333,26,041
2022-07-18,85.33333333333333,55.0,70.16666666666666,20.166666666666657,26,041
2022-07-19,85.0,65.33333333333333,75.16666666666666,25.166666666666657,26,041
2022-07-20,82.33333333333333,66.0,74.16666666666666,24.166666666666657,26,041
2022-07-21,81.0,63.666666666666664,72.33333333333333,22.33333333333333,26,041
2022-07-22,86.0,56.333333333333336,71.16666666666667,21.16666666666667,26,041
2022-07-23,86.0,62.0,74.0,24.0,26,041
2022-07-24,83.66666666666667,61.666666666666664,72.66666666666667,22.66666666666667,26,041
2022-07-25,79.66666666666667,51.666666666666664,65.66666666666667,15.666666666666671,26,041
2022-07-26,75.66666666666667,50.0,62.833333333333336,12.833333333333336,26,041
2022-07-27,81.0,57.666666666666664,69.33333333333333,19.33333333333333,26,041
2022-07-28,79.0,58.0,68.5,18.5,26,041
2022-07-29,74.33333333333333,52.0,63.166666666666664,13.166666666666664,26,041
2022-07-30,75.0,50.0,62.5,12.5,26,041
2022-07-31,80.66666666666667,56.0,68.33333333333334,18.333333333333343,26,041
2022-08-01,81.33333333333333,62.333333333333336,71.83333333333333,21.83333333333333,26,041
2022-08-02,75.33333333333333,50.0,62.666666666666664,12.666666666666664,26,041
2022-08-03,79.66666666666667,58.666666666666664,69.16666666666667,19.16666666666667,26,041
2022-08-04,80.66666666666667,56.666666666666664,68.66666666666667,18.66666666666667,26,041
2022-08-05,78.66666666666667,50.333333333333336,64.5,14.5,26,041
2022-08-06,82.66666666666667,60.0,71.33333333333334,21.333333333333343,26,041
2022-08-07,80.33333333333333,59.333333333333336,69.83333333333333,19.83333333333333,26,041
2022-08-08,76.33333333333333,51.666666666666664,64.0,14.0,26,041
2022-08-09,71.0,50.0,60.5,10.5,26,041
2022-08-10,78.33333333333333,50.333333333333336,64.33333333333333,14.333333333333329,26,041
2022-08-11,77.66666666666667,50.0,63.833333333333336,13.833333333333336,26,041
2022-08-12,73.66666666666667,50.0,61.833333333333336,11.833333333333336,26,041
2022-08-13,71.66666666666667,50.0,60.833333333333336,10.833333333333336,26,041
2022-08-14,66.0,60.0,63.0,13.0,26,041
2022-08-15,73.66666666666667,57.666666666666664,65.66666666666667,15.666666666666671,26,041
2022-08-16,78.66666666666667,51.0,64.83333333333334,14.833333333333343,26,041
2022-08-17,79.66666666666667,50.0,64.83333333333334,14.833333333333343,26,041
2022-08-18,80.0,56.333333333333336,68.16666666666667,18.16666666666667,26,041
2022-08-19,80.0,62.333333333333336,71.16666666666667,21.16666666666667,26,041
2022-08-20,77.66666666666667,62.333333333333336,70.0,20.0,26,041
2022-08-21,76.66666666666667,59.666666666666664,68.16666666666667,18.16666666666667,26,041
2022-08-22,79.0,50.0,64.5,14.5,26,041
2022-08-23,80.66666666666667,50.333333333333336,65.5,15.5,26,041
2022-08-24,78.66666666666667,57.0,67.83333333333334,17.833333333333343,26,041
2022-08-25,74.66666666666667,58.333333333333336,66.5,16.5,26,041
2022-08-26,70.66666666666667,52.333333333333336,61.5,11.5,26,041
2022-08-27,74.33333333333333,54.0,64.16666666666666,14.166666666666657,26,041
2022-08-28,75.33333333333333,64.33333333333333,69.83333333333333,19.83333333333333,26,041
2022-08-29,78.66666666666667,67.33333333333333,73.0,23.0,26,041
2022-08-30,79.0,62.0,70.5,20.5,26,041
2022-08-31,81.66666666666667,57.0,69.33333333333334,19.333333333333343,26,041
2022-09-01,78.66666666666667,50.0,64.33333333333334,14.333333333333343,26,041
2022-09-02,81.33333333333333,57.0,69.16666666666666,19.166666666666657,26,041
2022-09-03,76.66666666666667,56.333333333333336,66.5,16.5,26,041
2022-09-04,68.66666666666667,50.0,59.333333333333336,9.333333333333336,26,041
2022-09-05,70.66666666666667,50.0,60.333333333333336,10.333333333333336,26,041
2022-09-06,73.33333333333333,50.0,61.666666666666664,11.666666666666664,26,041
2022-09-07,78.33333333333333,50.0,64.16666666666666,14.166666666666657,26,041
2022-09-08,80.0,50.0,65.0,15.0,26,041
2022-09-09,78.66666666666667,54.666666666666664,66.66666666666667,16.66666666666667,26,041
2022-09-10,74.66666666666667,58.0,66.33333333333334,16.333333333333343,26,041
2022-09-11,65.66666666666667,54.666666666666664,60.16666666666667,10.166666666666671,26,041
2022-09-12,66.0,56.666666666666664,61.33333333333333,11.333333333333329,26,041
2022-09-13,67.0,53.0,60.0,10.0,26,041
2022-09-14,70.66666666666667,50.0,60.333333333333336,10.333333333333336,26,041
2022-09-15,66.66666666666667,50.0,58.333333333333336,8.333333333333336,26,041
2022-09-16,71.66666666666667,50.0,60.833333333333336,10.833333333333336,26,041
2022-09-17,74.0,64.33333333333333,69.16666666666666,19.166666666666657,26,041
2022-09-18,77.33333333333333,64.33333333333333,70.83333333333333,20.83333333333333,26,041
2022-09-19,76.5,51.0,63.75,13.75,26,041
2022-09-20,75.5,50.0,62.75,12.75,26,041
2022-09-21,73.33333333333333,53.333333333333336,63.33333333333333,13.333333333333329,26,041
2022-09-22,66.0,50.0,58.0,8.0,26,041
2022-09-23,58.666666666666664,50.0,54.33333333333333,4.333333333333329,26,041
2022-09-24,61.0,50.0,55.5,5.5,26,041
2022-09-25,57.666666666666664,50.0,53.83333333333333,3.8333333333333286,26,041
2022-09-26,59.333333333333336,50.0,54.66666666666667,4.666666666666671,26,041
2022-09-27,53.666666666666664,50.0,51.83333333333333,1.8333333333333286,26,041
2022-09-28,52.666666666666664,50.0,51.33333333333333,1.3333333333333286,26,041
2022-09-29,56.0,50.0,53.0,3.0,26,041
2022-09-30,61.0,50.0,55.5,5.5,26,041
2022-10-01,64.5,50.0,57.25,7.25,26,041
2022-10-02,64.0,50.0,57.0,7.0,26,041
2022-10-03,63.0,50.0,56.5,6.5,26,041
2022-10-04,67.0,50.0,58.5,8.5,26,041
2022-10-05,68.0,50.0,59.0,9.0,26,041
2022-10-06,63.0,50.0,56.5,6.5,26,041
2022-10-07,54.333333333333336,50.0,52.16666666666667,2.1666666666666714,26,041
2022-10-08,50.333333333333336,50.0,50.16666666666667,0.1666666666666714,26,041
2022-10-09,57.666666666666664,50.0,53.83333333333333,3.8333333333333286,26,041
2022-10-10,55.666666666666664,50.0,52.83333333333333,2.8333333333333286,26,041
2022-10-11,57.333333333333336,50.0,53.66666666666667,3.6666666666666714,26,041
2022-10-12,62.5,50.0,56.25,6.25,26,041
2022-10-13,53.5,50.0,51.75,1.75,26,041
2022-10-14,50.0,50.0,50.0,0.0,26,041
2022-10-15,50.0,50.0,50.0,0.0,26,041
2022-10-16,50.0,50.0,50.0,0.0,26,041
2022-10-17,50.0,50.0,50.0,0.0,26,041
2022-10-18,50.0,50.0,50.0,0.0,26,041
2022-10-19,50.0,50.0,50.0,0.0,26,041
2022-10-20,50.0,50.0,50.0,0.0,26,041
2022-10-21,57.5,50.0,53.75,3.75,26,041
2022-10-22,58.5,50.0,54.25,4.25,26,041
2022-10-23,60.5,50.0,55.25,5.25,26,041
2022-10-24,65.0,53.0,59.0,9.0,26,041
2022-10-25,62.666666666666664,50.0,56.33333333333333,6.333333333333329,26,041
2022-10-26,55.666666666666664,50.0,52.83333333333333,2.8333333333333286,26,041
2022-10-27,50.0,50.0,50.0,0.0,26,041
2022-10-28,51.5,50.0,50.75,0.75,26,041
2022-10-29,56.0,50.0,53.0,3.0,26,041
2022-10-30,56.5,50.0,53.25,3.25,26,041
2022-10-31,57.0,50.0,53.5,3.5,26,041
2022-11-01,59.5,50.0,54.75,4.75,26,041
2022-11-02,60.333333333333336,50.0,55.16666666666667,5.166666666666671,26,041
2022-11-03,61.333333333333336,50.0,55.66666666666667,5.666666666666671,26,041
2022-11-04,62.666666666666664,50.0,56.33333333333333,6.333333333333329,26,041
2022-11-05,57.666666666666664,50.0,53.83333333333333,3.8333333333333286,26,041
2022-11-06,58.5,50.0,54.25,4.25,26,041
2022-11-07,52.5,50.0,51.25,1.25,26,041
2022-11-08,50.0,50.0,50.0,0.0,26,041
2022-11-09,50.0,50.0,50.0,0.0,26,041
2022-11-10,55.0,50.333333333333336,52.66666666666667,2.6666666666666714,26,041
2022-11-11,60.0,50.0,55.0,5.0,26,041
2022-11-12,50.0,50.0,50.0,0.0,26,041
2022-11-13,50.0,50.0,50.0,0.0,26,041
2022-11-14,50.0,50.0,50.0,0.0,26,041
2022-11-15,50.0,50.0,50.0,0.0,26,041
2022-11-16,50.0,50.0,50.0,0.0,26,041
2022-11-17,50.0,50.0,50.0,0.0,26,041
2022-11-18,50.0,50.0,50.0,0.0,26,041
2022-11-19,50.0,50.0,50.0,0.0,26,041
2022-11-20,50.0,50.0,50.0,0.0,26,041
2022-11-21,50.0,50.0,50.0,0.0,26,041
2022-11-22,50.0,50.0,50.0,0.0,26,041
2022-11-23,50.0,50.0,50.0,0.0,26,041
2022-11-24,50.0,50.0,50.0,0.0,26,041
2022-11-25,50.0,50.0,50.0,0.0,26,041
2022-11-26,50.0,50.0,50.0,0.0,26,041
2022-11-27,50.0,50.0,50.0,0.0,26,041
2022-11-28,50.0,50.0,50.0,0.0,26,041
2022-11-29,50.0,50.0,50.0,0.0,26,041
2022-11-30,50.0,50.0,50.0,0.0,26,041
2022-12-01,50.0,50.0,50.0,0.0,26,041
2022-12-02,50.0,50.0,50.0,0.0,26,041
2022-12-03,50.0,50.0,50.0,0.0,26,041
2022-12-04,50.0,50.0,50.0,0.0,26,041
2022-12-05,50.0,50.0,50.0,0.0,26,041
2022-12-06,50.0,50.0,50.0,0.0,26,041
2022-12-07,50.0,50.0,50.0,0.0,26,041
2022-12-08,50.0,50.0,50.0,0.0,26,041
2022-12-09,50.0,50.0,50.0,0.0,26,041
2022-12-10,50.0,50.0,50.0,0.0,26,041
2022-12-11,50.0,50.0,50.0,0.0,26,041
2022-12-12,50.0,50.0,50.0,0.0,26,041
2022-12-13,50.0,50.0,50.0,0.0,26,041
2022-12-14,50.0,50.0,50.0,0.0,26,041
2022-12-15,50.0,50.0,50.0,0.0,26,041
2022-12-16,50.0,50.0,50.0,0.0,26,041
2022-12-17,50.0,50.0,50.0,0.0,26,041
2022-12-18,50.0,50.0,50.0,0.0,26,041
2022-12-19,50.0,50.0,50.0,0.0,26,041
2022-12-20,50.0,50.0,50.0,0.0,26,041
2022-12-21,50.0,50.0,50.0,0.0,26,041
2022-12-22,50.0,50.0,50.0,0.0,26,041
2022-12-23,50.0,50.0,50.0,0.0,26,041
2022-12-24,50.0,50.0,50.0,0.0,26,041
2022-12-25,50.0,50.0,50.0,0.0,26,041
2022-12-26,50.0,50.0,50.0,0.0,26,041
2022-12-27,50.0,50.0,50.0,0.0,26,041
2022-12-28,50.0,50.0,50.0,0.0,26,041
2022-12-29,50.0,50.0,50.0,0.0,26,041
2022-12-30,50.0,50.0,50.0,0.0,26,041
2022-12-31,50.0,50.0,50.0,0.0,26,041
2022-01-20,50.0,50.0,50.0,0.0,26,043
2022-01-21,50.0,50.0,50.0,0.0,26,043
2022-01-22,50.0,50.0,50.0,0.0,26,043
2022-01-23,50.0,50.0,50.0,0.0,26,043
2022-01-24,50.0,50.0,50.0,0.0,26,043
2022-01-25,50.0,50.0,50.0,0.0,26,043
2022-01-26,50.0,50.0,50.0,0.0,26,043
2022-01-27,50.0,50.0,50.0,0.0,26,043
2022-01-28,50.0,50.0,50.0,0.0,26,043
2022-01-29,50.0,50.0,50.0,0.0,26,043
2022-01-30,50.0,50.0,50.0,0.0,26,043
2022-01-31,50.0,50.0,50.0,0.0,26,043
2022-02-01,50.0,50.0,50.0,0.0,26,043
2022-02-02,50.0,50.0,50.0,0.0,26,043
2022-02-03,50.0,50.0,50.0,0.0,26,043
2022-02-04,50.0,50.0,50.0,0.0,26,043
2022-02-05,50.0,50.0,50.0,0.0,26,043
2022-02-06,50.0,50.0,50.0,0.0,26,043
2022-02-07,50.0,50.0,50.0,0.0,26,043
2022-02-08,50.0,50.0,50.0,0.0,26,043
2022-02-09,50.0,50.0,50.0,0.0,26,043
2022-02-10,50.0,50.0,50.0,0.0,26,043
2022-02-11,50.0,50.0,50.0,0.0,26,043
2022-02-12,50.0,50.0,50.0,0.0,26,043
2022-02-13,50.0,50.0,50.0,0.0,26,043
2022-02-14,50.0,50.0,50.0,0.0,26,043
2022-02-15,50.0,50.0,50.0,0.0,26,043
2022-02-16,50.0,50.0,50.0,0.0,26,043
2022-02-17,50.0,50.0,50.0,0.0,26,043
2022-02-18,50.0,50.0,50.0,0.0,26,043
2022-02-19,50.0,50.0,50.0,0.0,26,043
2022-02-20,50.0,50.0,50.0,0.0,26,043
2022-02-21,50.0,50.0,50.0,0.0,26,043
2022-02-22,50.0,50.0,50.0,0.0,26,043
2022-02-23,50.0,50.0,50.0,0.0,26,043
2022-02-24,50.0,50.0,50.0,0.0,26,043
2022-02-25,50.0,50.0,50.0,0.0,26,043
2022-02-26,50.0,50.0,50.0,0.0,26,043
2022-02-27,50.0,50.0,50.0,0.0,26,043
2022-02-28,50.0,50.0,50.0,0.0,26,043
2022-03-01,50.0,50.0,50.0,0.0,26,043
2022-03-02,50.0,50.0,50.0,0.0,26,043
2022-03-03,50.0,50.0,50.0,0.0,26,043
2022-03-04,50.0,50.0,50.0,0.0,26,043
2022-03-05,50.0,50.0,50.0,0.0,26,043
2022-03-06,50.0,50.0,50.0,0.0,26,043
2022-03-07,50.0,50.0,50.0,0.0,26,043
2022-03-08,50.0,50.0,50.0,0.0,26,043
2022-03-09,50.0,50.0,50.0,0.0,26,043
2022-03-10,50.0,50.0,50.0,0.0,26,043
2022-03-11,50.0,50.0,50.0,0.0,26,043
2022-03-12,50.0,50.0,50.0,0.0,26,043
2022-03-13,50.0,50.0,50.0,0.0,26,043
2022-03-14,50.0,50.0,50.0,0.0,26,043
2022-03-15,50.0,50.0,50.0,0.0,26,043
2022-03-16,58.0,50.0,54.0,4.0,26,043
2022-03-17,50.0,50.0,50.0,0.0,26,043
2022-03-18,50.0,50.0,50.0,0.0,26,043
2022-03-19,50.0,50.0,50.0,0.0,26,043
2022-03-20,57.5,50.0,53.75,3.75,26,043
2022-03-21,50.0,50.0,50.0,0.0,26,043
2022-03-22,50.0,50.0,50.0,0.0,26,043
2022-03-23,50.0,50.0,50.0,0.0,26,043
2022-03-24,50.0,50.0,50.0,0.0,26,043
2022-03-25,50.0,50.0,50.0,0.0,26,043
2022-03-26,50.0,50.0,50.0,0.0,26,043
2022-03-27,50.0,50.0,50.0,0.0,26,043
2022-03-28,50.0,50.0,50.0,0.0,26,043
2022-03-29,50.0,50.0,50.0,0.0,26,043
2022-03-30,50.0,50.0,50.0,0.0,26,043
2022-03-31,50.0,50.0,50.0,0.0,26,043
2022-04-01,50.0,50.0,50.0,0.0,26,043
2022-04-02,50.0,50.0,50.0,0.0,26,043
2022-04-03,50.0,50.0,50.0,0.0,26,043
2022-04-04,50.0,50.0,50.0,0.0,26,043
2022-04-05,50.0,50.0,50.0,0.0,26,043
2022-04-06,50.0,50.0,50.0,0.0,26,043
2022-04-07,50.0,50.0,50.0,0.0,26,043
2022-04-08,50.0,50.0,50.0,0.0,26,043
2022-04-09,50.0,50.0,50.0,0.0,26,043
2022-04-10,50.5,50.0,50.25,0.25,26,043
2022-04-11,54.5,50.0,52.25,2.25,26,043
2022-04-12,55.5,50.0,52.75,2.75,26,043
2022-04-13,50.5,50.0,50.25,0.25,26,043
2022-04-14,50.0,50.0,50.0,0.0,26,043
2022-04-15,50.0,50.0,50.0,0.0,26,043
2022-04-16,50.0,50.0,50.0,0.0,26,043
2022-04-17,50.0,50.0,50.0,0.0,26,043
2022-04-18,50.0,50.0,50.0,0.0,26,043
2022-04-19,50.0,50.0,50.0,0.0,26,043
2022-04-20,50.0,50.0,50.0,0.0,26,043
2022-04-21,50.0,50.0,50.0,0.0,26,043
2022-04-22,51.5,50.0,50.75,0.75,26,043
2022-04-23,53.0,50.0,51.5,1.5,26,043
2022-04-24,65.5,50.0,57.75,7.75,26,043
2022-04-25,60.5,50.0,55.25,5.25,26,043
2022-04-26,50.0,50.0,50.0,0.0,26,043
2022-04-27,50.0,50.0,50.0,0.0,26,043
2022-04-28,50.0,50.0,50.0,0.0,26,043
2022-04-29,57.5,50.0,53.75,3.75,26,043
2022-04-30,55.5,50.0,52.75,2.75,26,043
2022-05-01,50.5,50.0,50.25,0.25,26,043
2022-05-02,51.0,50.0,50.5,0.5,26,043
2022-05-03,53.0,50.0,51.5,1.5,26,043
2022-05-04,59.0,50.0,54.5,4.5,26,043
2022-05-05,65.0,50.0,57.5,7.5,26,043
2022-05-06,67.5,50.0,58.75,8.75,26,043
2022-05-07,66.5,50.0,58.25,8.25,26,043
2022-05-08,63.5,50.0,56.75,6.75,26,043
2022-05-09,67.0,50.0,58.5,8.5,26,043
2022-05-10,76.0,54.0,65.0,15.0,26,043
2022-05-11,81.5,58.5,70.0,20.0,26,043
2022-05-12,85.0,60.5,72.75,22.75,26,043
